,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Accumulated time steps,0.0,1000.0,1999.0,2397.0,2690.0,3131.0,3482.0,3656.0,3901.0,4176.0,4418.0,4668.0,4842.0,5142.0,5370.0,5606.0,5933.0,6280.0,6675.0,7001.0,7418.0,7663.0,7922.0,8336.0,8686.0,8924.0,9270.0,9548.0,9805.0,9956.0,10244.0,10394.0,10933.0,11352.0,11504.0,11661.0,11823.0,11997.0,12327.0,12572.0,12727.0,13002.0,13272.0,13426.0,13673.0,14053.0,14371.0,14734.0,15178.0,15352.0,15598.0,15767.0,16157.0,16404.0,16744.0,16905.0,17210.0,17372.0,17637.0,17883.0,18255.0,18419.0,18694.0,18866.0,19196.0,19442.0,19633.0,19919.0
Episode reward,0.0,-59.64526626592003,-39.1427454827787,74.41574041866912,85.59130590050553,69.57470424455036,78.94739104582256,88.64856195852133,87.85217996767005,89.29547890501368,81.17820989554797,83.97863091614926,92.54971569778074,87.22728385149946,92.13813540626157,83.29510712243007,77.64430742776558,84.13187860979367,83.26327851901117,74.92242361077687,66.81478745910104,82.66810784140736,87.10338209328245,88.535677219846,80.95444866044845,82.07301900709788,74.04002886908188,80.49895781316278,88.54617334611903,88.3835397368928,88.31719572311226,89.71563352866833,81.52843905492938,70.24999409189533,91.04498477298401,87.86103613745374,89.53672677557819,90.6017558380707,77.04190206355645,83.00638187586122,89.33706643480285,84.86375791237832,80.31511084345587,90.48251255797506,83.56954476983334,83.60497836533081,89.71120623131306,84.6282010873015,82.60503263621598,90.03712558557054,81.9282721234564,90.64172725211597,79.79641298142352,81.65635269336613,76.87869010331319,90.14708253928936,83.52708579879231,90.4867662589367,78.78654945200131,84.11876899358599,79.0344208947142,89.24238579232673,85.09669738268597,91.031803480497,79.54170206178136,83.32989287647655,89.69324223389505,83.12500942359871
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.661518812179565,88.3391797542572,105.64752149581909,118.78379940986633,137.93448185920715,153.3501832485199,161.58065724372864,172.61269187927246,184.9013180732727,195.8368580341339,207.12833786010742,215.53755712509155,228.80624127388,239.1735486984253,249.87500858306885,264.2512204647064,279.89070439338684,297.04355001449585,311.1953001022339,328.9561734199524,340.0136239528656,351.72503113746643,370.02156019210815,385.5977761745453,396.28671646118164,411.3986442089081,423.7901043891907,435.3047580718994,442.4386718273163,455.1142404079437,462.2170226573944,485.1128873825073,503.0897545814514,510.19447565078735,517.601892709732,525.1140189170837,533.2399523258209,547.6129403114319,558.5487854480743,565.9333338737488,578.2479627132416,590.3633146286011,597.7132170200348,608.8658654689789,625.6822774410248,639.3220736980438,655.0920174121857,674.0364873409271,682.1118078231812,693.0415782928467,700.8416683673859,717.7615075111389,728.7893517017365,743.4010894298553,750.9505207538605,764.3705806732178,771.9811611175537,783.5210566520691,794.3157625198364,810.1315050125122,817.647625207901,829.6316916942596,837.4890394210815,851.6262302398682,862.3913195133209,870.9936940670013,883.4234066009521
total minutes,0.0,0.6943586468696594,1.4723196625709534,1.7607920249303182,1.979729990164439,2.298908030986786,2.5558363874753316,2.693010954062144,2.876878197987874,3.081688634554545,3.263947633902232,3.452138964335124,3.592292618751526,3.813437354564667,3.9862258116404217,4.164583476384481,4.404187007745107,4.664845073223114,4.950725833574931,5.186588335037231,5.48260289033254,5.66689373254776,5.862083852291107,6.167026003201802,6.426629602909088,6.60477860768636,6.856644070148468,7.063168406486511,7.2550793011983234,7.373977863788605,7.585237340132395,7.703617044289907,8.085214789708456,8.38482924302419,8.503241260846456,8.626698211828868,8.751900315284729,8.887332538763681,9.126882338523865,9.309146424134573,9.432222231229145,9.637466045220693,9.839388577143351,9.961886950333913,10.14776442448298,10.428037957350414,10.655367894967396,10.918200290203094,11.23394145568212,11.368530130386352,11.550692971547445,11.680694472789764,11.962691791852315,12.146489195028941,12.390018157164256,12.515842012564342,12.739509677886963,12.866352685292561,13.058684277534486,13.238596041997274,13.502191750208537,13.627460420131683,13.827194861570995,13.958150657018026,14.193770503997802,14.373188658555348,14.516561567783356,14.723723443349202
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,397.0,292.0,440.0,350.0,173.0,244.0,274.0,241.0,249.0,173.0,299.0,227.0,235.0,326.0,346.0,394.0,325.0,416.0,244.0,258.0,413.0,349.0,237.0,345.0,277.0,256.0,150.0,287.0,149.0,538.0,418.0,151.0,156.0,161.0,173.0,329.0,244.0,154.0,274.0,269.0,153.0,246.0,379.0,317.0,362.0,443.0,173.0,245.0,168.0,389.0,246.0,339.0,160.0,304.0,161.0,264.0,245.0,371.0,163.0,274.0,171.0,329.0,245.0,190.0,285.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
