,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0
Accumulated time steps,0.0,81.0,395.0,744.0,1619.0,2152.0,2673.0,3064.0,3378.0,3685.0,3975.0,4330.0,4637.0,5019.0,5313.0,5609.0,5895.0,6190.0,6464.0,6761.0,7042.0,7324.0,7610.0,7905.0,8177.0,8464.0,8749.0,9030.0,9310.0,9849.0,10226.0,10524.0,10815.0,11096.0,11386.0,11666.0,11953.0,12239.0,12507.0,12852.0,13152.0,13436.0,13727.0,14014.0,14301.0,14587.0,14873.0,15165.0,15452.0,15731.0,16080.0,16367.0,16653.0,16953.0,17230.0,17518.0,17798.0,18088.0,18375.0,18658.0,18955.0,19245.0,19534.0,19835.0,20129.0,20418.0,20717.0,21003.0,21274.0,21562.0,21844.0,22117.0,22393.0,22676.0,22972.0,23253.0,23532.0,23814.0,24089.0,24376.0,24658.0,24933.0,25226.0,25512.0,25792.0,26077.0,26360.0,26654.0,26939.0,27229.0,27518.0,27809.0,28081.0,28352.0,28638.0,28932.0,29381.0,29683.0,29997.0,30290.0,30628.0,30922.0,31202.0,31485.0,31776.0,32099.0,32384.0,32670.0,32939.0,33229.0,34004.0,34280.0,34566.0,34857.0,35158.0,35441.0,35938.0,36237.0,36543.0,36831.0,37132.0,37407.0,37702.0,37998.0,38333.0,38623.0,38905.0,39191.0,39478.0,39801.0,40163.0,40460.0,40738.0,41019.0,41314.0,41596.0,41879.0,42165.0,42455.0,42735.0,43023.0,43311.0,43604.0,43905.0,44199.0,44487.0,44778.0,45074.0,45377.0,45658.0,46003.0,46651.0,47122.0,48091.0,48394.0,48695.0,48979.0,49279.0,49549.0,49839.0,50123.0,50424.0,50704.0,50992.0,51274.0,51561.0,51854.0,52146.0,52448.0,52746.0,53317.0,53825.0,54752.0,55555.0,55846.0,56125.0,56409.0,56732.0,57265.0,57656.0,58590.0,59277.0,59570.0,59882.0,60173.0,60469.0
Episode reward,0.0,195.98313810728442,138.4773037142021,182.3153980228031,252.65923415043642,451.36475945328175,152.39368194611149,173.76720254638394,172.05352565926756,175.61569481099605,126.6480096681664,260.4280575809101,156.31636054628396,147.32453990610435,166.31069529559042,175.5128016552448,146.42097540143783,128.32996334782862,194.01720067947238,177.73601045079394,153.15042376706458,151.3130745236334,162.9795763361796,166.74032998499456,179.10734071774525,154.44040316419733,126.18687630619412,179.2509863938103,151.91190021852006,267.8549912941433,174.70544124662814,186.90995880221314,135.74959624810992,130.69638620261344,157.6504804878162,176.62138073086194,120.2192456937088,125.03387438092513,119.63103466809301,194.44711555607682,172.92732709196375,177.51798460601054,167.84242166574703,171.90893718014254,163.57680064717533,164.96500363154684,179.457502655124,181.18775062077603,156.6123092703168,113.72521062637128,151.71931016235646,177.5937076601652,143.18834235164815,167.7702093036964,131.19539164140278,181.16538051648644,132.1485716319973,163.70034523186305,170.59575637205384,182.42050099438336,180.2326311038037,194.4042200307882,129.7520629828912,166.6163589379876,169.54507863209923,167.66732488284114,134.64249955943743,132.89087367266995,126.38716902981456,116.05982689822714,150.53829207368258,116.4829780721952,118.88323563328187,118.75540473907186,177.13771171752532,121.12323652046955,173.11504142653462,149.7931229965159,124.17461681210115,153.72374122691255,129.4314020822963,158.9396909282901,137.1278915840719,183.74633148416044,138.63979705368303,173.66068346957059,147.41161284935043,174.33480018326625,136.77404542396158,157.76917904182557,180.23085238167153,188.72432031762082,155.98317073298801,165.09396472896157,175.06396613277334,164.46234949819907,1067.3753782329923,175.42796620431685,162.54661504638295,144.00598128092832,160.0021144532182,138.79468059799623,162.39280483850567,122.88583288566268,161.3378564193308,170.30563601322328,122.89930561107813,153.66246810665425,132.04729318242565,168.15086177933364,268.9226537616042,120.5620978420911,117.004959724389,167.1910443320515,164.78732462070164,149.5797007228513,1466.5079785556456,168.33533558967764,180.2866432276132,133.87841451467898,177.33322811436545,130.88956035490918,161.64559877066898,169.99062941470638,133.7406135614409,171.32839203903742,163.36610854412413,168.7962748047689,166.43013045972532,136.23714482380453,172.10959634907238,166.47534142868273,148.57384090416338,161.7201041602388,172.91037832785722,146.99302688246047,190.4144054798834,168.6863114500198,186.25740302714766,122.71501323420674,140.1056709336428,176.82979224620775,187.5519320353501,181.72159048507217,190.0856265184543,170.36673289006683,176.09415924188127,195.3315660851313,192.90917317418962,155.59779775700585,144.33048683133825,219.35692828687502,269.0156853948529,155.11365347443223,188.67316299362363,192.84417059260534,174.9972281470856,138.75937393431607,131.79691603213234,165.93390811627617,167.20431596154373,188.90269359268254,118.7545100270256,159.8990400215903,167.3590617303617,133.0719769772165,170.75616047063622,163.78308886377275,161.5412673976287,175.2946941601627,360.9551413750669,126.18320134435265,186.06924505235227,176.8902565876417,193.00480724239802,178.1355565378355,165.14420129890033,510.0554949558182,828.5549257882583,164.87707674439773,182.4143188263593,947.7913133959358,169.65695520365364,161.42366902721258,191.0107113702456,178.91274538948878
Episode feedback,0.8,0.6999999912500001,0.5081967129803818,0.6617646961505192,0.7878787819100093,0.7446808471027615,0.6714285618367348,0.5806451519250783,0.7343749885253908,0.7301587185689092,0.5614034989227457,0.6666666611111112,0.6428571313775513,0.6785714164540819,0.6379310234839479,0.4576271108876761,0.41818181057851256,0.4999999907407409,0.5151515073461893,0.3666666605555557,0.41379309631391215,0.49999999107142873,0.5423728721631716,0.39344261650094076,0.39344261650094076,0.42105262419205924,0.38888888168724295,0.38333332694444455,0.41818181057851256,0.6341463375966687,0.499999991935484,0.569230760473373,0.6461538362130179,0.277777772633745,0.3999999927272729,0.3709677359521333,0.45283018013527965,0.42307691494082855,0.5098039115724724,0.43283581443528635,0.44999999250000017,0.3114754047299114,0.37288134961218056,0.3770491741467349,0.4482758543400715,0.3333333277777779,0.360655731792529,0.35483870395421446,0.3684210461680518,0.31999999360000014,0.34482758026159344,0.3278688470841173,0.5517241284185496,0.41666665972222233,0.29629629080932796,0.2857142811791384,0.2363636320661158,0.3684210461680518,0.2666666622222223,0.29508196237570555,0.27419354396462026,0.30769230295857997,0.33333332716049396,0.34482758026159344,0.19999999666666674,0.23728813157138762,0.33333332748538025,0.21818181421487612,0.1886792417230332,0.29411764129181095,0.1896551691438764,0.23529411303344877,0.48076922152366885,0.2745097985390236,0.16393442354205864,0.39215685505574793,0.22950819295888208,0.25454544991735545,0.2075471658953365,0.24561403077870123,0.277777772633745,0.25423728382648675,0.2982456088027086,0.21311475060467622,0.24561403077870123,0.22033897931628849,0.20370369993141296,0.3333333277777779,0.17857142538265314,0.21428571045918376,0.21311475060467622,0.30158729680020163,0.3999999927272729,0.24561403077870123,0.19672130825047038,0.2622950776672938,0.5462962937671468,0.3114754047299114,0.47457626314277523,0.4915254153978743,0.3571428507653063,0.33333332748538025,0.24561403077870123,0.1372548992695118,0.3157894681440444,0.20689654815695607,0.2745097985390236,0.2678571380739797,0.2363636320661158,0.2586206851961951,0.49999999479166674,0.43396225596297633,0.37254901230296056,0.3666666605555557,0.41379309631391215,0.22222221810699597,0.520912545547861,0.32203389284688316,0.40983605885514657,0.2678571380739797,0.16393442354205864,0.12962962722908097,0.19642856792091845,0.2711864360815858,0.3090909034710745,0.3389830451019823,0.23728813157138762,0.20338982706118938,0.25423728382648675,0.21428571045918376,0.32203389284688316,0.2586206851961951,0.2830188625845498,0.18181817851239676,0.20689654815695607,0.11320754503381991,0.17460317183169569,0.2586206851961951,0.22950819295888208,0.21568627028066137,0.16071428284438782,0.10169491353059469,0.1406249978027344,0.25423728382648675,0.12903225598335072,0.15517241111771707,0.13333333111111115,0.2857142811791384,0.276923072662722,0.28070174946137283,0.40350876485072346,0.4941176412456748,0.4594594553201851,0.47692306958579894,0.4838709599375652,0.4411764641003461,0.38333332694444455,0.32142856568877565,0.29629629080932796,0.41379309631391215,0.29310344322235443,0.2968749953613282,0.3061224427321951,0.24561403077870123,0.2280701714373654,0.18518518175583,0.15254237029589204,0.26315789012003704,0.20689654815695607,0.24137930618311543,0.5059523779407596,0.4107142783801022,0.48623852764918785,0.2833333286111112,0.3437499946289064,0.28813558833668496,0.2982456088027086,0.4324324285366448,0.46226414876290495,0.35087718682671604,0.43548386394380867,0.44708994590716944,0.2622950776672938,0.3157894681440444,0.2857142811791384,0.3499999941666668
total seconds,0.0,5.067843437194824,18.902846336364746,33.22032690048218,89.78283882141113,121.47344970703125,153.14699125289917,176.47170567512512,194.26696705818176,212.60658931732178,227.94120693206787,246.2653934955597,262.38431334495544,282.70195722579956,296.9829173088074,313.5958442687988,326.71784830093384,340.3167133331299,353.21835446357727,366.9682250022888,379.87425470352173,392.91260147094727,406.2679433822632,418.4176185131073,430.3290228843689,442.4350211620331,452.41008615493774,462.56620836257935,473.641624212265,502.389244556427,521.663022518158,535.0696589946747,548.870983839035,561.8496561050415,574.0203657150269,584.3701858520508,597.0556585788727,609.6690320968628,621.0943386554718,636.3915455341339,649.6177361011505,660.664318561554,671.7359924316406,684.0226290225983,696.566652059555,707.3662037849426,719.038635969162,731.5600137710571,743.154228925705,753.8827588558197,767.6927008628845,778.1077346801758,788.6987071037292,800.3674156665802,810.1009478569031,820.6147434711456,830.209361076355,842.8293695449829,852.3375880718231,862.4366590976715,870.2948176860809,882.883162021637,892.29057264328,902.2494630813599,912.4619839191437,922.8255240917206,932.0776069164276,940.8093514442444,949.5432589054108,957.5940783023834,965.6325690746307,974.8821079730988,985.0488231182098,995.6301710605621,1002.8884077072144,1012.8676364421844,1020.8225541114807,1030.3011422157288,1037.478700876236,1045.6175298690796,1055.3868811130524,1064.0408148765564,1074.2081561088562,1082.5268120765686,1091.4121329784393,1101.2170865535736,1110.1109709739685,1119.522917509079,1127.6059005260468,1136.8590259552002,1145.0735731124878,1152.7330617904663,1162.1232118606567,1169.782299041748,1177.8100609779358,1186.9369986057281,1204.7869091033936,1216.4576663970947,1231.4215941429138,1244.5303707122803,1256.7726066112518,1266.4442558288574,1276.313684463501,1285.3336734771729,1294.3686652183533,1306.5750608444214,1314.2244646549225,1323.7665622234344,1332.6559495925903,1340.9274785518646,1373.0261869430542,1383.7626354694366,1395.6589567661285,1406.1783230304718,1417.0050976276398,1426.5866751670837,1447.1574456691742,1456.950973033905,1469.3830099105835,1478.8009877204895,1488.4747726917267,1498.8929674625397,1506.311006307602,1516.7427747249603,1530.1938571929932,1538.6031920909882,1547.2487580776215,1555.531672000885,1564.8058426380157,1576.7130942344666,1587.3786480426788,1593.7841498851776,1600.583693265915,1608.1136519908905,1614.6759531497955,1621.804770231247,1627.7829117774963,1633.956181526184,1640.8159136772156,1647.9329347610474,1655.2190988063812,1661.2091610431671,1667.6586270332336,1674.060108423233,1680.5877089500427,1686.531615972519,1692.1154372692108,1698.7067205905914,1705.1868815422058,1710.7588086128235,1721.349182844162,1739.633474111557,1756.0895166397095,1786.0797145366669,1796.5036416053772,1805.4668896198273,1813.4011266231537,1821.403180360794,1827.4998729228973,1835.4174852371216,1843.4490189552307,1850.9946691989899,1857.6658368110657,1865.0726897716522,1870.2161540985107,1875.9538042545319,1882.1902542114258,1888.8104004859924,1895.578958272934,1901.6691269874573,1918.0805037021637,1933.9982163906097,1962.157073020935,1984.727599143982,1992.8734424114227,2000.4733493328094,2008.9443037509918,2018.551099061966,2033.5930953025818,2047.68119764328,2074.799438714981,2096.31733584404,2104.884507894516,2115.260115623474,2122.2486329078674,2130.4722311496735
total minutes,0.0,0.08446405728658041,0.31504743893941245,0.5536721150080363,1.4963806470235188,2.0245574951171874,2.552449854214986,2.9411950945854186,3.2377827843030293,3.5434431552886965,3.7990201155344647,4.104423224925995,4.373071889082591,4.71169928709666,4.949715288480123,5.22659740447998,5.44529747168223,5.671945222218832,5.886972574392955,6.1161370833714805,6.331237578392029,6.5485433578491214,6.771132389704387,6.973626975218455,7.172150381406149,7.373917019367218,7.540168102582296,7.709436806042989,7.894027070204417,8.37315407594045,8.694383708635966,8.917827649911244,9.147849730650584,9.364160935084024,9.567006095250447,9.739503097534179,9.950927642981211,10.161150534947714,10.35157231092453,10.606525758902231,10.826962268352508,11.0110719760259,11.195599873860678,11.400377150376638,11.609444200992584,11.789436729749044,11.9839772661527,12.192666896184285,12.385903815428415,12.564712647596995,12.794878347714741,12.968462244669597,13.144978451728822,13.339456927776336,13.501682464281718,13.67691239118576,13.836822684605917,14.047156159083048,14.205626467863718,14.373944318294525,14.504913628101349,14.714719367027282,14.871509544054668,15.037491051355998,15.207699731985729,15.380425401528676,15.53462678194046,15.680155857404072,15.825720981756847,15.959901305039724,16.093876151243844,16.24803513288498,16.4174803853035,16.593836184342702,16.71480679512024,16.88112727403641,17.013709235191346,17.17168570359548,17.2913116812706,17.426958831151328,17.589781351884206,17.73401358127594,17.903469268480936,18.042113534609477,18.190202216307323,18.353618109226225,18.50184951623281,18.658715291817984,18.793431675434114,18.94765043258667,19.084559551874797,19.21221769650777,19.36872019767761,19.4963716506958,19.630167682965595,19.78228331009547,20.079781818389893,20.27429443995158,20.523693235715232,20.74217284520467,20.94621011018753,21.107404263814292,21.27189474105835,21.422227891286216,21.572811086972553,21.77625101407369,21.90374107758204,22.06277603705724,22.21093249320984,22.348791309197743,22.88376978238424,23.062710591157277,23.26098261276881,23.436305383841198,23.61675162712733,23.776444586118064,24.119290761152904,24.282516217231752,24.489716831843058,24.646683128674827,24.807912878195445,24.981549457708994,25.10518343846003,25.279046245416005,25.50323095321655,25.643386534849803,25.78747930129369,25.925527866681417,26.080097377300262,26.278551570574443,26.456310800711314,26.56306916475296,26.676394887765248,26.801894199848174,26.911265885829927,27.030079503854115,27.129715196291606,27.2326030254364,27.34693189462026,27.465548912684124,27.586984980106354,27.686819350719453,27.794310450553894,27.901001807053884,28.009795149167378,28.108860266208648,28.201923954486848,28.311778676509856,28.419781359036765,28.512646810213724,28.6891530474027,28.993891235192617,29.268158610661825,29.76799524227778,29.94172736008962,30.09111482699712,30.223352110385896,30.3567196726799,30.458331215381623,30.590291420618694,30.72415031592051,30.849911153316498,30.96109728018443,31.084544829527538,31.17026923497518,31.26589673757553,31.36983757019043,31.480173341433208,31.592982637882233,31.694485449790953,31.968008395036062,32.23330360651016,32.70261788368225,33.078793319066364,33.21455737352371,33.341222488880156,33.48240506251653,33.642518317699434,33.89321825504303,34.12801996072133,34.57999064524969,34.938622264067334,35.0814084649086,35.25433526039124,35.370810548464455,35.50787051916122
cummulative feedback,0.0,56.0,87.0,132.0,236.0,376.0,423.0,459.0,506.0,552.0,584.0,664.0,700.0,738.0,775.0,802.0,825.0,852.0,886.0,908.0,932.0,960.0,992.0,1016.0,1040.0,1064.0,1085.0,1108.0,1131.0,1235.0,1266.0,1303.0,1345.0,1360.0,1382.0,1405.0,1429.0,1451.0,1477.0,1506.0,1533.0,1552.0,1574.0,1597.0,1623.0,1643.0,1665.0,1687.0,1708.0,1724.0,1744.0,1764.0,1796.0,1821.0,1837.0,1855.0,1868.0,1889.0,1905.0,1923.0,1940.0,1960.0,1978.0,1998.0,2010.0,2024.0,2043.0,2055.0,2065.0,2080.0,2091.0,2103.0,2128.0,2142.0,2152.0,2172.0,2186.0,2200.0,2211.0,2225.0,2240.0,2255.0,2272.0,2285.0,2299.0,2312.0,2323.0,2343.0,2353.0,2365.0,2378.0,2397.0,2419.0,2433.0,2445.0,2461.0,2579.0,2598.0,2626.0,2655.0,2675.0,2694.0,2708.0,2715.0,2733.0,2745.0,2759.0,2774.0,2787.0,2802.0,2850.0,2873.0,2892.0,2914.0,2938.0,2950.0,3087.0,3106.0,3131.0,3146.0,3156.0,3163.0,3174.0,3190.0,3207.0,3227.0,3241.0,3253.0,3268.0,3280.0,3299.0,3314.0,3329.0,3339.0,3351.0,3357.0,3368.0,3383.0,3397.0,3408.0,3417.0,3423.0,3432.0,3447.0,3455.0,3464.0,3472.0,3490.0,3508.0,3524.0,3547.0,3589.0,3640.0,3671.0,3701.0,3731.0,3754.0,3772.0,3788.0,3812.0,3829.0,3848.0,3863.0,3877.0,3890.0,3900.0,3909.0,3924.0,3936.0,3950.0,4035.0,4058.0,4111.0,4128.0,4150.0,4167.0,4184.0,4232.0,4330.0,4350.0,4377.0,4546.0,4562.0,4580.0,4598.0,4619.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
