,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0,936.0,941.0,946.0,951.0
Accumulated time steps,0.0,501.0,1099.0,1694.0,2053.0,2382.0,2751.0,3072.0,3384.0,3718.0,4004.0,4299.0,4592.0,4929.0,5221.0,5524.0,5974.0,6281.0,6675.0,6968.0,7274.0,7640.0,7934.0,8255.0,8640.0,8948.0,9256.0,9565.0,9996.0,10305.0,10607.0,10897.0,11192.0,11492.0,11774.0,12089.0,12379.0,12695.0,13004.0,13290.0,13587.0,13881.0,14172.0,14479.0,14782.0,15074.0,15372.0,15722.0,16009.0,16317.0,16622.0,16962.0,17266.0,17568.0,17856.0,18153.0,18445.0,18741.0,19035.0,19330.0,19624.0,19905.0,20203.0,20492.0,20786.0,21120.0,21415.0,21716.0,22184.0,22477.0,22784.0,23081.0,23373.0,24020.0,24316.0,24607.0,24910.0,25218.0,25520.0,25826.0,26110.0,26851.0,27140.0,27443.0,27778.0,28083.0,28380.0,28659.0,28968.0,29270.0,29600.0,29897.0,30199.0,30512.0,30805.0,31097.0,31397.0,31795.0,32090.0,32392.0,32704.0,32992.0,33293.0,33629.0,33925.0,34238.0,34543.0,34839.0,35126.0,35420.0,35709.0,36003.0,36319.0,36611.0,36903.0,37190.0,37479.0,37778.0,38079.0,38379.0,38674.0,38987.0,39287.0,39578.0,39871.0,40154.0,40425.0,40728.0,41023.0,41318.0,41605.0,41942.0,42254.0,42541.0,42834.0,43132.0,43422.0,43719.0,44001.0,44291.0,44680.0,45022.0,45310.0,45827.0,46118.0,46410.0,46701.0,47004.0,47298.0,47596.0,47880.0,48176.0,48498.0,48796.0,49092.0,49403.0,49690.0,49983.0,50280.0,50616.0,50904.0,51199.0,51709.0,51991.0,52278.0,52570.0,52859.0,53133.0,53422.0,53690.0,54043.0,54341.0,54640.0,54981.0,55317.0,55597.0,55874.0,56161.0,56457.0,56747.0,57058.0,57340.0,57653.0,57931.0,58218.0,58655.0,58939.0,59228.0,59519.0,59800.0,60130.0,60436.0
Episode reward,0.0,237.65493879719864,169.40463196047094,666.8107688700838,153.3444292443952,183.7474519936929,180.22422022972094,147.44220686864017,136.16948033107076,176.6520067904363,123.02442179632266,132.9540606368474,157.59134685118516,136.92258043608663,170.9215426131525,176.7286201068745,612.1225876729178,138.8940706705014,199.42393007324003,134.47158800778962,139.2880672729167,166.65449137501065,137.87680578634286,131.1258457688302,137.68086283356905,141.21311454084804,183.64390881025344,170.22396228327815,166.92975167585305,134.6440688908594,145.43211253921535,169.13707355873817,153.2864839834452,165.2821447473112,165.09199202686537,190.08585481144348,175.48759361359933,183.25579553826327,184.51396381192,173.81825585624821,172.87347061466951,163.40189188947733,128.74913954644407,129.88863941284936,179.0469893504518,116.83102383151909,164.3994013747873,172.95100477117407,120.43011747523012,149.9319658487792,168.330818593889,190.49638386706891,162.3150157755544,178.4460975732301,132.37617678273153,173.46873812920467,123.55056906530285,162.7021666175814,172.17555475431163,158.09049558351248,136.6922609292263,138.15142170051402,173.30786645549844,121.25958740150591,172.59708157344832,161.8585151499398,188.50249251196502,121.01985357100592,177.19887210813383,123.30211725652708,174.77235724384755,173.41141645128602,188.54064254004035,188.2977772289317,156.15807902316507,113.2694452919186,185.721142767956,179.57413010864352,151.55408818461166,185.62598737675287,168.22258753391347,147.2898225513496,140.3625821619983,140.8667178257366,144.0164264541908,187.03108458238154,173.2743947226697,132.05808961354188,132.89449461931386,164.5261890609102,117.06059657628542,175.21576729338457,166.88742006064754,195.6353739523839,177.46467402679008,181.5141427086213,169.57318857816406,209.5649124299114,158.96186296305183,180.85163664420034,184.71838513845108,166.0572398177597,131.6089442462733,181.61190416356047,125.39886307748331,144.61715412577695,178.009063189513,118.43095068056456,184.0831695639163,191.68389285992842,136.01259334117694,119.86705949332223,181.25870833332874,140.81056420617165,173.14673248753007,186.85363009544207,139.4420612966725,170.85767856504975,130.55229182369234,125.12831556285884,174.1521682107071,179.50555987288493,167.89658986851845,178.3683744705481,121.56018818309545,155.11274887494875,125.62232502740119,172.00011377672794,186.00740089449752,181.57060432385643,133.03920042101512,186.2577637326773,123.89368459504779,122.36829174581185,185.56634710010707,179.10275591355634,192.5393135214714,132.20297042608644,123.54812574099793,160.78011342228876,117.02384042152786,123.59390033266199,155.8024055529582,1245.2586483787252,137.54669901904495,156.4758335265162,126.9434367043967,192.36709124138298,130.20980920008876,187.57813480437136,167.244833558204,182.37242907825987,134.87788898684983,163.78173819029365,127.47940553658748,239.35241965754722,182.46551242088103,173.21684758999785,181.77475839903082,123.12935470509609,124.2178678546946,174.1714497115763,148.7823970459233,158.66387949814407,118.81815673424828,136.57760809430738,140.6060573691976,163.2455395348112,129.21373790612054,112.05763319140232,162.77982450593814,157.1119976902863,159.27729145982138,177.60200480979634,151.8596747352989,182.33707721962352,192.2075939960463,187.99546636386577,142.86466425625477,123.65666110759268,123.3582640161267,132.46238966298833,164.98410533200914,179.5252366960179,132.72148647996707,188.88513793669046,164.26850098065125,142.25694726564043,185.5734593437382,172.56453489792395,127.69770625188696,322.7943892781968
Episode feedback,0.8,0.7999999984,0.5409835976887934,0.7661870476036438,0.7272727162534437,0.5915492874429678,0.6153846059171599,0.6406249899902345,0.3859649055093876,0.65151514164371,0.7090908961983474,0.43636362842975224,0.5593220244182708,0.48275861236623085,0.5079364998740238,0.5161290239334029,0.7653061185443566,0.3818181748760332,0.5797101365259401,0.6140350769467531,0.6440677856937663,0.5901639247514111,0.48275861236623085,0.5789473582640815,0.578124990966797,0.4999999916666668,0.5483870879292405,0.6290322479188347,0.5737704823972052,0.5178571336096941,0.37288134961218056,0.5081967129803818,0.46551723335315115,0.4426229435635583,0.28813558833668496,0.4090909028925621,0.3770491741467349,0.5373134248162176,0.5468749914550782,0.6499999891666669,0.5645161199271593,0.44067795863257697,0.5740740634430729,0.43636362842975224,0.5161290239334029,0.5490195970780472,0.47457626314277523,0.5645161199271593,0.47169810430758297,0.4821428485331634,0.5081967129803818,0.44615383928994096,0.4561403428747308,0.3968253905265811,0.4642857059948981,0.44999999250000017,0.34615383949704154,0.5593220244182708,0.43333332611111125,0.29310344322235443,0.3818181748760332,0.3999999927272729,0.38333332694444455,0.42592591803840896,0.47619046863189735,0.3793103382877528,0.3749999941406251,0.42307691494082855,0.45901638591776417,0.415094331790673,0.41935483194588985,0.34426228943832315,0.3437499946289064,0.4218749934082032,0.4821428485331634,0.3877550941274471,0.4843749924316408,0.3437499946289064,0.3636363570247935,0.4843749924316408,0.39999999333333347,0.5166666580555557,0.4915254153978743,0.28070174946137283,0.4915254153978743,0.43749999316406263,0.5483870879292405,0.55555554526749,0.38888888168724295,0.3965517173008325,0.33333332679738575,0.43749999316406263,0.4915254153978743,0.39393938797061534,0.5901639247514111,0.403225799947971,0.48333332527777795,0.5555555504115227,0.3389830451019823,0.33870967195629564,0.4931506781760181,0.2499999958333334,0.5090908998347109,0.5714285623582768,0.37037036351166,0.43333332611111125,0.4218749934082032,0.49019606881968497,0.360655731792529,0.49999999218750013,0.4545454462809919,0.5686274398308345,0.3174603124212649,0.42857142091836753,0.43333332611111125,0.3593749943847657,0.3684210461680518,0.38983050186727963,0.42592591803840896,0.33962263510145974,0.47540982827197004,0.33870967195629564,0.47457626314277523,0.44444443738977085,0.42307691494082855,0.32142856568877565,0.34615383949704154,0.3278688470841173,0.38095237490551787,0.30158729680020163,0.2909090856198348,0.31249999511718757,0.415094331790673,0.5294117543252598,0.33870967195629564,0.3906249938964845,0.36923076355029594,0.31481480898491093,0.33333332679738575,0.1929824527546938,0.37037036351166,0.415094331790673,0.4727272641322316,0.5454545435473618,0.2758620642092748,0.285714280612245,0.33962263510145974,0.31249999511718757,0.33962263510145974,0.38095237490551787,0.2622950776672938,0.34920634366339137,0.42105262419205924,0.5254237199080726,0.3090909034710745,0.3846153796844182,0.41269840614764436,0.3333333277777779,0.30645160796045795,0.2884615329142013,0.35185184533607694,0.3666666605555557,0.3859649055093876,0.3859649055093876,0.29411764129181095,0.3157894681440444,0.1929824527546938,0.31034482223543414,0.4727272641322316,0.32653060558100805,0.5084745676529735,0.360655731792529,0.3684210461680518,0.34426228943832315,0.3859649055093876,0.4918032706261759,0.32307691810650896,0.4687499926757814,0.3684210461680518,0.3962264076183697,0.415094331790673,0.2830188625845498,0.40677965412237876,0.3333333277777779,0.3636363570247935,0.2812499956054688,0.36206895927467314,0.4107142783801022,0.2786885200214997,0.4838709599375652,0.415094331790673,0.34117646657439454
total seconds,0.0,20.84734320640564,42.81743621826172,67.18699383735657,78.97394704818726,90.81188416481018,104.81362009048462,115.91806268692017,126.84798955917358,137.8624222278595,148.8024926185608,159.80564975738525,171.25875568389893,183.6573829650879,193.8768801689148,204.37443852424622,219.97000932693481,229.23130440711975,241.79208111763,253.248765707016,264.2737789154053,276.6793568134308,285.1865813732147,296.3695502281189,311.1061782836914,321.3576536178589,330.86239194869995,341.6767740249634,356.4432168006897,366.7909607887268,376.3212139606476,385.79906272888184,394.715989112854,403.51642513275146,412.471275806427,420.656240940094,430.01801443099976,440.3578200340271,449.1477725505829,457.837842464447,466.737361907959,476.26086616516113,485.04784774780273,493.61934900283813,504.2012577056885,513.4697515964508,522.2488992214203,534.1276457309723,541.7790584564209,550.850154876709,561.020721912384,570.9115688800812,579.5815894603729,586.80038189888,594.7728366851807,604.0880672931671,613.3360939025879,621.8346858024597,630.0064225196838,637.9368827342987,646.4356555938721,654.3564665317535,662.2940242290497,670.9843995571136,679.2205188274384,688.6937491893768,696.6134872436523,704.7096955776215,717.8513450622559,726.0506570339203,734.9243552684784,743.0254399776459,751.6610600948334,769.9714241027832,779.3498983383179,789.7349393367767,798.3175032138824,806.8187868595123,816.2523722648621,824.1621069908142,831.7652819156647,854.0801341533661,863.9472243785858,871.6142933368683,882.445143699646,892.087128162384,901.5652852058411,909.6141262054443,919.3512451648712,928.6672024726868,937.8678288459778,946.9916350841522,957.3132538795471,965.3462257385254,973.6002521514893,983.7316787242889,994.1148421764374,1005.1841657161713,1012.1127390861511,1019.7222900390625,1028.448170185089,1037.2480871677399,1045.9372668266296,1058.5355739593506,1065.640697002411,1076.2977483272552,1084.7339272499084,1093.2165384292603,1101.418089389801,1109.314565896988,1118.0866210460663,1127.2045276165009,1137.0412063598633,1144.5356588363647,1152.9761967658997,1161.0298056602478,1169.216103553772,1178.3741450309753,1185.6468122005463,1193.8081438541412,1202.9108562469482,1210.5191555023193,1218.6056439876556,1226.9042611122131,1235.677924156189,1242.6094002723694,1249.3616514205933,1256.6765167713165,1265.091266155243,1273.0759372711182,1281.524795293808,1290.7886435985565,1298.4795773029327,1305.8830027580261,1313.4873099327087,1319.8092131614685,1328.840170621872,1336.4123616218567,1343.5437088012695,1349.314702987671,1358.8744475841522,1367.6859838962555,1375.1209888458252,1389.5862770080566,1396.6628828048706,1404.281403541565,1411.4121479988098,1419.8490726947784,1427.543288230896,1434.8555483818054,1441.7612779140472,1448.1365847587585,1457.204604625702,1467.7827711105347,1475.0889022350311,1482.6329667568207,1490.1358523368835,1497.7816996574402,1505.4325006008148,1514.5161905288696,1522.3295435905457,1529.8248267173767,1543.0788757801056,1550.4593679904938,1559.263620376587,1566.6044068336487,1574.9313797950745,1582.1704618930817,1590.2014269828796,1595.6881062984467,1605.6773464679718,1614.3125026226044,1621.8970849514008,1629.557787179947,1637.5520951747894,1645.039782524109,1651.7283203601837,1657.872456073761,1664.4229536056519,1672.0577013492584,1679.1307690143585,1685.3410956859589,1694.4636688232422,1700.8014771938324,1708.3460891246796,1719.1944620609283,1726.0414230823517,1735.647658109665,1742.7126512527466,1749.6345155239105,1759.2317843437195,1768.1543085575104
total minutes,0.0,0.3474557201067607,0.7136239369710287,1.1197832306226094,1.316232450803121,1.5135314027468363,1.7468936681747436,1.9319677114486695,2.1141331593195596,2.2977070371309916,2.4800415436426797,2.663427495956421,2.8543125947316486,3.0609563827514648,3.2312813361485797,3.4062406420707703,3.66616682211558,3.8205217401186626,4.029868018627167,4.2208127617836,4.404562981923421,4.61132261355718,4.753109689553579,4.939492503801982,5.185102971394857,5.355960893630981,5.514373199144999,5.694612900416057,5.940720280011495,6.113182679812113,6.27202023267746,6.429984378814697,6.578599818547567,6.725273752212525,6.8745212634404504,7.0109373490015665,7.166966907183329,7.339297000567118,7.485796209176382,7.630630707740783,7.778956031799316,7.937681102752686,8.084130795796712,8.226989150047302,8.403354295094807,8.55782919327418,8.704148320357005,8.902127428849537,9.029650974273682,9.180835914611816,9.350345365206401,9.51519281466802,9.659693157672882,9.780006364981334,9.912880611419677,10.068134454886119,10.222268231709798,10.363911430040995,10.500107041994731,10.63228137890498,10.773927593231202,10.905941108862558,11.038233737150827,11.183073325951893,11.320341980457306,11.478229153156281,11.610224787394205,11.745161592960358,11.96418908437093,12.100844283898672,12.24873925447464,12.383757332960764,12.52768433491389,12.83285706837972,12.989164972305298,13.16224898894628,13.305291720231374,13.446979780991873,13.604206204414368,13.73603511651357,13.862754698594411,14.234668902556102,14.399120406309764,14.526904888947804,14.707419061660767,14.8681188027064,15.026088086764018,15.160235436757405,15.322520752747854,15.477786707878114,15.631130480766297,15.783193918069204,15.955220897992453,16.089103762308756,16.226670869191487,16.395527978738148,16.568580702940622,16.753069428602853,16.868545651435852,16.995371500651043,17.140802836418153,17.287468119462332,17.432287780443826,17.642259565989175,17.760678283373515,17.938295805454253,18.078898787498474,18.22027564048767,18.356968156496684,18.488576098283133,18.634777017434438,18.786742126941682,18.950686772664387,19.075594313939412,19.21626994609833,19.35049676100413,19.486935059229534,19.63956908384959,19.76078020334244,19.896802397569022,20.04851427078247,20.17531925837199,20.310094066460927,20.44840435187022,20.594632069269817,20.710156671206157,20.82269419034322,20.944608612855276,21.084854435920715,21.21793228785197,21.358746588230133,21.513144059975943,21.641326288382214,21.764716712633767,21.891455165545146,21.996820219357808,22.1473361770312,22.27353936036428,22.392395146687825,22.488578383127848,22.64790745973587,22.794766398270927,22.91868314743042,23.15977128346761,23.27771471341451,23.404690059026084,23.523535799980163,23.66415121157964,23.7923881371816,23.914259139696757,24.029354631900787,24.13560974597931,24.286743410428365,24.46304618517558,24.584815037250518,24.710549445947013,24.835597538948058,24.963028327624002,25.090541676680246,25.241936508814494,25.372159059842428,25.497080445289612,25.71798126300176,25.84098946650823,25.987727006276447,26.110073447227478,26.248856329917906,26.369507698218026,26.503357116381327,26.59480177164078,26.76128910779953,26.905208377043405,27.031618082523345,27.159296452999115,27.292534919579825,27.41732970873515,27.528805339336394,27.63120760122935,27.740382560094197,27.867628355820973,27.985512816905974,28.08901826143265,28.241061147054037,28.346691286563875,28.47243481874466,28.653241034348806,28.767357051372528,28.927460968494415,29.045210854212442,29.160575258731843,29.320529739061993,29.469238475958505
cummulative feedback,0.0,400.0,433.0,646.0,694.0,736.0,776.0,817.0,839.0,882.0,921.0,945.0,978.0,1006.0,1038.0,1070.0,1220.0,1241.0,1281.0,1316.0,1354.0,1390.0,1418.0,1451.0,1488.0,1518.0,1552.0,1591.0,1626.0,1655.0,1677.0,1708.0,1735.0,1762.0,1779.0,1806.0,1829.0,1865.0,1900.0,1939.0,1974.0,2000.0,2031.0,2055.0,2087.0,2115.0,2143.0,2178.0,2203.0,2230.0,2261.0,2290.0,2316.0,2341.0,2367.0,2394.0,2412.0,2445.0,2471.0,2488.0,2509.0,2531.0,2554.0,2577.0,2607.0,2629.0,2653.0,2675.0,2703.0,2725.0,2751.0,2772.0,2794.0,2821.0,2848.0,2867.0,2898.0,2920.0,2940.0,2971.0,2995.0,3026.0,3055.0,3071.0,3100.0,3128.0,3162.0,3192.0,3213.0,3236.0,3253.0,3281.0,3310.0,3336.0,3372.0,3397.0,3426.0,3486.0,3506.0,3527.0,3563.0,3578.0,3606.0,3642.0,3662.0,3688.0,3715.0,3740.0,3762.0,3794.0,3819.0,3848.0,3868.0,3892.0,3918.0,3941.0,3962.0,3985.0,4008.0,4026.0,4055.0,4076.0,4104.0,4132.0,4154.0,4172.0,4190.0,4210.0,4234.0,4253.0,4269.0,4289.0,4311.0,4338.0,4359.0,4384.0,4408.0,4425.0,4442.0,4453.0,4473.0,4495.0,4521.0,4677.0,4693.0,4709.0,4727.0,4747.0,4765.0,4789.0,4805.0,4827.0,4851.0,4882.0,4899.0,4929.0,4955.0,4975.0,4994.0,5009.0,5028.0,5050.0,5072.0,5094.0,5109.0,5127.0,5138.0,5156.0,5182.0,5198.0,5228.0,5250.0,5271.0,5292.0,5314.0,5344.0,5365.0,5395.0,5416.0,5437.0,5459.0,5474.0,5498.0,5518.0,5538.0,5556.0,5577.0,5600.0,5617.0,5647.0,5669.0,5698.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
