,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0
Accumulated time steps,0.0,501.0,1297.0,1921.0,2317.0,2836.0,3206.0,3550.0,3939.0,4347.0,4662.0,4976.0,5342.0,5650.0,5957.0,6251.0,6545.0,6832.0,7134.0,7430.0,7848.0,8247.0,8592.0,8917.0,9224.0,9525.0,9818.0,10096.0,10392.0,10809.0,11115.0,11478.0,11808.0,12096.0,12416.0,12697.0,13017.0,13331.0,13627.0,13918.0,14217.0,14540.0,14844.0,15136.0,15437.0,15720.0,16006.0,16298.0,16579.0,16881.0,17179.0,17456.0,17753.0,18118.0,18405.0,18702.0,19008.0,19734.0,20039.0,20384.0,20682.0,20980.0,21349.0,21659.0,21954.0,22252.0,22547.0,22832.0,23144.0,23428.0,23720.0,24021.0,24302.0,24585.0,25290.0,25582.0,25875.0,26156.0,26437.0,26735.0,27009.0,27741.0,28035.0,28322.0,28716.0,29009.0,29298.0,29631.0,29972.0,30271.0,30570.0,30852.0,31153.0,31478.0,31767.0,32047.0,32332.0,32931.0,33222.0,33572.0,33906.0,34215.0,34525.0,34837.0,35124.0,35470.0,35753.0,36055.0,36366.0,36715.0,37052.0,37345.0,37639.0,37928.0,38224.0,38515.0,38805.0,39093.0,39381.0,39714.0,40012.0,40348.0,40636.0,40937.0,41215.0,41509.0,41786.0,42070.0,42346.0,42673.0,42964.0,43265.0,43549.0,43837.0,44124.0,44860.0,45141.0,45439.0,45726.0,46013.0,46303.0,46589.0,46885.0,47182.0,47464.0,47806.0,48087.0,48449.0,48743.0,49018.0,49353.0,49642.0,49910.0,50205.0,50488.0,50775.0,51072.0,51353.0,51646.0,51951.0,52236.0,52509.0,52795.0,53103.0,53394.0,53776.0,54076.0,54348.0,54692.0,55011.0,55313.0,55594.0,55939.0,56284.0,56563.0,56873.0,57157.0,57551.0,57879.0,58156.0,58441.0,58979.0,59277.0,59573.0,59870.0,60175.0,60474.0
Episode reward,0.0,469.62779414471646,169.54106738182446,139.19526677412895,129.3735884339955,885.2162656263349,134.0533970695481,259.08087042993384,254.44226035891754,128.52535256038405,164.93204148077717,143.37884577247098,163.32362323973777,177.54770972532256,137.65978181337812,125.65044647362643,183.18517025600843,171.43654936984763,157.91932837394495,167.60514738808362,181.32384528962453,145.4595022824195,214.5676274798267,300.21469432059655,167.37149457340345,128.24905202672377,157.72964237907334,159.1962751929692,170.03207271333548,564.3634113738666,124.32672492117665,133.95140324276923,277.316662090901,122.3193475109703,193.70366040921886,188.06933307192614,118.64914986559997,194.72837046104198,162.38975731621304,153.99399907713675,184.92268778092253,257.78179728797375,183.51632973325115,176.11586961795663,138.98835900069852,127.04662034072003,181.1229204992184,170.19708584284965,122.6629870398174,176.9366371812394,157.72424815548774,139.76728023104005,192.77729298146852,480.80853228523426,123.71663565115833,161.95001623828693,194.63157459518195,1383.030389907951,167.60326255971273,306.6732091614339,135.37224070303364,192.54924559373174,163.2171083199039,134.17127228117994,143.71512981809303,124.78782236526031,177.77494029228362,157.79076247989002,136.3831060551612,169.51015720326848,169.51371514210723,179.18541141150865,123.45343431521073,127.89511242225677,196.70036830871788,125.65449226099456,167.89395173354382,118.88556754581724,154.85822085064746,172.38604662392936,126.55300257696308,131.61521981053227,167.43025753832293,132.2755554969726,151.1533215032547,119.16277654831113,183.76336099002577,177.32982398815298,175.6245395073663,177.79188389976926,174.0639084883375,105.7886987586713,156.30143902795953,133.50026924700427,181.3372273297609,148.91851247245248,174.19494167880123,305.6089312138619,120.54910862138318,161.6000704344636,217.38758822059128,192.3572848755039,165.37558590518407,188.5775465319815,129.69885851599926,195.00612644438527,174.50234296849186,181.4829528461255,177.1550933198781,134.4329997263335,129.53336842074464,177.81381392932852,151.29135743181678,166.75812419440896,151.28689962841705,184.09494231869343,135.60114753981884,172.37842813383938,129.34047390568605,154.81440567813274,186.8840645078644,157.19094037498186,129.13652787756882,164.81591963528598,130.45092489426554,193.50067890260857,136.40134929385573,158.3066489501665,155.53059082914177,133.4499821924461,157.1977354751173,143.8852353630023,125.77332887168731,159.48368623321184,124.67860669413099,165.9556843376132,127.79230978099521,177.92280599258132,165.70545840439988,153.7041340877871,161.4766316613632,125.49055710859362,175.05455916368885,176.76173180174078,170.414475415239,162.80705074813415,168.71317684304296,126.89046012211149,133.84427914575568,125.73054591744224,163.92037856644419,135.52032441261997,126.53079252504729,126.61673618547435,128.7090532373386,128.48656734040975,178.6042138181396,186.45410475653293,188.70060930153682,191.34127244103448,187.80935411505448,136.91588987512304,191.6886102740576,187.90723678168902,166.99589662326903,496.787078996294,175.39790925991133,121.97081554096171,169.15656088581395,180.79083115030411,193.31977486517115,165.25557596044624,122.0523296084752,193.31233465175845,114.07527267895611,192.0536446208634,132.82341941811188,133.13278845755406,157.27003975205477,126.14968180439874,173.9835718146701,117.45383095341217,125.9915446290464,176.94912795912785,156.77172982579776,192.24366604533085,140.07420303986254
Episode feedback,0.8,0.781999998436,0.7187499887695314,0.5737704823972052,0.6666666555555558,0.7299578028271823,0.5438596395814098,0.8026315683864268,0.7519379786671475,0.5818181712396696,0.5967741839229971,0.5081967129803818,0.5172413703923902,0.41269840614764436,0.5438596395814098,0.4905660284798863,0.27419354396462026,0.46666665888888903,0.42105262419205924,0.23333332944444451,0.5396825311161503,0.6166666563888891,0.6509433900854398,0.5853658465199287,0.4920634842529606,0.4727272641322316,0.5084745676529735,0.4561403428747308,0.4426229435635583,0.6720430071395538,0.4999999907407409,0.4642857059948981,0.6727272666115703,0.5490195970780472,0.5999999907692309,0.578124990966797,0.41176469780853536,0.49230768473372793,0.6271186334386673,0.3928571358418369,0.35483870395421446,0.5454545383707203,0.5573770400429994,0.34426228943832315,0.4915254153978743,0.43396225596297633,0.499999991935484,0.3666666605555557,0.30769230177514806,0.3499999941666668,0.21428571045918376,0.5087719208987382,0.3437499946289064,0.6717557200629335,0.33962263510145974,0.4482758543400715,0.5454545371900827,0.595999998808,0.3389830451019823,0.614678893443313,0.6607142739158166,0.49999999242424253,0.5423728721631716,0.41818181057851256,0.4482758543400715,0.4074073998628259,0.22580644797086374,0.40350876485072346,0.32142856568877565,0.38333332694444455,0.38983050186727963,0.3770491741467349,0.3846153772189351,0.2830188625845498,0.46268656025840954,0.42307691494082855,0.21311475060467622,0.47058822606689754,0.42105262419205924,0.44067795863257697,0.5849056493414029,0.42592591803840896,0.6166666563888891,0.618181806942149,0.33928570822704096,0.4615384526627221,0.5079364998740238,0.4516128959417275,0.3499999941666668,0.5074626789930944,0.43333332611111125,0.37999999240000015,0.4821428485331634,0.3090909034710745,0.3333333280423281,0.3636363570247935,0.22222221869488543,0.5181818134710744,0.3137254840445984,0.4237288063774779,0.4387755057267806,0.42647058196366794,0.3559321973570814,0.4062499936523439,0.415094331790673,0.32307691810650896,0.45901638591776417,0.403225799947971,0.5806451519250783,0.35087718682671604,0.35849055927376305,0.4285714217687076,0.49999999107142873,0.3666666605555557,0.2727272677685951,0.43749999316406263,0.2678571380739797,0.28813558833668496,0.2363636320661158,0.34545453917355384,0.4218749934082032,0.37288134961218056,0.42592591803840896,0.3157894681440444,0.33962263510145974,0.36363635812672185,0.4107142783801022,0.23214285299744905,0.3090909034710745,0.2363636320661158,0.2982456088027086,0.22033897931628849,0.43396225596297633,0.2678571380739797,0.2830188625845498,0.4107142783801022,0.47169810430758297,0.43548386394380867,0.36206895927467314,0.4107142783801022,0.3859649055093876,0.2692307640532545,0.3333333277777779,0.34920634366339137,0.3666666605555557,0.3965517173008325,0.41666665972222233,0.33333332716049396,0.23214285299744905,0.34615383949704154,0.33333332748538025,0.3571428507653063,0.26415093841224646,0.30769230177514806,0.3928571358418369,0.3269230706360948,0.24590163531308795,0.3709677359521333,0.3174603124212649,0.24999999609375007,0.2343749963378907,0.2678571380739797,0.2812499956054688,0.30645160796045795,0.3499999941666668,0.4333333304444445,0.2622950776672938,0.3269230706360948,0.3499999941666668,0.360655731792529,0.2812499956054688,0.24561403077870123,0.2549019557862362,0.36363635812672185,0.1999999960000001,0.453124992919922,0.33333332716049396,0.33333332716049396,0.32142856568877565,0.4423076838017753,0.29310344322235443,0.35999999280000017,0.2692307640532545,0.316666661388889,0.3684210461680518,0.3174603124212649,0.33928570822704096
total seconds,0.0,18.768977403640747,48.622735023498535,72.68496584892273,88.49885272979736,107.07092070579529,122.79826259613037,135.3048894405365,150.19577503204346,166.31934762001038,179.76058411598206,189.85347151756287,202.44500946998596,212.31028866767883,222.7003104686737,232.1351671218872,240.75546741485596,250.69724535942078,258.7299077510834,267.4726812839508,280.79254722595215,296.06211614608765,308.6421093940735,319.9927878379822,329.32192039489746,340.2179698944092,349.1769301891327,357.0040249824524,364.33886551856995,378.69969296455383,388.6997833251953,400.2551555633545,411.06829261779785,420.70939087867737,432.001624584198,441.4319407939911,451.4939157962799,461.2866930961609,470.68367314338684,482.2998607158661,491.8963255882263,501.5786643028259,510.7902011871338,518.8407237529755,527.1530179977417,536.6373374462128,544.5458679199219,552.5133566856384,560.3469679355621,568.1432557106018,575.4927568435669,583.2038667201996,589.1261899471283,600.6678578853607,607.2558090686798,616.3966557979584,624.5548667907715,646.8004901409149,655.5023808479309,666.7706272602081,677.6155996322632,685.8300371170044,696.9926998615265,707.7584602832794,716.1129367351532,722.5676956176758,729.6110527515411,736.6231815814972,745.1381978988647,753.4489221572876,760.6150689125061,767.7407534122467,774.5794448852539,783.5186574459076,806.4221966266632,815.4520604610443,823.1729323863983,833.0745198726654,840.3057210445404,848.8780353069305,857.1954853534698,880.12965965271,889.1073865890503,900.1454510688782,911.9883358478546,920.8652215003967,929.7298202514648,939.4626395702362,949.267196893692,958.6220095157623,967.0074541568756,975.4410121440887,984.8476934432983,993.2201454639435,1000.2117903232574,1007.729894399643,1015.9272441864014,1034.7264816761017,1043.3302838802338,1054.494134902954,1063.9299409389496,1073.438330411911,1082.3285353183746,1090.9796817302704,1098.95827126503,1107.9553048610687,1115.7362089157104,1123.6181302070618,1133.5029311180115,1142.5116126537323,1152.4378383159637,1160.0833489894867,1167.9676971435547,1175.9935657978058,1183.5317640304565,1190.4657046794891,1197.5131690502167,1203.943746805191,1209.6706488132477,1218.1998887062073,1226.2571330070496,1235.7217614650726,1242.2640614509583,1249.6866488456726,1257.563782453537,1263.9422533512115,1271.5926599502563,1276.9668283462524,1284.1515877246857,1292.98300242424,1301.0285058021545,1309.1209421157837,1316.2776398658752,1322.869212627411,1329.6336607933044,1348.845802307129,1356.6758069992065,1366.131891965866,1373.8918569087982,1382.181172132492,1389.3407242298126,1396.5029344558716,1404.2225968837738,1411.662532567978,1418.9262883663177,1428.3771212100983,1436.1537523269653,1446.79714012146,1455.2255809307098,1463.9783766269684,1473.6264188289642,1480.9942905902863,1487.5473113059998,1495.4706046581268,1502.4988436698914,1509.7008666992188,1515.743481874466,1522.9382820129395,1530.2729995250702,1537.838082075119,1544.8399472236633,1551.4418976306915,1557.8886256217957,1565.1434013843536,1571.765858411789,1579.588505744934,1586.749894618988,1592.9979128837585,1603.6314980983734,1611.2702667713165,1619.3149147033691,1626.49156665802,1633.0519425868988,1641.71213555336,1648.760648727417,1656.8939230442047,1663.3208692073822,1672.4511368274689,1680.48153090477,1686.4149496555328,1692.4672374725342,1704.9275946617126,1711.3500580787659,1719.1675987243652,1725.8878536224365,1733.816394329071,1741.3425636291504
total minutes,0.0,0.3128162900606791,0.8103789170583089,1.2114160974820456,1.474980878829956,1.784515345096588,2.046637709935506,2.2550814906756083,2.503262917200724,2.771989127000173,2.9960097352663677,3.1642245252927146,3.3740834911664326,3.5385048111279804,3.711671841144562,3.8689194520314536,4.012591123580933,4.178287422657013,4.312165129184723,4.45787802139918,4.679875787099203,4.934368602434794,5.144035156567892,5.333213130633037,5.488698673248291,5.670299498240153,5.819615503152211,5.9500670830408735,6.072314425309499,6.311661549409231,6.478329722086588,6.670919259389241,6.8511382102966305,7.011823181311289,7.2000270764033,7.357199013233185,7.5248985966046655,7.688111551602682,7.844727885723114,8.038331011931101,8.198272093137104,8.3596444050471,8.513170019785564,8.647345395882924,8.785883633295695,8.943955624103546,9.075764465332032,9.20855594476064,9.339116132259369,9.469054261843363,9.591545947392781,9.720064445336659,9.818769832452139,10.011130964756012,10.120930151144664,10.27327759663264,10.409247779846192,10.780008169015248,10.925039680798848,11.112843787670135,11.293593327204386,11.43050061861674,11.616544997692108,11.795974338054657,11.935215612252554,12.042794926961262,12.160184212525685,12.277053026358287,12.418969964981079,12.557482035954793,12.676917815208435,12.795679223537444,12.909657414754232,13.058644290765127,13.44036994377772,13.590867674350738,13.719548873106639,13.88457533121109,14.00509535074234,14.147967255115509,14.28659142255783,14.668827660878499,14.818456443150838,15.002424184481303,15.199805597464243,15.34775369167328,15.495497004191082,15.657710659503937,15.8211199482282,15.977033491929372,16.116790902614593,16.25735020240148,16.414128224054974,16.553669091065725,16.670196505387626,16.79549823999405,16.932120736440023,17.245441361268362,17.388838064670562,17.574902248382568,17.732165682315827,17.890638840198516,18.03880892197291,18.182994695504508,18.3159711877505,18.46592174768448,18.595603481928507,18.726968836784362,18.891715518633525,19.04186021089554,19.207297305266064,19.33472248315811,19.46612828572591,19.59989276329676,19.725529400507607,19.841095077991486,19.958552817503612,20.065729113419852,20.161177480220793,20.30333147843679,20.437618883450828,20.595362691084542,20.704401024182637,20.828110814094543,20.959396374225616,21.065704222520193,21.19321099917094,21.28278047243754,21.402526462078093,21.54971670707067,21.68380843003591,21.818682368596395,21.937960664431255,22.047820210456848,22.16056101322174,22.480763371785482,22.611263449986776,22.76886486609777,22.898197615146636,23.036352868874868,23.155678737163544,23.27504890759786,23.403709948062897,23.527708876132966,23.648771472771962,23.80628535350164,23.935895872116088,24.113285668691,24.253759682178497,24.399639610449473,24.56044031381607,24.68323817650477,24.79245518843333,24.924510077635446,25.041647394498188,25.161681111653646,25.262391364574434,25.38230470021566,25.504549992084502,25.630634701251985,25.747332453727722,25.857364960511525,25.964810427029928,26.085723356405893,26.19609764019648,26.3264750957489,26.445831576983135,26.54996521472931,26.72719163497289,26.85450444618861,26.988581911722818,27.10819277763367,27.217532376448315,27.361868925889333,27.47934414545695,27.614898717403413,27.722014486789703,27.87418561379115,28.0080255150795,28.106915827592214,28.207787291208902,28.415459911028545,28.522500967979433,28.652793312072752,28.764797560373943,28.89693990548452,29.02237606048584
cummulative feedback,0.0,391.0,437.0,472.0,512.0,685.0,716.0,777.0,874.0,906.0,943.0,974.0,1004.0,1030.0,1061.0,1087.0,1104.0,1132.0,1156.0,1170.0,1204.0,1241.0,1310.0,1358.0,1389.0,1415.0,1445.0,1471.0,1498.0,1623.0,1650.0,1676.0,1750.0,1778.0,1817.0,1854.0,1875.0,1907.0,1944.0,1966.0,1988.0,2030.0,2064.0,2085.0,2114.0,2137.0,2168.0,2190.0,2206.0,2227.0,2239.0,2268.0,2290.0,2378.0,2396.0,2422.0,2458.0,2756.0,2776.0,2843.0,2880.0,2913.0,2945.0,2968.0,2994.0,3016.0,3030.0,3053.0,3071.0,3094.0,3117.0,3140.0,3160.0,3175.0,3206.0,3228.0,3241.0,3265.0,3289.0,3315.0,3346.0,3369.0,3406.0,3440.0,3459.0,3483.0,3515.0,3543.0,3564.0,3598.0,3624.0,3643.0,3670.0,3687.0,3708.0,3728.0,3742.0,3799.0,3815.0,3840.0,3883.0,3912.0,3933.0,3959.0,3981.0,4002.0,4030.0,4055.0,4091.0,4111.0,4130.0,4157.0,4185.0,4207.0,4222.0,4250.0,4265.0,4282.0,4295.0,4314.0,4341.0,4363.0,4386.0,4404.0,4422.0,4446.0,4469.0,4482.0,4499.0,4512.0,4529.0,4542.0,4565.0,4580.0,4595.0,4618.0,4643.0,4670.0,4691.0,4714.0,4736.0,4750.0,4770.0,4792.0,4814.0,4837.0,4862.0,4880.0,4893.0,4911.0,4930.0,4950.0,4964.0,4980.0,5002.0,5019.0,5034.0,5057.0,5077.0,5093.0,5108.0,5123.0,5141.0,5160.0,5181.0,5246.0,5262.0,5279.0,5300.0,5322.0,5340.0,5354.0,5367.0,5391.0,5401.0,5430.0,5448.0,5466.0,5484.0,5507.0,5524.0,5542.0,5556.0,5575.0,5596.0,5616.0,5635.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
