,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0
Accumulated time steps,0.0,217.0,800.0,1251.0,1871.0,2204.0,2554.0,3265.0,3679.0,4003.0,4334.0,4732.0,5319.0,5708.0,6063.0,6366.0,6757.0,7049.0,7357.0,7659.0,7945.0,8236.0,8532.0,8815.0,9168.0,9456.0,9760.0,10048.0,10333.0,10618.0,10902.0,11180.0,11471.0,11771.0,12065.0,12354.0,12639.0,12970.0,13269.0,13669.0,13979.0,14279.0,14558.0,14839.0,15183.0,15466.0,15754.0,16049.0,16337.0,16820.0,17120.0,17422.0,17711.0,18003.0,18307.0,18600.0,18878.0,19177.0,19460.0,19762.0,20119.0,20473.0,20760.0,21070.0,21359.0,21644.0,21947.0,22243.0,22539.0,22833.0,23114.0,23408.0,23700.0,23984.0,24482.0,25232.0,25533.0,25809.0,26090.0,26407.0,26693.0,27162.0,27463.0,27749.0,28173.0,28456.0,28746.0,29034.0,29331.0,29619.0,29924.0,30189.0,30473.0,30762.0,31054.0,31368.0,31854.0,32143.0,32442.0,32721.0,33006.0,33293.0,33749.0,34039.0,34355.0,34661.0,35016.0,35761.0,36062.0,36351.0,36637.0,36936.0,37227.0,37547.0,37842.0,38129.0,38414.0,38700.0,39009.0,39354.0,39629.0,39959.0,40257.0,40787.0,41081.0,41439.0,41732.0,42062.0,42355.0,42646.0,42925.0,43244.0,43511.0,43798.0,44079.0,44364.0,44652.0,44936.0,45212.0,45511.0,45801.0,46141.0,46887.0,47174.0,47649.0,47946.0,48312.0,48625.0,48951.0,49261.0,49547.0,49836.0,50119.0,50407.0,50681.0,50958.0,51237.0,51591.0,51872.0,52162.0,52434.0,52820.0,53091.0,53478.0,53772.0,54067.0,54385.0,54662.0,54956.0,55247.0,55535.0,55943.0,56294.0,56579.0,57074.0,57382.0,57936.0,58246.0,58580.0,58880.0,59217.0,59518.0,59914.0,60192.0,60501.0
Episode reward,0.0,420.32030743239585,380.51405273316726,200.30957805753678,138.39868098013181,133.06350262948163,183.67918854955215,138.28174594313808,184.43819719920361,199.7168914578451,191.41329547656136,178.57527600325005,240.75347619775545,260.9993346833919,133.25339256697941,175.96352734356103,162.53615342153768,123.90843721454684,184.97282616966623,132.5921933179954,157.2256505023551,138.5785553089893,181.88154662118765,147.87486305854625,192.18735437464673,162.401026739231,183.87957558464453,123.38833800307646,128.40150794738346,142.3829575313643,169.22444744711032,120.67735822892487,170.83258184656918,161.7788364856786,162.8537664231983,172.5627046087745,178.45098936452402,172.7161886361673,173.22900875786198,121.44019629779623,141.82629575925847,184.20573815748787,191.3721370914408,161.0526657059441,183.23666937622755,137.58848170282405,169.343044221595,187.91664477526018,152.67777095238228,326.1418553774273,134.4059482072344,141.13424969441783,201.48568447536067,168.92317667196707,295.29500128619526,184.64311757492558,152.96713635677145,139.90866909387677,135.8148259823446,175.1056850758521,277.4184701556077,136.77331164131238,137.47960338462832,116.7388625858367,130.08993318564075,141.87674053847638,167.29382118075753,160.12962905466082,134.84247545754,157.06414759751772,165.79347927253423,125.86391088857775,142.7127880290994,132.507379305631,168.21023731386776,182.75120942844606,140.17011002901927,124.94426580566062,133.7546514939682,118.3365130530738,175.78071431008638,174.11911050488507,208.53582638827976,134.3522324392172,166.77504534273893,181.96517624413121,122.83371165523097,125.77011874643148,134.6279012186023,192.52370132875117,175.22434480384544,161.07337815364446,123.24901065259075,141.30788080696126,178.27408180756623,126.44972620602974,1308.1861472866321,134.3363516158323,181.6658081931349,143.3862128980092,170.05046056265155,117.25779760166255,135.92983982193266,146.4552318712337,234.81719786878844,158.85955160673046,120.20138211403163,192.96414907564994,169.7593981703443,141.8164764258093,178.33639050479727,134.5727540204089,187.67512086779394,158.96702704667553,181.731382949429,125.32104936229798,182.49461364311696,172.7967704275498,164.91856922717292,158.12045811580862,125.18010270518657,195.21437291187817,140.7829070137318,177.18960077541212,195.1301721248534,507.2877976063817,121.65553391888706,175.06514969251023,179.92814350076168,164.61097594471363,123.79549231819719,132.76381301689057,131.04390493350377,157.77880861662038,121.1713353738192,168.53240509085623,120.78038154542412,174.8383680034102,157.56572782209764,227.86217039396055,188.80681939353136,175.4392075743361,184.31094052233152,124.70718340544938,134.97431860036977,186.00507543462277,172.08861695760928,152.8726211156802,128.60549215269893,190.0250453466274,123.04987721887692,134.89981197682997,136.3676791643677,112.25504347852882,122.79438419233486,179.1691758866926,124.55926707270048,178.0285744627453,127.26848009636953,188.64556196785395,125.6422699278719,128.72552900033023,119.88033912905142,126.13828034266413,181.0566860669977,175.36473085285115,111.36229285799712,111.95309488286283,135.00430152794482,185.3847773461095,120.64575940587237,178.15251843218408,167.53285113700792,188.74164587876058,177.4468850003203,192.30766358126957,152.49187431925495,164.79432251622816,180.43057540470002,193.302102284096,200.22983304409564,179.08659718170128,192.20637738408632,156.37000589228757,198.37200090617114
Episode feedback,0.8,0.782407403785151,0.767441856003245,0.5866666588444446,0.6825396717057195,0.5862068864447089,0.49999999242424253,0.7017543736534321,0.695652163831128,0.5633802737552074,0.5652173831127916,0.453124992919922,0.7403846082655327,0.6412213691509819,0.6833333219444446,0.49999999242424253,0.5555555467372135,0.624999988839286,0.523076915029586,0.57142856122449,0.4999999913793105,0.5614034989227457,0.38709676795005216,0.5517241284185496,0.5588235211937718,0.5999999900000001,0.27419354396462026,0.40384614607988184,0.4074073998628259,0.4999999916666668,0.36206895927467314,0.3137254840445984,0.360655731792529,0.3928571358418369,0.2982456088027086,0.43333332611111125,0.47540982827197004,0.3499999941666668,0.33870967195629564,0.4999999907407409,0.6379310234839479,0.7230769119526629,0.5606060521120295,0.49999999107142873,0.32258063995837677,0.4999999913793105,0.43103447532699185,0.46153845443786995,0.4561403428747308,0.676190469750567,0.5344827494054699,0.42105262419205924,0.42424241781450883,0.38983050186727963,0.6296296218564245,0.3650793592844546,0.34545453917355384,0.5263157802400741,0.3571428507653063,0.39344261650094076,0.576271181557024,0.5178571336096941,0.40350876485072346,0.37254901230296056,0.35185184533607694,0.25925925445816195,0.3793103382877528,0.34545453917355384,0.5283018768244929,0.35087718682671604,0.4237288063774779,0.33962263510145974,0.31034482223543414,0.24074073628257897,0.43333332611111125,0.4411764641003461,0.5081967129803818,0.5769230658284026,0.4074073998628259,0.47999999040000024,0.33870967195629564,0.47540982827197004,0.5507246296996431,0.5272727176859506,0.5862068864447089,0.6065573671056169,0.39215685505574793,0.47169810430758297,0.46296295438957497,0.46153845443786995,0.5254237199080726,0.5614034989227457,0.34615383949704154,0.4561403428747308,0.40983605885514657,0.47169810430758297,0.4980544727702161,0.4909090819834713,0.43749999316406263,0.41379309631391215,0.4237288063774779,0.47999999040000024,0.49999999107142873,0.44067795863257697,0.4795918318408997,0.3684210461680518,0.43137254056132274,0.43076922414201196,0.2711864360815858,0.4561403428747308,0.3499999941666668,0.5272727176859506,0.3650793592844546,0.4561403428747308,0.403225799947971,0.33962263510145974,0.3749999941406251,0.360655731792529,0.35087718682671604,0.3684210461680518,0.5283018768244929,0.4848484775022958,0.31034482223543414,0.3709677359521333,0.33846153325443795,0.42741935139177945,0.47058822606689754,0.316666661388889,0.41666665972222233,0.32203389284688316,0.42307691494082855,0.42592591803840896,0.35849055927376305,0.3157894681440444,0.3269230706360948,0.28813558833668496,0.3269230706360948,0.41666665972222233,0.23214285299744905,0.3857142802040817,0.27419354396462026,0.3499999941666668,0.3333333280423281,0.415094331790673,0.4107142783801022,0.4843749924316408,0.44999999250000017,0.3636363570247935,0.37037036351166,0.3593749943847657,0.13461538202662726,0.3928571358418369,0.19999999636363644,0.34615383949704154,0.25999999480000013,0.3114754047299114,0.23076922633136104,0.32258063995837677,0.415094331790673,0.1718749973144532,0.2692307640532545,0.38888888168724295,0.2884615329142013,0.38888888168724295,0.29508196237570555,0.2786885200214997,0.35999999280000017,0.2549019557862362,0.4545454462809919,0.30645160796045795,0.29999999400000016,0.16129031997918838,0.40677965412237876,0.38095237490551787,0.4999999916666668,0.4285714217687076,0.2727272677685951,0.31034482223543414,0.33870967195629564,0.292307687810651,0.4752475200470543,0.29032257596253913,0.4843749924316408,0.36206895927467314,0.36363635812672185
total seconds,0.0,9.343959331512451,33.57150459289551,51.15760040283203,73.75779581069946,86.75718021392822,98.93652200698853,126.13745212554932,144.30597400665283,156.77948570251465,168.6059741973877,183.03478384017944,205.78633666038513,219.7423541545868,234.27779459953308,246.39603781700134,260.8219578266144,272.10615134239197,282.7384343147278,294.5908100605011,302.85943031311035,311.1600275039673,322.369921207428,331.5395076274872,344.0424520969391,353.70952677726746,363.4105622768402,373.18743419647217,381.2426917552948,390.0894310474396,398.0352783203125,405.741619348526,413.4608783721924,421.09958004951477,429.3124096393585,437.78076910972595,446.45367407798767,456.5615322589874,464.7028901576996,479.45577359199524,491.2824926376343,500.8261470794678,508.98834466934204,516.0279355049133,525.7258946895599,532.3532931804657,540.3783180713654,548.0421979427338,556.3173494338989,572.9290182590485,582.1564812660217,591.5262589454651,600.5795619487762,608.9597365856171,617.9529798030853,625.8118793964386,633.137722492218,641.818546295166,649.8240463733673,657.7588243484497,667.4951717853546,678.3384857177734,687.5806150436401,697.059867143631,705.7677471637726,712.4187965393066,721.7477490901947,728.5088875293732,736.7356934547424,744.2392435073853,751.6964681148529,758.160523891449,765.4760773181915,772.154221534729,788.5017771720886,809.9803051948547,819.1124265193939,827.5013120174408,835.8341450691223,845.5141496658325,852.788542509079,867.8376479148865,877.3000044822693,886.4243793487549,898.8898069858551,909.2207624912262,917.1768820285797,926.0922288894653,934.7440869808197,942.8543210029602,952.1270649433136,959.431723356247,967.0712497234344,975.2008464336395,983.3687558174133,992.4422602653503,1005.5784294605255,1015.8373341560364,1025.0158200263977,1031.5173296928406,1038.8292882442474,1045.473173379898,1060.4256706237793,1070.8760178089142,1079.6694247722626,1089.6791694164276,1099.8995854854584,1120.5204043388367,1130.4212851524353,1139.0667974948883,1147.678028345108,1155.5557389259338,1163.1753618717194,1171.4896273612976,1181.3239831924438,1189.019005537033,1197.0011916160583,1204.4023418426514,1213.2130813598633,1222.260713815689,1230.2479214668274,1239.1993775367737,1246.3003585338593,1262.3566477298737,1270.6878101825714,1281.1968138217926,1289.4688642024994,1298.9952931404114,1308.130599975586,1315.177081823349,1322.015570640564,1331.5413117408752,1338.2043130397797,1346.192973613739,1355.0548558235168,1361.4701952934265,1367.2772336006165,1374.2462682724,1380.7104845046997,1387.38272690773,1395.5569214820862,1403.3939073085785,1422.5304713249207,1430.924681186676,1444.0602703094482,1452.5220971107483,1462.8790559768677,1471.7471067905426,1480.803064107895,1490.2866551876068,1497.6069679260254,1504.3092844486237,1511.4722652435303,1518.9194910526276,1525.7125124931335,1533.5032567977905,1540.1798977851868,1548.9680156707764,1555.638430595398,1561.5111546516418,1567.9747743606567,1576.2974319458008,1583.117570400238,1591.6034693717957,1599.1373989582062,1606.0104584693909,1613.9687905311584,1621.0511910915375,1628.0831973552704,1636.1342060565948,1643.01633477211,1652.3997514247894,1662.3947100639343,1668.9953980445862,1682.333262205124,1691.6366693973541,1704.6084003448486,1714.4752280712128,1722.039261341095,1728.7811110019684,1739.4996457099915,1747.4188077449799,1756.4845175743103,1764.3876793384552,1771.3415336608887
total minutes,0.0,0.15573265552520751,0.5595250765482584,0.8526266733805339,1.2292965968449912,1.4459530035654704,1.6489420334498088,2.1022908687591553,2.405099566777547,2.6129914283752442,2.8100995699564617,3.0505797306696576,3.4297722776730857,3.662372569243113,3.904629909992218,4.1066006302833555,4.347032630443573,4.535102522373199,4.712307238578797,4.909846834341685,5.047657171885173,5.186000458399454,5.372832020123799,5.52565846045812,5.734040868282318,5.8951587796211244,6.056842704614003,6.219790569941202,6.354044862588247,6.501490517457326,6.633921305338542,6.762360322475433,6.8910146395365395,7.018326334158579,7.155206827322642,7.296346151828766,7.4408945679664615,7.609358870983124,7.745048169294993,7.990929559866587,8.188041543960571,8.347102451324464,8.483139077822367,8.600465591748556,8.762098244826,8.872554886341096,9.006305301189423,9.134036632378896,9.271955823898315,9.548816970984142,9.702608021100362,9.858770982424419,10.009659365812938,10.149328943093618,10.299216330051422,10.430197989940643,10.552295374870301,10.6969757715861,10.830400772889455,10.962647072474162,11.12491952975591,11.305641428629558,11.459676917394003,11.61766445239385,11.762795786062876,11.873646608988444,12.029129151503245,12.14181479215622,12.278928224245707,12.403987391789753,12.528274468580882,12.63600873152415,12.75793462196986,12.869237025578817,13.141696286201476,13.49967175324758,13.651873775323232,13.791688533624013,13.930569084485372,14.091902494430542,14.213142375151316,14.463960798581441,14.621666741371154,14.773739655812582,14.981496783097585,15.15367937485377,15.286281367142996,15.434870481491089,15.579068116346996,15.71423868338267,15.868784415721894,15.990528722604116,16.11785416205724,16.25334744056066,16.389479263623556,16.540704337755837,16.75964049100876,16.93062223593394,17.083597000439962,17.191955494880677,17.31382147073746,17.42455288966497,17.67376117706299,17.84793363014857,17.99449041287104,18.161319490273794,18.33165975809097,18.675340072313944,18.840354752540588,18.984446624914806,19.127967139085133,19.25926231543223,19.386256031195323,19.524827122688293,19.688733053207397,19.816983425617217,19.950019860267638,20.07337236404419,20.220218022664387,20.371011896928152,20.504132024447124,20.653322958946227,20.77167264223099,21.03927746216456,21.178130169709522,21.35328023036321,21.491147736708324,21.64992155234019,21.802176666259765,21.91961803038915,22.033592844009398,22.192355195681255,22.30340521732966,22.436549560228983,22.584247597058614,22.69116992155711,22.78795389334361,22.904104471206665,23.011841408411662,23.123045448462168,23.259282024701438,23.389898455142976,23.70884118874868,23.8487446864446,24.067671171824138,24.20870161851247,24.381317599614462,24.52911844650904,24.680051068464916,24.838110919793447,24.960116132100424,25.07182140747706,25.191204420725505,25.315324850877126,25.42854187488556,25.55838761329651,25.669664963086447,25.81613359451294,25.927307176589967,26.025185910860696,26.132912906010947,26.271623865763345,26.385292840003967,26.52672448952993,26.65228998263677,26.76684097448985,26.899479842185976,27.017519851525623,27.134719955921174,27.26890343427658,27.383605579535168,27.539995857079823,27.70657850106557,27.81658996740977,28.03888770341873,28.193944489955904,28.410140005747476,28.57458713452021,28.700654355684915,28.813018516699472,28.99166076183319,29.123646795749664,29.274741959571838,29.406461322307585,29.522358894348145
cummulative feedback,0.0,169.0,301.0,345.0,388.0,422.0,455.0,495.0,543.0,583.0,622.0,651.0,728.0,812.0,853.0,886.0,921.0,956.0,990.0,1022.0,1051.0,1083.0,1107.0,1139.0,1177.0,1213.0,1230.0,1251.0,1273.0,1303.0,1324.0,1340.0,1362.0,1384.0,1401.0,1427.0,1456.0,1477.0,1498.0,1525.0,1562.0,1609.0,1646.0,1674.0,1694.0,1723.0,1748.0,1778.0,1804.0,1875.0,1906.0,1930.0,1958.0,1981.0,2032.0,2055.0,2074.0,2104.0,2124.0,2148.0,2216.0,2245.0,2268.0,2287.0,2306.0,2320.0,2342.0,2361.0,2389.0,2409.0,2434.0,2452.0,2470.0,2483.0,2509.0,2539.0,2570.0,2600.0,2622.0,2646.0,2667.0,2696.0,2734.0,2763.0,2797.0,2834.0,2854.0,2879.0,2904.0,2934.0,2965.0,2997.0,3015.0,3041.0,3066.0,3091.0,3219.0,3246.0,3274.0,3298.0,3323.0,3347.0,3375.0,3401.0,3448.0,3469.0,3491.0,3519.0,3535.0,3561.0,3582.0,3611.0,3634.0,3660.0,3685.0,3703.0,3727.0,3749.0,3769.0,3790.0,3818.0,3850.0,3868.0,3891.0,3913.0,3966.0,3990.0,4009.0,4034.0,4053.0,4075.0,4098.0,4117.0,4135.0,4152.0,4169.0,4186.0,4211.0,4224.0,4251.0,4268.0,4289.0,4310.0,4332.0,4355.0,4386.0,4413.0,4433.0,4453.0,4476.0,4483.0,4505.0,4516.0,4534.0,4547.0,4566.0,4578.0,4598.0,4620.0,4631.0,4645.0,4666.0,4681.0,4702.0,4720.0,4737.0,4755.0,4768.0,4793.0,4812.0,4827.0,4837.0,4861.0,4885.0,4915.0,4942.0,4957.0,4975.0,4996.0,5015.0,5063.0,5081.0,5112.0,5133.0,5157.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
