,0,1,2
Accumulated time steps,0.0,87.0,173.0
Episode reward,0.0,60.15605318083484,65.21720877958408
Episode feedback,0.8,0.9647058710034604,0.9529411652595158
total seconds,0.0,33.939735412597656,61.845011472702026
total minutes,0.0,0.5656622568766276,1.0307501912117005
cummulative feedback,0.0,82.0,163.0
e,0.1,0.1,0.1
buffer size,100.0,100.0,100.0
human model,1.0,1.0,1.0
tau,0.00016,0.00016,0.00016
