Episode,Timesteps,Success,Feedback,Percentage_feedback,e,Buffer_size,Human_model,Tau,Human_model_lr,Policy_lr,Policy_batch_lr,Absolute_pos,Buffer_sampling_size,Alpha
0,0,0,0,0.9,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
1,57,0,0,0.8392856992984697,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
6,1419,0,767,0.851999998296,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
11,2187,0,994,0.887999998224,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
16,3823,0,1960,0.81999999836,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
21,4680,0,2606,0.8999999850000003,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
26,5654,1,3380,0.714285702947846,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
31,6953,0,4216,0.826086952530981,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
36,7709,0,4783,0.7887323832572904,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
41,8425,0,5034,0.717444715681954,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
46,8848,1,5270,0.8119658050259333,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
51,9428,0,5465,0.7774294646475566,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
56,10437,1,6171,0.7656249880371095,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
61,11127,0,6360,0.7033707849362454,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
66,11694,1,6664,0.7628205079306378,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
71,12070,0,6838,0.7260273922874836,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
76,12437,0,7033,0.6601941683476295,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
81,12796,1,7223,0.7216494770963972,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
86,13253,1,7491,0.7204300997803216,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
91,13597,1,7692,0.727272714049587,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
96,13965,0,7913,0.7727272610192839,0.1,30000,True,1.5e-05,0.001,0.001,0.001,True,20,0.9
