,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Accumulated time steps,0.0,364.0,1016.0,1448.0,1887.0,2266.0,2607.0,3363.0,3782.0,4123.0,4481.0,4817.0,5085.0,5360.0,5611.0,5870.0,6030.0,6302.0,6542.0,6812.0,7150.0,7484.0,7653.0,7820.0,8159.0,8585.0,8833.0,9095.0,9524.0,9769.0,10104.0,10438.0,10797.0,11073.0,11360.0,11544.0,11791.0,12125.0,12466.0,12712.0,12867.0,13039.0,13391.0,13637.0,13971.0,14215.0,14461.0,14715.0,15137.0,15388.0,15677.0,16104.0,16348.0,16596.0,17120.0,17368.0
Episode reward,0.0,78.0892318181728,53.951790777966586,66.75204560389992,67.39972784860444,82.63224870813423,78.16732905738775,57.41045302297934,70.10610350003279,79.37358322412841,77.1829552187493,80.93729165401065,87.6955432574038,83.80104175293886,86.83806885460865,90.40973054987917,91.30609411661274,84.63423322051943,86.16008240013184,85.66802082698418,79.87594717074946,79.98832266369588,91.13411632340879,88.99677260177785,78.41294846443895,73.32385688539026,84.9782279951675,87.14086299998223,74.24239635802978,85.41404678521211,80.1125752828357,80.19065590510519,83.0906893175648,85.16772814353983,85.52147730646107,87.73157021225339,85.58432797611422,80.72911750287192,80.51658007455751,86.09045592977819,90.74786020140841,88.92748456849726,79.50277425344225,86.09882267835044,81.03763499140744,86.10687173416832,86.10682331070919,85.38087630822471,75.64339250377003,85.66452213774735,81.21550242701113,75.49344186438684,86.15978938270246,85.9379845134332,69.45102286252376,85.93028996501592
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,15.267949342727661,43.73964977264404,63.38687014579773,83.07480549812317,100.0279529094696,115.3986337184906,148.79250073432922,167.62242245674133,183.45503878593445,199.62137532234192,214.84270548820496,227.12398028373718,239.7322540283203,251.68419790267944,263.6922540664673,271.57959842681885,284.38576078414917,295.47458243370056,307.84797859191895,323.1001019477844,338.07297348976135,346.3445098400116,354.52570724487305,370.4329421520233,389.36782932281494,400.9403703212738,413.1995644569397,432.42606687545776,444.2721061706543,459.71809697151184,475.0214922428131,491.0990252494812,503.85127234458923,517.1040544509888,525.9652128219604,537.5880196094513,553.0032851696014,568.6713871955872,580.4101004600525,588.2254679203033,596.5903267860413,613.0340831279755,624.6192483901978,640.1560335159302,651.7430853843689,663.3352575302124,675.1753604412079,694.6574997901917,706.6638879776001,720.3421950340271,739.384753704071,750.9176783561707,762.7830181121826,786.3326027393341,797.8042171001434
total minutes,0.0,0.25446582237879434,0.7289941628774007,1.0564478357632956,1.384580091635386,1.66713254849116,1.9233105619748434,2.4798750122388205,2.793707040945689,3.057583979765574,3.327022922039032,3.5807117581367494,3.7853996713956195,3.9955375671386717,4.194736631711324,4.394870901107788,4.526326640446981,4.739762679735819,4.924576373895009,5.130799643198649,5.385001699129741,5.634549558162689,5.772408497333527,5.908761787414551,6.173882369200388,6.489463822046916,6.682339505354563,6.886659407615662,7.207101114590963,7.404535102844238,7.66196828285853,7.9170248707135515,8.18498375415802,8.397521205743153,8.61840090751648,8.766086880366007,8.959800326824189,9.216721419493357,9.477856453259786,9.673501674334208,9.803757798671722,9.943172113100688,10.217234718799592,10.410320806503297,10.669267225265504,10.862384756406149,11.05558762550354,11.252922674020132,11.577624996503195,11.777731466293336,12.005703250567118,12.323079228401184,12.515294639269511,12.71305030186971,13.105543378988902,13.296736951669057
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,362.0,651.0,431.0,438.0,378.0,340.0,755.0,418.0,340.0,357.0,335.0,267.0,274.0,250.0,258.0,159.0,271.0,239.0,269.0,337.0,333.0,168.0,166.0,338.0,425.0,247.0,261.0,428.0,244.0,334.0,333.0,358.0,275.0,286.0,183.0,246.0,333.0,340.0,245.0,154.0,171.0,351.0,245.0,333.0,243.0,245.0,253.0,421.0,250.0,288.0,426.0,243.0,247.0,523.0,247.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
