,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Accumulated time steps,0.0,599.0,1088.0,1308.0,1771.0,2694.0,2970.0,3176.0,3451.0,4417.0,4625.0,4973.0,5252.0,5611.0,5865.0,6401.0,6673.0,7309.0,7587.0,7940.0,8118.0,8277.0,8621.0,8959.0,9234.0,9508.0,9983.0,10493.0,10948.0,11107.0,11373.0,11642.0,11899.0,12153.0,12312.0,12837.0,13193.0,13452.0,13710.0,14169.0,14526.0,14778.0,15071.0,15439.0,15601.0,15876.0,16158.0,16434.0,16706.0,16978.0,17252.0,17424.0,17696.0,17972.0,18184.0,18489.0,18776.0,19048.0,19330.0,19633.0,19906.0
Episode reward,0.0,70.46974322141855,76.49311135428606,86.69725728808334,77.05077343129753,49.540773159655515,85.25548162443826,86.96702928347067,85.53952051048117,43.29246134628608,86.45911854630845,81.00995579738512,84.15406567414497,79.23076266213874,86.1336301166959,71.78208136685043,85.73589599167555,61.46904579640356,83.85626800270686,81.63333097555581,89.05447793143493,90.21376729336589,78.25519771833474,80.46015752533076,83.23130655132616,85.60979798244138,75.68947012884449,66.15811184255894,70.29647616216826,91.3800077247123,85.91048789084135,89.68870596917638,87.00412182487624,87.12434076121001,91.59032273357009,74.6105113826433,81.82423485667465,86.5308512538597,84.60927370887157,76.1871881481027,81.89108634993948,87.3846278916921,82.44689447903446,80.46523414575424,91.31925360558004,86.19457177359051,86.98031609751456,87.1141219602292,89.52670816862201,88.90363606912186,89.63369470994529,91.91570312847486,89.45973347347018,86.96477500303729,88.59473486266023,83.08864916566243,85.02830653079704,89.45487046834322,85.88122416899697,81.17714030416225,84.41406069337177
Episode feedback,0.8,0.4422110545356599,0.27049180272440204,0.08219178044661288,0.1688311684657334,0.10412147494129992,0.06545454521652892,0.04878048756692445,0.043795620278118175,0.017616580292625306,0.014492753553175104,0.02593659934888588,0.025179856024532894,0.01675977648949783,0.011857707463013014,0.007476635500043672,0.007380073773505263,0.006299212588505177,0.0036101082902162155,0.00852272724851498,0.005649717482204986,0.0,0.005830903773087744,0.0,0.007299270046353029,0.0036630036495860674,0.00843881854759743,0.0,0.0022026431669545303,0.0,0.0037735848914204344,0.0037313432696591668,0.0,0.0,0.0,0.0,0.0,0.0,0.007782101137034626,0.0,0.0,0.0,0.0,0.0,0.0,0.0036496350231765146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035587188485454845,0.0,0.0
total seconds,0.0,40.119837522506714,70.9209361076355,82.362464427948,107.96002626419067,156.8574857711792,171.20681500434875,182.1278395652771,195.8354687690735,243.25793933868408,254.54537105560303,272.5123941898346,287.23892998695374,305.7251727581024,319.059362411499,346.747998714447,360.9118161201477,393.22917008399963,407.8455276489258,426.14867758750916,435.911337852478,444.5914697647095,462.5307264328003,479.9704849720001,494.2693622112274,508.87516474723816,533.0591244697571,559.0014369487762,581.5728149414062,590.025337934494,603.4647715091705,617.4515011310577,630.7157499790192,644.1322541236877,652.9091029167175,679.6491816043854,697.8479897975922,711.6675539016724,725.2494428157806,748.0085563659668,765.8989655971527,778.7930459976196,793.856015920639,812.713841676712,821.4929656982422,835.7782094478607,850.3606503009796,864.5750041007996,878.43026471138,892.2673506736755,906.3668472766876,915.715630531311,930.0087449550629,944.3343043327332,955.7048509120941,971.4842100143433,986.1091628074646,999.6954154968262,1013.6594545841217,1028.9826283454895,1043.0394213199615
total minutes,0.0,0.6686639587084452,1.182015601793925,1.3727077404658,1.7993337710698445,2.6142914295196533,2.853446916739146,3.0354639927546185,3.263924479484558,4.054298988978068,4.242422850926717,4.541873236497243,4.787315499782562,5.095419545968373,5.31765604019165,5.77913331190745,6.015196935335795,6.553819501399994,6.79742546081543,7.102477959791819,7.265188964207967,7.409857829411824,7.708845440546671,7.999508082866669,8.237822703520457,8.481252745787303,8.884318741162618,9.316690615812938,9.692880249023437,9.833755632241568,10.05774619181951,10.290858352184296,10.511929166316985,10.735537568728128,10.881818381945292,11.32748636007309,11.63079982995987,11.861125898361205,12.087490713596344,12.466809272766113,12.764982759952545,12.979884099960326,13.230933598677318,13.545230694611867,13.691549428304036,13.929636824131013,14.172677505016328,14.409583401679992,14.640504411856334,14.871122511227926,15.106114121278127,15.261927175521851,15.500145749251049,15.73890507221222,15.928414181868236,16.191403500239055,16.435152713457743,16.661590258280437,16.894324243068695,17.149710472424825,17.383990355332692
cummulative feedback,0.0,264.0,396.0,414.0,492.0,588.0,606.0,616.0,628.0,645.0,648.0,657.0,664.0,670.0,673.0,677.0,679.0,683.0,684.0,687.0,688.0,688.0,690.0,690.0,692.0,693.0,697.0,697.0,698.0,698.0,699.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,704.0,704.0,704.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,597.0,488.0,219.0,462.0,922.0,275.0,205.0,274.0,965.0,207.0,347.0,278.0,358.0,253.0,535.0,271.0,635.0,277.0,352.0,177.0,158.0,343.0,337.0,274.0,273.0,474.0,509.0,454.0,158.0,265.0,268.0,256.0,253.0,158.0,524.0,355.0,258.0,257.0,458.0,356.0,251.0,292.0,367.0,161.0,274.0,281.0,275.0,271.0,271.0,273.0,171.0,271.0,275.0,211.0,304.0,286.0,271.0,281.0,302.0,272.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
