,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Accumulated time steps,0.0,1000.0,1372.0,1643.0,1834.0,2117.0,2470.0,2622.0,3184.0,3466.0,3721.0,3974.0,4329.0,5309.0,6006.0,6261.0,6415.0,7024.0,7293.0,7549.0,7710.0,7979.0,8317.0,8495.0,8859.0,9015.0,9465.0,9714.0,9968.0,10312.0,10935.0,11358.0,11724.0,11985.0,12177.0,12636.0,12966.0,13307.0,13552.0,13811.0,14157.0,14487.0,14816.0,14974.0,15222.0,15728.0,15970.0,16400.0,16902.0,17246.0,17512.0,17947.0,18277.0,18810.0,19145.0,19647.0,19891.0
Episode reward,0.0,-61.333962727330885,79.12920560154102,84.80298113595316,87.76280444534633,84.5984607326064,81.15355657493288,91.2781032203091,68.54562762529454,84.23752958084665,86.42774294657654,87.49688917029818,81.7701488449664,39.21626553719076,58.13148660590542,86.39600157968589,91.8026981022307,64.10105090536135,85.82464999217605,86.79704917323072,91.37743101238115,84.85175952779517,79.78558711075486,89.11132547271079,81.753618959867,90.66162108264264,74.16586352617122,89.39424780600567,88.24528328606871,84.92929821632492,68.11940416380888,73.71214117483062,79.64852166387837,85.71352900457114,88.56473620283887,74.2181034625365,78.81947896697967,78.46594914641881,84.65220412501712,83.66775741377424,80.94744014579338,80.14481211382454,79.98564023152659,89.73802256208961,84.35847185062414,68.34032342487,85.48909719455695,74.00898721084526,69.26747308343586,78.0280747316312,83.72275333939155,72.12473490285689,80.17359405035799,67.13756078789962,79.97806379155985,69.10445220784382,84.8385032774516
Episode feedback,0.8,0.20140280540941602,0.20754716925189443,0.1296296291495199,0.12105263094182826,0.09219858123333836,0.062499999822443184,0.05298013209946933,0.06773618526250234,0.053380782728182266,0.051181102160704324,0.03174603162005543,0.03672316373807016,0.014300306420530842,0.011494252857048488,0.007874015717031434,0.0,0.006578947357600415,0.0,0.01568627444828912,0.0,0.0037313432696591668,0.0,0.005649717482204986,0.008264462787150241,0.0,0.002227171487244607,0.004032258048257024,0.0039525691543376715,0.002915451886543872,0.004823151117647667,0.00236966824083017,0.0,0.0,0.010471204133658617,0.0021834061087698557,0.0,0.0,0.0,0.0,0.00579710143247217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,66.01236391067505,92.4560444355011,108.06530785560608,118.89281558990479,133.88045263290405,151.77927494049072,159.94280314445496,189.58123183250427,203.59595847129822,216.64084100723267,229.62979817390442,247.29270005226135,295.86720633506775,330.22205448150635,343.6259431838989,352.10011625289917,382.64566922187805,396.89485263824463,410.432541847229,419.32867646217346,433.34681701660156,450.8041572570801,460.2517385482788,479.159303188324,487.70195603370667,510.6717827320099,523.8674192428589,537.3645114898682,555.2367031574249,586.590827703476,608.6882150173187,627.7086164951324,641.5992352962494,652.1196584701538,675.6717433929443,692.7698712348938,710.8945157527924,724.119687795639,737.7389552593231,756.007307767868,773.2280693054199,790.2721748352051,799.1966798305511,812.4380736351013,838.2157835960388,851.1598966121674,873.167405128479,898.097466468811,915.364248752594,929.0127589702606,951.4534819126129,968.5511863231659,995.3647725582123,1012.8939361572266,1038.726238489151,1051.0240051746368
total minutes,0.0,1.1002060651779175,1.5409340739250184,1.8010884642601013,1.9815469264984131,2.2313408772150676,2.529654582341512,2.665713385740916,3.1596871972084046,3.393265974521637,3.610680683453878,3.827163302898407,4.121545000871023,4.931120105584463,5.503700908025106,5.727099053064982,5.868335270881653,6.377427820364634,6.61491421063741,6.840542364120483,6.988811274369557,7.222446950276693,7.513402620951335,7.67086230913798,7.985988386472067,8.128365933895111,8.511196378866831,8.731123654047648,8.956075191497803,9.253945052623749,9.776513795057932,10.144803583621979,10.461810274918873,10.693320588270824,10.868660974502564,11.261195723215739,11.546164520581563,11.848241929213206,12.06866146326065,12.295649254322052,12.600121796131134,12.887134488423666,13.171202913920085,13.319944663842518,13.540634560585023,13.97026305993398,14.185998276869457,14.55279008547465,14.968291107813517,15.256070812543234,15.483545982837677,15.857558031876883,16.142519772052765,16.589412875970204,16.881565602620444,17.312103974819184,17.517066752910615
cummulative feedback,0.0,201.0,278.0,313.0,336.0,362.0,384.0,392.0,430.0,445.0,458.0,466.0,479.0,493.0,501.0,503.0,503.0,507.0,507.0,511.0,511.0,512.0,512.0,513.0,516.0,516.0,517.0,518.0,519.0,520.0,523.0,524.0,524.0,524.0,526.0,527.0,527.0,527.0,527.0,527.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,371.0,270.0,190.0,282.0,352.0,151.0,561.0,281.0,254.0,252.0,354.0,979.0,696.0,254.0,153.0,608.0,268.0,255.0,160.0,268.0,337.0,177.0,363.0,155.0,449.0,248.0,253.0,343.0,622.0,422.0,365.0,260.0,191.0,458.0,329.0,340.0,244.0,258.0,345.0,329.0,328.0,157.0,247.0,505.0,241.0,429.0,501.0,343.0,265.0,434.0,329.0,532.0,334.0,501.0,243.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
