,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Accumulated time steps,0.0,1000.0,1999.0,2753.0,3096.0,3539.0,4117.0,4618.0,4968.0,5212.0,5376.0,5749.0,6024.0,6389.0,6675.0,7040.0,7396.0,7558.0,7718.0,7972.0,8319.0,8477.0,8925.0,9381.0,9678.0,10020.0,10364.0,10822.0,10997.0,11153.0,11310.0,11466.0,11771.0,11926.0,12368.0,12699.0,13038.0,13285.0,13671.0,13850.0,14116.0,14475.0,14723.0,14879.0,15308.0,15565.0,15820.0,16159.0,16512.0,16770.0,17114.0,17363.0,17621.0,18054.0,18304.0,18565.0,18815.0,19155.0,19526.0,19883.0
Episode reward,0.0,-63.94277747893305,-78.01308288205003,43.452872627905215,90.34418996322566,85.9473216259439,78.63118972008449,73.00563862376309,75.79301404724127,87.5944941126813,90.85582930150639,80.00897495860895,84.37428614849432,82.25021667946464,85.80426743038717,75.48822445006468,76.41659592664712,89.73658979897085,89.90677578679549,84.19502939070183,78.25690359611895,90.44052725475152,71.74823485537037,70.99982803948919,86.23697389533024,79.03311066718311,78.95299494659032,70.5953722986653,89.79541633227217,90.53818868039032,90.49702181575749,90.57916672968742,79.32110341295885,90.77486281283706,72.76994763811689,76.01735585546803,80.56650645586197,86.07154259898367,84.28943651173637,91.03696731806457,84.08838049242577,78.72326094720509,85.98118435996332,90.87354538637176,75.18601065134695,85.03181658177434,84.98916116864461,80.64722254820012,79.32179412401928,84.65234110065668,80.22907148367013,85.88747870977951,84.92613782447566,74.94303986432628,85.78359270859741,84.60691728639365,85.78303310956431,80.35288185118331,77.55005534730553,78.92177843996095
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,43.04739022254944,86.3488552570343,119.63257241249084,135.23838663101196,154.7386691570282,180.26207661628723,202.68581295013428,218.25951194763184,229.6044361591339,237.3962597846985,254.15872311592102,267.07784032821655,283.51824021339417,296.9631745815277,313.2339825630188,329.2350687980652,337.00634598731995,344.620121717453,356.61752104759216,372.1739671230316,379.81855392456055,399.8926250934601,420.4559028148651,433.8135802745819,449.0499939918518,464.50830483436584,485.0895321369171,493.58007073402405,501.19861364364624,508.85384726524353,516.5260610580444,530.3574318885803,538.1367461681366,557.9979426860809,573.0416612625122,588.5934708118439,599.9856731891632,617.4566268920898,626.0101187229156,638.2289521694183,654.2519824504852,665.7484302520752,673.5428519248962,692.9856867790222,705.0437052249908,716.7418820858002,731.9119260311127,747.7218010425568,759.4966554641724,775.2354454994202,786.8834834098816,799.0521290302277,818.2563865184784,830.1491994857788,842.150139093399,853.8390724658966,869.6921851634979,886.4889423847198,902.895635843277
total minutes,0.0,0.7174565037091573,1.4391475876172384,1.9938762068748475,2.253973110516866,2.578977819283803,3.004367943604787,3.378096882502238,3.6376585324605304,3.8267406026522317,3.956604329744975,4.235978718598684,4.4512973388036094,4.72530400355657,4.949386243025462,5.220566376050313,5.48725114663442,5.616772433121999,5.743668695290883,5.943625350793202,6.202899452050527,6.330309232076009,6.6648770848910015,7.007598380247752,7.2302263379096985,7.484166566530863,7.741805080572764,8.084825535615286,8.226334512233734,8.353310227394104,8.480897454420726,8.60876768430074,8.839290531476339,8.968945769468943,9.299965711434682,9.550694354375203,9.809891180197399,9.999761219819387,10.29094378153483,10.433501978715261,10.63714920282364,10.904199707508088,11.09580717086792,11.225714198748271,11.549761446317037,11.750728420416515,11.945698034763335,12.198532100518545,12.462030017375946,12.65827759106954,12.92059075832367,13.114724723498027,13.317535483837128,13.63760644197464,13.835819991429647,14.035835651556651,14.230651207764943,14.494869752724965,14.774815706411998,15.04826059738795
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,753.0,342.0,442.0,577.0,500.0,349.0,243.0,163.0,372.0,274.0,364.0,285.0,364.0,355.0,161.0,159.0,253.0,346.0,157.0,447.0,455.0,296.0,341.0,343.0,457.0,174.0,155.0,156.0,155.0,304.0,154.0,441.0,330.0,338.0,246.0,385.0,178.0,265.0,358.0,247.0,155.0,428.0,256.0,254.0,338.0,352.0,257.0,343.0,248.0,257.0,432.0,249.0,260.0,249.0,339.0,370.0,356.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
