,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Accumulated time steps,0.0,1000.0,1638.0,1903.0,2250.0,2532.0,2815.0,3345.0,3726.0,3976.0,4869.0,5131.0,5407.0,5563.0,5913.0,6083.0,6259.0,6528.0,6805.0,7089.0,7423.0,7594.0,7846.0,8194.0,8460.0,8710.0,9054.0,9305.0,9476.0,9730.0,9886.0,10147.0,10705.0,10966.0,11223.0,11473.0,11738.0,11984.0,12485.0,13007.0,13526.0,13771.0,13925.0,14428.0,14766.0,15024.0,15440.0,15946.0,16362.0,16605.0,17022.0,17349.0,17675.0,17913.0,18412.0,18771.0,19028.0,19185.0,19577.0,19756.0
Episode reward,0.0,-68.37727160050287,63.649116576716,86.0977687996733,82.26223585790716,84.95516154914723,84.73843909175898,72.35332398943873,78.97723634704793,86.53110910810179,46.776015542203304,85.18203169321751,84.20129707612443,90.91489847877934,80.97589446646603,90.32293905454326,90.20374889117824,85.46677985912274,84.83430356823143,84.21598224008837,78.90462564404939,89.10785876284415,86.3944541160497,81.4866836657367,82.28041553064406,87.82073912397537,80.76594645499017,85.87686950455827,90.21552757630135,86.88024500443046,91.55154130535507,85.32748219595864,63.53365237667444,85.83492708546054,86.18839747945188,84.93383381940595,83.19480601552306,88.34753074657544,71.19359757646001,69.64345644594931,69.89979209356387,85.3245775165113,90.50090396704853,71.10005919638553,79.63151177369636,84.98690309694362,76.23421688165024,70.91084729539955,75.53809797981255,86.21450795896985,75.39517723099915,81.4401395014979,81.40667963998203,86.24983135523337,71.13881266622339,78.86222754408783,85.07731863270381,90.17486917108559,75.74130066608863,87.9722343614867
Episode feedback,0.8,0.11923847683443038,0.26059654590173226,0.12121212075298439,0.05491329463897892,0.05693950157672775,0.08865248195513305,0.017013232482016572,0.03157894728531856,0.056224899372590766,0.017937219710832713,0.02298850565904787,0.025454545361983473,0.0064516128616024975,0.011461318018735478,0.01183431945660166,0.011428571363265307,0.022388059617955,0.021739130356017645,0.021201413352645183,0.01501501496992488,0.01176470581314879,0.003984063729147156,0.017291066232590586,0.018867924457102173,0.0,0.005830903773087744,0.015999999936,0.0,0.0,0.0,0.003846153831360947,0.001795332133222025,0.0,0.003906249984741211,0.0,0.003787878773530762,0.004081632636401499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,60.68215584754944,106.89437794685364,121.8216302394867,139.2794222831726,153.8257851600647,169.43705582618713,195.65684604644775,214.94893145561218,228.27691197395325,273.0159044265747,286.84726119041443,301.1161358356476,309.7430877685547,327.89666867256165,337.18688321113586,346.8317515850067,361.0663821697235,375.6461856365204,390.4156210422516,407.8471794128418,417.09225058555603,430.05855226516724,447.9181249141693,461.8966610431671,475.1182427406311,493.01461935043335,505.5847280025482,514.6136250495911,527.5721144676208,536.0165991783142,549.6198530197144,578.0574202537537,592.0037417411804,605.3930840492249,618.4954268932343,632.668557882309,645.8910765647888,670.9604485034943,696.545304775238,722.2165508270264,735.0806181430817,743.6512615680695,768.3488237857819,785.4210834503174,799.0578951835632,820.0239055156708,845.6347699165344,866.9420957565308,879.5550034046173,900.1196928024292,916.9563624858856,933.6911609172821,945.9566648006439,970.29740691185,987.9582991600037,1000.8816647529602,1008.9477398395538,1027.8618462085724,1037.0961389541626
total minutes,0.0,1.011369264125824,1.7815729657808939,2.030360503991445,2.3213237047195436,2.5637630860010785,2.8239509304364523,3.2609474341074627,3.5824821909268696,3.8046151995658875,4.550265073776245,4.780787686506907,5.01860226392746,5.162384796142578,5.464944477876028,5.619781386852265,5.780529193083445,6.017773036162058,6.260769760608673,6.5069270173708595,6.79745299021403,6.951537509759267,7.167642537752787,7.465302081902822,7.698277684052785,7.9186373790105185,8.216910322507223,8.426412133375804,8.576893750826518,8.792868574460348,8.933609986305237,9.160330883661906,9.634290337562561,9.866729029019673,10.089884734153747,10.308257114887237,10.54447596470515,10.764851276079813,11.182674141724904,11.609088412920634,12.036942513783773,12.251343635718028,12.394187692801157,12.805813729763031,13.090351390838624,13.31763158639272,13.667065091927846,14.09391283194224,14.449034929275513,14.659250056743621,15.001994880040487,15.282606041431427,15.561519348621369,15.765944413344066,16.171623448530834,16.465971652666727,16.681361079216003,16.815795663992564,17.131030770142875,17.284935649236044
cummulative feedback,0.0,119.0,285.0,317.0,336.0,352.0,377.0,386.0,398.0,412.0,428.0,434.0,441.0,442.0,446.0,448.0,450.0,456.0,462.0,468.0,473.0,475.0,476.0,482.0,487.0,487.0,489.0,493.0,493.0,493.0,493.0,494.0,495.0,495.0,496.0,496.0,497.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,637.0,264.0,346.0,281.0,282.0,529.0,380.0,249.0,892.0,261.0,275.0,155.0,349.0,169.0,175.0,268.0,276.0,283.0,333.0,170.0,251.0,347.0,265.0,249.0,343.0,250.0,170.0,253.0,155.0,260.0,557.0,260.0,256.0,249.0,264.0,245.0,500.0,521.0,518.0,244.0,153.0,502.0,337.0,257.0,415.0,505.0,415.0,242.0,416.0,326.0,325.0,237.0,498.0,358.0,256.0,156.0,391.0,178.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
