,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Accumulated time steps,0.0,1000.0,1999.0,2909.0,3644.0,4129.0,4655.0,5152.0,5672.0,6267.0,6693.0,6974.0,7244.0,7499.0,7787.0,8298.0,8564.0,9074.0,9241.0,9405.0,9766.0,10038.0,10484.0,10866.0,11219.0,11389.0,11655.0,11925.0,12192.0,12476.0,12757.0,13017.0,13357.0,13634.0,13974.0,14240.0,14432.0,14704.0,15082.0,15442.0,15736.0,15907.0,16464.0,16727.0,16999.0,17171.0,17533.0,17810.0,18188.0,18570.0,19132.0,19687.0
Episode reward,0.0,-32.76023748743108,-49.39950871110749,60.50104760333431,87.23437571999617,75.3097964046907,61.44319823053503,91.61833629150692,63.85005196682983,59.26929928467422,75.67622102326871,83.71381389720896,84.60642610069098,86.22463709239592,83.10017642101381,66.33223252908937,85.51314860582619,67.04847635993723,90.89847245518443,89.19268854797029,81.79919274069918,85.38111490987812,79.0453852192653,79.35689486299805,79.4132897214486,89.10998972000633,86.70062147626123,86.15400509689975,87.52164636962083,83.99237533128539,84.33543109886833,87.72609152829988,80.3522652357204,83.09893134947103,79.82257151971127,87.56196159975228,89.16749332012735,87.09611452494245,80.62823961074105,83.66120556045782,82.83896569643615,91.07577614504459,74.86591028938997,87.38470228223468,85.92572240098997,90.99298561764942,83.14368510604734,84.99184438812449,81.08667407709603,80.14888772070891,75.1527056312339,75.73129798986488
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.52940583229065,85.46754336357117,125.52909255027771,157.8744134902954,179.89289450645447,203.43952584266663,225.77855134010315,249.03179502487183,275.3954088687897,294.3742654323578,307.48377799987793,320.23332500457764,332.5149428844452,345.9194233417511,368.96639347076416,381.4254627227783,404.5146110057831,412.6139831542969,420.5824375152588,437.16099405288696,449.95323967933655,470.12910747528076,487.2986669540405,503.296345949173,511.5998103618622,523.9552738666534,536.2707269191742,548.6450967788696,561.2721350193024,574.1829814910889,586.2476890087128,601.6779146194458,614.5817120075226,630.2053954601288,642.6016101837158,651.8154571056366,664.2943239212036,681.2296328544617,697.2014453411102,710.5029859542847,718.8042776584625,743.8540413379669,756.0703277587891,768.5315608978271,777.1762254238129,793.4385380744934,806.3848252296448,823.1194348335266,840.5596127510071,865.6911249160767,890.2069747447968
total minutes,0.0,0.7088234305381775,1.4244590560595194,2.0921515425046286,2.631240224838257,2.9982149084409078,3.390658764044444,3.762975855668386,4.150529917081197,4.589923481146495,4.906237757205963,5.124729633331299,5.337222083409627,5.541915714740753,5.765323722362519,6.149439891179402,6.357091045379638,6.741910183429718,6.876899719238281,7.0097072919209795,7.286016567548116,7.499220661322275,7.835485124588013,8.121644449234008,8.388272432486216,8.526663506031037,8.732587897777558,8.937845448652903,9.144084946314495,9.35453558365504,9.569716358184815,9.770794816811879,10.02796524365743,10.243028533458709,10.503423257668812,10.710026836395263,10.86359095176061,11.071572065353394,11.353827214241027,11.620024089018504,11.841716432571411,11.98007129430771,12.397567355632782,12.60117212931315,12.80885934829712,12.952937090396881,13.22397563457489,13.439747087160747,13.718657247225444,14.009326879183451,14.428185415267944,14.836782912413279
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,909.0,734.0,484.0,525.0,496.0,519.0,594.0,425.0,280.0,269.0,254.0,287.0,510.0,265.0,509.0,166.0,163.0,360.0,271.0,445.0,381.0,352.0,169.0,265.0,269.0,266.0,283.0,280.0,259.0,339.0,276.0,339.0,265.0,191.0,271.0,377.0,359.0,293.0,170.0,556.0,262.0,271.0,171.0,361.0,276.0,377.0,381.0,561.0,554.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
