,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Accumulated time steps,0.0,1000.0,1366.0,1703.0,1959.0,2218.0,2470.0,2971.0,3127.0,3480.0,3639.0,4060.0,4210.0,4363.0,4641.0,5021.0,5189.0,5357.0,5615.0,5872.0,6117.0,6280.0,6548.0,6807.0,6960.0,7385.0,7536.0,7780.0,7959.0,8116.0,8375.0,8826.0,9196.0,9357.0,9696.0,9860.0,10140.0,10527.0,10681.0,10940.0,11390.0,11675.0,11828.0,12261.0,12551.0,12706.0,13066.0,13220.0,13382.0,13671.0,13976.0,14322.0,14480.0,14734.0,15086.0,15362.0,15722.0,16006.0,16387.0,16664.0,16931.0,17294.0,17545.0,17798.0,18069.0,18532.0,18688.0,18940.0,19210.0,19366.0,19524.0
Episode reward,0.0,-57.50495468593144,84.53622925589907,75.02747902808134,90.97467824232342,87.30982033441518,84.4355344241765,80.30680562285622,92.23095577526992,83.92295825139213,91.91218075939234,75.90700689629388,91.46238178465546,91.57016999878101,86.05866688000854,84.45498045525899,90.35092321151866,90.66481776357907,87.54078353938166,83.96390834138491,85.34110025349685,91.44717492819927,87.29556922412891,84.46377031277945,91.10798884294901,77.13768260789936,91.6088503980601,86.93966395599257,91.15703282513951,90.80326134728418,84.89816911071833,73.43453147305097,77.20598734943837,90.42227841240133,80.74905966049029,90.12329064104128,85.36027137036663,82.70045965084606,91.34825104696598,85.14781442729216,74.25259566158256,82.03996703539278,91.39603609433516,76.05537410243932,82.11305681530503,91.26507270131879,79.00236148796562,91.35101037736,90.55307670913959,83.96785391022571,79.84748589448787,79.5443723691844,90.70014649737227,85.04703101782063,78.85452294524211,82.28779205884365,77.99773535047427,81.47274313631544,75.66836065722964,82.1857020580687,83.51512690824703,77.5514431026657,85.4785978388368,85.16423598225711,82.84722734457094,70.99600341397066,90.6594844889156,85.28184172910484,83.19443546707657,90.86053966193931,90.69914697520282
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.755799770355225,59.29677200317383,74.8226900100708,86.82402896881104,98.95992827415466,110.59594225883484,133.04060411453247,140.59862685203552,156.9656217098236,164.78277730941772,183.84133577346802,191.21299719810486,198.6447560787201,211.38559699058533,228.62960147857666,236.99704027175903,244.95832681655884,256.567852973938,268.2677571773529,279.7295985221863,287.5507707595825,300.07733702659607,312.2860782146454,319.8434798717499,338.8430197238922,346.3033525943756,357.9751875400543,366.7554614543915,374.4462447166443,386.72481060028076,407.1109411716461,423.83574986457825,431.6323354244232,447.0615203380585,455.1474359035492,468.1948871612549,485.2553460597992,492.71913051605225,504.9987940788269,525.1425380706787,538.0118174552917,545.3823988437653,564.511367559433,577.883180141449,585.5178368091583,601.8501734733582,609.5181694030762,617.7822511196136,631.0095393657684,644.7602887153625,660.2744233608246,667.9035596847534,679.490663766861,695.5926234722137,708.2842764854431,724.5784106254578,737.7729048728943,755.2584018707275,767.953976392746,780.2543590068817,796.8040950298309,808.6683239936829,820.5284557342529,833.0595366954803,854.0156772136688,861.7927334308624,873.8206284046173,886.3854212760925,894.1228754520416,901.9257526397705
total minutes,0.0,0.7125966628392537,0.9882795333862304,1.2470448335011801,1.447067149480184,1.6493321379025778,1.843265704313914,2.2173434019088747,2.3433104475339253,2.616093695163727,2.7463796218236287,3.0640222628911338,3.186883286635081,3.3107459346453347,3.523093283176422,3.8104933579762776,3.949950671195984,4.082638780275981,4.276130882898967,4.471129286289215,4.662159975369772,4.792512845993042,5.001288950443268,5.20476797024409,5.330724664529165,5.64738366206487,5.771722543239593,5.966253125667572,6.112591024239858,6.240770745277405,6.44541351000468,6.785182352860769,7.063929164409638,7.19387225707372,7.451025338967641,7.585790598392487,7.803248119354248,8.087589100996654,8.21198550860087,8.416646567980449,8.752375634511312,8.966863624254863,9.089706647396088,9.408522792657216,9.631386335690816,9.758630613485971,10.03083622455597,10.158636156717936,10.296370851993562,10.51682565609614,10.74600481192271,11.00457372268041,11.13172599474589,11.324844396114349,11.593210391203563,11.804737941424053,12.07630684375763,12.296215081214905,12.587640031178791,12.799232939879099,13.004239316781362,13.280068250497182,13.477805399894715,13.675474262237548,13.88432561159134,14.233594620227814,14.363212223847707,14.563677140076955,14.773090354601543,14.902047924200694,15.032095877329509
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,365.0,336.0,255.0,258.0,251.0,500.0,155.0,352.0,158.0,420.0,149.0,152.0,277.0,379.0,167.0,167.0,257.0,256.0,244.0,162.0,267.0,258.0,152.0,424.0,150.0,243.0,178.0,156.0,258.0,450.0,369.0,160.0,338.0,163.0,279.0,386.0,153.0,258.0,449.0,284.0,152.0,432.0,289.0,154.0,359.0,153.0,161.0,288.0,304.0,345.0,157.0,253.0,351.0,275.0,359.0,283.0,380.0,276.0,266.0,362.0,250.0,252.0,270.0,462.0,155.0,251.0,269.0,155.0,157.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
