,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Accumulated time steps,0.0,1000.0,1999.0,2260.0,2756.0,2931.0,3192.0,3461.0,3731.0,3887.0,4255.0,4561.0,5090.0,5708.0,6053.0,6507.0,6769.0,7126.0,7402.0,7672.0,8053.0,8483.0,8763.0,9106.0,9365.0,9702.0,10129.0,10375.0,10905.0,11155.0,11406.0,11837.0,12216.0,12374.0,12736.0,13076.0,13345.0,13624.0,14082.0,14380.0,14555.0,14882.0,15190.0,15474.0,15746.0,15933.0,16412.0,16684.0,16958.0,17232.0,17512.0,18156.0,18539.0,19176.0,19460.0,19739.0
Episode reward,0.0,-57.96063992341777,-65.87986515513522,86.25855760861823,72.03549358382313,89.76772831479794,86.61621606066635,85.66712770147586,86.02302505778118,91.42760064751137,80.74269099477374,82.76956188373288,72.65212001476499,63.486464465970265,80.62158335213262,74.50235158959542,85.37888568209883,82.02234797998446,83.47740450466753,84.85503070095662,77.30542973406293,79.0719005527356,83.10963895083138,80.5473762440557,85.95725550037932,82.61722614954928,77.65761185326174,87.09257485032657,72.06342693962063,86.5927450544691,88.07825156503702,76.67821339312822,77.61845775542166,91.03899670782187,79.30220640184686,81.71667681343207,84.83622343888568,86.62953044426958,75.90212241018996,83.18617760998237,91.31435554258996,80.23888463344312,82.14213220934876,84.87428372288758,88.07693566421554,90.40436687265952,81.42945207069621,88.42625714738818,88.48407210171891,88.53441034771524,86.4967422267287,74.10530006974068,83.03029195387299,75.44201097655622,84.87902269057513,86.01247353633421
Episode feedback,0.8,0.2705410818932454,0.0100200400701202,0.057692307470414206,0.056565656451382514,0.04597701123001718,0.06153846130177515,0.06716417885386501,0.055762081577092636,0.05161290289281998,0.0381471388606345,0.03278688513840366,0.026515151464933426,0.01782820094355235,0.017441860414413198,0.008830022055562865,0.015325670439365247,0.005617977512309052,0.007272727246280992,0.007434944210279018,0.002631578940443213,0.006993006976706278,0.0035842293778343033,0.0029239765996374955,0.0,0.0,0.0,0.0,0.0,0.0,0.007999999968,0.0,0.0,0.0,0.0,0.0,0.0037313432696591668,0.0,0.004376367605303353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,73.16707301139832,120.1477632522583,133.32368302345276,159.16724824905396,168.3040165901184,181.55556297302246,195.16722202301025,208.65843605995178,216.94099855422974,235.3479766845703,250.90833353996277,276.90199613571167,307.27195596694946,324.69071531295776,347.3500678539276,360.7295846939087,379.0962162017822,393.5007846355438,407.411479473114,427.0034568309784,449.0591368675232,463.80260825157166,481.5728266239166,495.18976378440857,512.8163192272186,534.8173537254333,547.9477851390839,575.0650701522827,588.2443180084229,601.4383065700531,623.6155550479889,643.1704869270325,651.9501659870148,670.6523809432983,688.3638927936554,702.5402739048004,717.2854280471802,740.7772517204285,756.5633618831635,766.0990152359009,783.0174679756165,798.9547545909882,813.4003798961639,827.5284469127655,837.4571957588196,860.9250025749207,874.7362849712372,888.6226422786713,902.7385420799255,917.4546430110931,950.0876014232635,969.8117575645447,1001.2119469642639,1015.7436962127686,1030.0277874469757
total minutes,0.0,1.2194512168566385,2.0024627208709718,2.2220613837242125,2.652787470817566,2.80506694316864,3.025926049550374,3.2527870337168374,3.4776406009991963,3.6156833092371623,3.922466278076172,4.18180555899938,4.615033268928528,5.121199266115824,5.41151192188263,5.78916779756546,6.0121597448984785,6.3182702700297035,6.558346410592397,6.7901913245519,7.116724280516307,7.484318947792053,7.730043470859528,8.026213777065276,8.253162729740144,8.546938653786977,8.913622562090556,9.132463085651398,9.58441783587138,9.804071966807047,10.023971776167551,10.393592584133149,10.719508115450541,10.86583609978358,11.177539682388305,11.472731546560924,11.709004565080006,11.954757134119669,12.346287528673807,12.60938936471939,12.768316920598348,13.05029113292694,13.31591257651647,13.556672998269399,13.792140781879425,13.95761992931366,14.348750042915345,14.578938082853954,14.810377371311187,15.04564236799876,15.290910716851553,15.834793357054393,16.16352929274241,16.686865782737733,16.929061603546142,17.16712979078293
cummulative feedback,0.0,270.0,280.0,295.0,323.0,331.0,347.0,365.0,380.0,388.0,402.0,412.0,426.0,437.0,443.0,447.0,451.0,453.0,455.0,457.0,458.0,461.0,462.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,465.0,465.0,465.0,465.0,465.0,465.0,466.0,466.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,260.0,495.0,174.0,260.0,268.0,269.0,155.0,367.0,305.0,528.0,617.0,344.0,453.0,261.0,356.0,275.0,269.0,380.0,429.0,279.0,342.0,258.0,336.0,426.0,245.0,529.0,249.0,250.0,430.0,378.0,157.0,361.0,339.0,268.0,278.0,457.0,297.0,174.0,326.0,307.0,283.0,271.0,186.0,478.0,271.0,273.0,273.0,279.0,643.0,382.0,636.0,283.0,278.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
