,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
Accumulated time steps,0.0,849.0,1109.0,1582.0,1845.0,2098.0,2745.0,2901.0,3152.0,3402.0,3656.0,3810.0,4007.0,4268.0,4523.0,4867.0,5141.0,5302.0,5460.0,5745.0,5994.0,6464.0,6616.0,6863.0,7021.0,7345.0,7713.0,7864.0,8204.0,8371.0,8641.0,8804.0,9078.0,9326.0,9580.0,9765.0,10016.0,10164.0,10311.0,10668.0,10917.0,11082.0,11332.0,11681.0,11842.0,12102.0,12450.0,12600.0,12752.0,13023.0,13280.0,13651.0,14033.0,14183.0,14545.0,14790.0,15040.0,15309.0,15559.0,15714.0,15862.0,16116.0,16360.0,16602.0,16854.0,17111.0,17271.0,17729.0,18080.0,18232.0,18537.0,18690.0,18946.0,19195.0,19558.0,19825.0,19983.0,20136.0
Episode reward,0.0,51.179690323806035,84.52515172759126,74.27504579364293,84.88196474758215,86.56284677482003,58.1153612876006,91.40583236872614,85.95634731971566,87.20424826574678,85.26938581983929,91.59733017776762,86.52590837284382,84.29263256040478,86.02354733891518,80.66588202606178,84.57090654769047,90.5353684619025,91.18908391533361,82.50784997933805,86.45694345995553,72.46723659783879,91.79804252786685,85.54505183328891,91.46998328784645,81.11502720766634,76.65450343480443,91.5701887751161,79.24167885345335,90.51626073760363,83.40862211882703,90.58093113804047,83.52870167096705,86.03459999787084,84.56377411853461,87.16892081087931,85.98492338648961,91.58441293346552,91.63209377938873,80.84329740462593,85.84213002812709,91.38984634034091,86.44507319625242,82.15590171046001,89.94944246811966,85.92077874933052,81.46807028266826,91.18634971130001,90.45548632619493,85.70128916056801,85.93344691300062,80.32467816846835,81.5122145544922,91.22237390143535,79.44811934775274,85.41951500694341,86.08072380335001,84.24889078229795,84.78352488032968,90.4575186084378,91.22468951223264,86.63915284294343,85.24085472439926,85.19077818968694,84.66613970997857,85.18130198672552,91.19498191676811,74.24250893707357,79.36305085581597,90.59271791248162,80.87655041199932,90.83881071151646,85.30146919717848,85.1650764221873,79.11716194287744,84.3475611686472,91.50092282022081,90.51059741307603
Episode feedback,0.8,0.2892561980056007,0.23166023076579062,0.17161016912794455,0.09923664084260825,0.11111111067019401,0.06191950454811222,0.11612903150884496,0.0999999996,0.08032128481798681,0.03952569154337671,0.07189542436669658,0.03061224474177426,0.053846153639053256,0.02755905500961002,0.061224489617421315,0.021978021897516402,0.0187499998828125,0.02547770684409104,0.03169014073348542,0.02822580633779917,0.017057569260005182,0.019867549537300997,0.0040650406338819485,0.01273885342204552,0.00928792566783924,0.016348773797414784,0.0,0.0029498524986730015,0.012048192698504864,0.003717472105139509,0.006172839468068892,0.0036630036495860674,0.0,0.007905138308675343,0.0,0.003999999984,0.0,0.0,0.005617977512309052,0.0,0.0,0.00401606424089934,0.0,0.0,0.0,0.0028818443720984312,0.0,0.0,0.0,0.0,0.002702702695398101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,61.92559099197388,84.13306665420532,123.69716882705688,146.11414432525635,168.2702820301056,220.83753991127014,236.60004901885986,256.3365545272827,275.840265750885,296.0987160205841,309.524986743927,324.547385931015,343.9669132232666,363.46799874305725,394.5929157733917,418.9374716281891,434.1934072971344,449.12189292907715,475.70708656311035,497.94051480293274,539.7025799751282,553.5618793964386,574.0316009521484,587.3619923591614,614.3543255329132,645.5702140331268,658.9663717746735,687.0534772872925,701.9027869701385,724.5439240932465,738.3852949142456,760.9725966453552,780.3574075698853,800.8131597042084,816.1816945075989,835.552750825882,847.9094092845917,859.384890794754,887.5559294223785,906.5910003185272,918.35302901268,937.9921660423279,962.757467508316,975.2867798805237,996.1305074691772,1021.8832356929779,1032.4520099163055,1042.9882295131683,1061.493155002594,1078.1984498500824,1105.688425064087,1125.8751101493835,1134.5920321941376,1153.9874839782715,1167.5273597240448,1181.2565507888794,1195.8872220516205,1209.5544743537903,1218.6825802326202,1227.2826721668243,1241.4054503440857,1254.818030834198,1268.276959180832,1282.1029229164124,1296.1621334552765,1305.1751873493195,1329.7673118114471,1348.8888289928436,1357.7788636684418,1374.4193794727325,1383.0819838047028,1397.035643339157,1410.9285175800323,1430.302038192749,1445.0662620067596,1454.2775173187256,1463.2768151760101
total minutes,0.0,1.0320931831995646,1.4022177775700888,2.0616194804509482,2.4352357387542725,2.80450470050176,3.6806256651878355,3.943334150314331,4.272275908788045,4.5973377625147505,4.934978600343069,5.15874977906545,5.40912309885025,5.732781887054443,6.057799979050954,6.576548596223195,6.982291193803151,7.236556788285573,7.485364882151286,7.928451442718506,8.299008580048879,8.99504299958547,9.226031323273977,9.567193349202475,9.789366539319357,10.239238758881887,10.75950356721878,10.982772862911224,11.450891288121541,11.698379782835643,12.075732068220775,12.306421581904093,12.68287661075592,13.005956792831421,13.34688599507014,13.603028241793314,13.925879180431366,14.131823488076527,14.323081513245901,14.792598823706308,15.109850005308788,15.305883816878001,15.633202767372131,16.045957791805268,16.254779664675393,16.602175124486287,17.031387261549632,17.20753349860509,17.383137158552806,17.691552583376566,17.96997416416804,18.42814041773478,18.764585169156394,18.909867203235628,19.23312473297119,19.45878932873408,19.687609179814658,19.93145370086034,20.15924123922984,20.311376337210337,20.454711202780405,20.690090839068095,20.913633847236632,21.137949319680533,21.368382048606872,21.602702224254607,21.752919789155325,22.162788530190785,22.48148048321406,22.629647727807363,22.906989657878874,23.051366396745046,23.28392738898595,23.515475293000538,23.838367303212483,24.084437700112662,24.23795862197876,24.387946919600168
cummulative feedback,0.0,245.0,305.0,386.0,412.0,440.0,480.0,498.0,523.0,543.0,553.0,564.0,570.0,584.0,591.0,612.0,618.0,621.0,625.0,634.0,641.0,649.0,652.0,653.0,655.0,658.0,664.0,664.0,665.0,667.0,668.0,669.0,670.0,670.0,672.0,672.0,673.0,673.0,673.0,675.0,675.0,675.0,676.0,676.0,676.0,676.0,677.0,677.0,677.0,677.0,677.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,847.0,259.0,472.0,262.0,252.0,646.0,155.0,250.0,249.0,253.0,153.0,196.0,260.0,254.0,343.0,273.0,160.0,157.0,284.0,248.0,469.0,151.0,246.0,157.0,323.0,367.0,150.0,339.0,166.0,269.0,162.0,273.0,247.0,253.0,184.0,250.0,147.0,146.0,356.0,248.0,164.0,249.0,348.0,160.0,259.0,347.0,149.0,151.0,270.0,256.0,370.0,381.0,149.0,361.0,244.0,249.0,268.0,249.0,154.0,147.0,253.0,243.0,241.0,251.0,256.0,159.0,457.0,350.0,151.0,304.0,152.0,255.0,248.0,362.0,266.0,157.0,152.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
