,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Accumulated time steps,0.0,730.0,896.0,1280.0,1647.0,1910.0,2068.0,2343.0,2802.0,3157.0,3508.0,3953.0,4622.0,5092.0,5460.0,5732.0,5996.0,6361.0,6629.0,6893.0,7256.0,7604.0,7897.0,8057.0,8323.0,8485.0,8641.0,8990.0,9244.0,9499.0,9777.0,10116.0,10373.0,10647.0,11040.0,11293.0,11453.0,11793.0,12214.0,12551.0,12798.0,13042.0,13299.0,13566.0,13990.0,14238.0,14665.0,14820.0,15158.0,15666.0,16100.0,16345.0,16766.0,17009.0,17258.0,17512.0,17757.0,18092.0,18616.0,18862.0,19107.0,19439.0,19776.0
Episode reward,0.0,63.31822214624774,90.33532697107935,79.11381647186477,80.39693690899779,85.63409522049781,91.41083892441699,85.874687216095,76.78914400577514,80.99036053967522,81.60447000270577,76.37913274466118,64.89437895507442,72.42714818069267,79.3441828858937,84.00279844238045,84.89905697349373,80.25955812226043,86.46712477145175,83.89539618766356,78.42235513536282,78.40205430959979,81.62976567417114,91.43827348608804,83.59724209219675,90.26402899213252,90.9314355742262,81.08506292896334,85.57304986461462,85.36344905644695,82.65998544934742,80.46440268709725,81.66533050357368,83.34851570207623,75.22743154110893,86.59045168044662,91.1546522993339,82.1168572956117,72.25779675113623,77.03071186901586,84.29298078943506,83.87964264034126,84.18238680237744,85.12745642178669,72.16871534507156,84.7547878017897,71.79363909512585,89.88772062167882,77.86084099326754,67.47744338598235,72.53548565776995,84.30925271435765,72.63166778453815,84.88873304875412,83.7495176416409,84.2999798881239,84.30216288518136,79.15781591615145,66.44039948081371,84.89857779101061,84.90345211468747,78.75820460958779,79.01654331508132
Episode feedback,0.8,0.3612637357674949,0.10909090842975207,0.11488250622746082,0.0683060107423333,0.04580152654274226,0.08917197395431864,0.05839416037082423,0.05676855882801625,0.01977401124357624,0.02857142848979592,0.02027027022461651,0.02844311372987558,0.0042643923150012955,0.0,0.011070110660257895,0.015209125417455798,0.008241758219116048,0.011235955014097547,0.019011406771819745,0.011049723726381978,0.014409221860492157,0.010273972567554888,0.006289308136545232,0.007547169782840869,0.01242236017128969,0.0,0.0057471264202668786,0.0,0.0,0.0,0.00295857987290361,0.003906249984741211,0.0,0.00510204080331112,0.007936507905013858,0.0,0.0029498524986730015,0.0,0.0,0.0,0.0,0.003906249984741211,0.0037593984821075246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,57.26001214981079,66.29802227020264,88.28050637245178,107.35057210922241,120.81870603561401,129.5187497138977,143.57035732269287,167.1433289051056,184.8192298412323,202.53976368904114,224.437650680542,256.83902740478516,279.82336592674255,298.64305210113525,313.0161998271942,326.76702857017517,345.60002756118774,359.77401518821716,373.6866810321808,392.3459777832031,410.38010811805725,425.63112688064575,434.5067527294159,448.44546127319336,457.4140696525574,466.1728765964508,484.2356262207031,497.69523906707764,511.179404258728,525.7461106777191,543.1887257099152,556.656822681427,571.2949059009552,591.4211852550507,604.9068088531494,613.8539261817932,631.4211776256561,652.0355052947998,668.8676884174347,681.8101484775543,694.5168917179108,708.2424349784851,722.263608455658,743.9934861660004,757.3139193058014,779.0582973957062,787.5119428634644,804.5433354377747,829.3846349716187,850.8905880451202,863.6805558204651,885.1463432312012,897.7599132061005,910.9922354221344,924.220193862915,936.784081697464,953.542816400528,979.9667162895203,992.7744891643524,1005.4769825935364,1022.7939474582672,1040.1891520023346
total minutes,0.0,0.9543335358301799,1.1049670378367107,1.4713417728741964,1.7891762018203736,2.0136451005935667,2.158645828564962,2.392839288711548,2.7857221484184267,3.080320497353872,3.3756627281506857,3.7406275113423666,4.280650456746419,4.663722765445709,4.977384201685587,5.21693666378657,5.446117142836253,5.760000459353129,5.996233586470286,6.228111350536347,6.539099629720052,6.8396684686342875,7.093852114677429,7.241779212156931,7.474091021219889,7.623567827542623,7.76954794327418,8.070593770345052,8.29492065111796,8.519656737645468,8.762435177961985,9.053145428498587,9.277613711357116,9.52158176501592,9.857019754250844,10.08178014755249,10.230898769696553,10.523686293760935,10.867258421579997,11.147794806957245,11.363502474625905,11.575281528631846,11.804040582974752,12.0377268075943,12.399891436100006,12.62189865509669,12.984304956595103,13.125199047724406,13.409055590629578,13.823077249526978,14.181509800752004,14.394675930341085,14.752439053853353,14.962665220101675,15.18320392370224,15.40366989771525,15.613068028291066,15.892380273342132,16.33277860482534,16.54624148607254,16.757949709892273,17.04656579097112,17.336485866705576
cummulative feedback,0.0,263.0,281.0,325.0,350.0,362.0,376.0,392.0,418.0,425.0,435.0,444.0,463.0,465.0,465.0,468.0,472.0,475.0,478.0,483.0,487.0,492.0,495.0,496.0,498.0,500.0,500.0,502.0,502.0,502.0,502.0,503.0,504.0,504.0,506.0,508.0,508.0,509.0,509.0,509.0,509.0,509.0,510.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,728.0,165.0,383.0,366.0,262.0,157.0,274.0,458.0,354.0,350.0,444.0,668.0,469.0,367.0,271.0,263.0,364.0,267.0,263.0,362.0,347.0,292.0,159.0,265.0,161.0,155.0,348.0,253.0,254.0,277.0,338.0,256.0,273.0,392.0,252.0,159.0,339.0,420.0,336.0,246.0,243.0,256.0,266.0,423.0,247.0,426.0,154.0,337.0,507.0,433.0,244.0,420.0,242.0,248.0,253.0,244.0,334.0,523.0,245.0,244.0,331.0,336.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
