,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4941.0,5823.0,6822.0,7821.0,8820.0,9819.0,10818.0,11817.0,12816.0,13815.0,14814.0,15813.0,16812.0,17811.0,18810.0,19809.0
Episode reward,0.0,-62.53796036508116,-61.715550602577665,-79.94734305424952,-73.8575287649967,29.7845962535971,36.25647686404029,-65.89257965731538,-86.80732403176731,-70.86880031400023,-63.45403128153357,-63.8503507612087,-52.5730924433023,-63.94167637558562,-64.2149036886253,-63.92000368343036,-72.9151910676064,-73.24515875695278,-63.637938731500455,-63.66011694199567,-63.63842426086644
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.5526659488678,84.46206021308899,126.73847031593323,169.13423919677734,209.84294652938843,248.1401288509369,291.0465428829193,333.97904753685,376.28219294548035,418.3637902736664,460.07972240448,502.4409821033478,544.5492551326752,587.2932758331299,630.0036699771881,674.9116322994232,721.3353078365326,767.862028837204,814.498428106308,860.7041425704956
total minutes,0.0,0.69254443248113,1.4077010035514832,2.112307838598887,2.818903986612956,3.4973824421564736,4.1356688141822815,4.850775714715322,5.566317458947499,6.271369882424673,6.972729837894439,7.667995373408,8.37401636838913,9.07582091887792,9.788221263885498,10.500061166286468,11.248527204990387,12.022255130608876,12.797700480620067,13.5749738017718,14.345069042841594
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,943.0,881.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
