,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Accumulated time steps,0.0,926.0,1925.0,2101.0,2729.0,2991.0,3718.0,4256.0,4523.0,5054.0,5308.0,5663.0,6305.0,6742.0,7200.0,7484.0,7840.0,8393.0,8671.0,9224.0,9479.0,9766.0,10021.0,10494.0,11472.0,11752.0,12010.0,12301.0,12935.0,13184.0,13611.0,13869.0,14225.0,14741.0,14997.0,15279.0,15539.0,15738.0,15916.0,16267.0,16531.0,16815.0,17178.0,17450.0,17712.0,18169.0,18628.0,19627.0,19979.0
Episode reward,0.0,50.8063734065492,-61.08531971274839,90.01727254164689,64.8943552290861,86.03004895367783,58.793181220966275,69.88335188345523,86.6023220000618,70.92381967947625,85.90185092528205,81.92260151339948,67.16287347631342,73.97638385010816,78.50143732652111,81.44689544610009,80.62245201162824,69.19286337304152,82.8884633396886,68.5614873781608,83.54605600003923,82.33276993670974,85.8371491037197,74.57881357959775,49.36180838782564,82.9588458026277,85.47624456300227,82.06484500842586,59.10157691252363,84.68124480215855,73.12357578637048,83.96385637876024,78.20797044839865,67.8813684983924,83.73822331815836,82.22483287442164,84.27461972337098,85.80902781627826,87.88884320528965,81.57240333838136,86.40752292111497,84.88450352582703,82.01820003359643,85.48388357898666,87.0196059810277,77.29858408090388,77.08082283009664,-66.24012253707384,78.5461342280552
Episode feedback,0.8,0.33225108189150315,0.0400801602804808,0.05714285681632653,0.027113237596310624,0.08812260502635018,0.031680440727712894,0.02793296084183806,0.04887218026739782,0.024528301840512638,0.027667984080363698,0.02542372874174088,0.014040561600560747,0.009174311905563505,0.015317286618561736,0.007067137784215061,0.011267605602063083,0.014492753596933418,0.0036101082902162155,0.0036231883992333546,0.003937007858515717,0.0,0.0,0.0021186440633079577,0.0010235414523812269,0.0,0.0,0.0034482758501783593,0.0,0.0,0.0,0.007782101137034626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002857142848979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00100200400701202,0.0
total seconds,0.0,71.43078684806824,121.26696133613586,130.4201467037201,160.19262647628784,174.01602149009705,209.54096388816833,235.70420837402344,249.1466121673584,274.9429771900177,288.2789161205292,306.0383234024048,337.3221035003662,359.70142912864685,382.917311668396,397.6690022945404,416.0866367816925,444.1723253726959,458.7687382698059,486.7413935661316,500.3982255458832,515.5795209407806,529.1679537296295,553.3951501846313,602.3662180900574,617.2747511863708,631.0173072814941,646.5385408401489,678.5385868549347,691.8957750797272,713.8840847015381,727.6410620212555,746.0440199375153,771.9276721477509,785.1884074211121,799.7715048789978,813.3327994346619,823.6810965538025,833.1170558929443,850.7889437675476,864.807868719101,879.6597125530243,898.1176762580872,912.2663285732269,925.7799816131592,948.6467723846436,970.935138463974,1018.8196976184845,1036.9857561588287
total minutes,0.0,1.1905131141344707,2.0211160222689313,2.1736691117286684,2.6698771079381305,2.900267024834951,3.492349398136139,3.9284034729003907,4.15244353612264,4.582382953166961,4.80464860200882,5.100638723373413,5.622035058339437,5.995023818810781,6.381955194473266,6.627816704909007,6.934777279694875,7.402872089544932,7.646145637830099,8.112356559435527,8.33997042576472,8.592992015679677,8.819465895493826,9.22325250307719,10.039436968167623,10.287912519772847,10.516955121358235,10.775642347335815,11.308976447582245,11.531596251328786,11.898068078358968,12.127351033687592,12.434066998958588,12.865461202462514,13.086473457018535,13.32952508131663,13.555546657244365,13.728018275896709,13.885284264882406,14.179815729459127,14.413464478651683,14.660995209217072,14.968627937634785,15.204438809553782,15.42966636021932,15.81077953974406,16.1822523077329,16.98032829364141,17.28309593598048
cummulative feedback,0.0,307.0,347.0,357.0,374.0,397.0,420.0,435.0,448.0,461.0,468.0,477.0,486.0,490.0,497.0,499.0,503.0,511.0,512.0,514.0,515.0,515.0,515.0,516.0,517.0,517.0,517.0,518.0,518.0,518.0,518.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,522.0,522.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,924.0,998.0,175.0,627.0,261.0,726.0,537.0,266.0,530.0,253.0,354.0,641.0,436.0,457.0,283.0,355.0,552.0,277.0,552.0,254.0,286.0,254.0,472.0,977.0,279.0,257.0,290.0,633.0,248.0,426.0,257.0,355.0,515.0,255.0,281.0,259.0,198.0,177.0,350.0,263.0,283.0,362.0,271.0,261.0,456.0,458.0,998.0,351.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
