,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
Accumulated time steps,0.0,1000.0,1629.0,1919.0,2277.0,2741.0,3387.0,3644.0,3907.0,4067.0,4326.0,4759.0,5026.0,5182.0,5457.0,5615.0,5779.0,5931.0,6201.0,6462.0,6736.0,6913.0,7274.0,7424.0,7578.0,7839.0,8199.0,8554.0,8814.0,8991.0,9181.0,9436.0,9691.0,9863.0,10226.0,10489.0,10645.0,10804.0,11082.0,11463.0,11621.0,11888.0,12039.0,12193.0,12360.0,12515.0,12674.0,12934.0,13090.0,13248.0,13424.0,13577.0,13842.0,13999.0,14250.0,14535.0,14692.0,15053.0,15308.0,15473.0,15636.0,15890.0,16046.0,16305.0,16564.0,16716.0,16873.0,17033.0,17304.0,17584.0,17764.0,18019.0,18290.0,18560.0,18718.0,18871.0,19027.0,19323.0,19477.0,19633.0,19789.0,19941.0,20100.0
Episode reward,0.0,-66.8147061616135,67.22080399419957,83.21568746169983,80.20774692124047,74.6170730716301,64.76357688095258,85.82798373870928,85.23323453534228,91.00446526144141,87.1216747980564,74.93957344930405,84.55991594334827,91.79074660347302,83.9996184449919,90.72163464658054,91.36420219018778,91.42903570845556,85.13799983486429,86.01710108079828,85.55151247562726,90.29523373722476,79.62777843897271,92.28743110094922,91.41063100572647,84.88620884647669,80.59954622886693,79.58288870823048,84.76102947293815,89.42313538258047,87.05090444962124,85.68858076602282,85.83251688729132,90.04664257228943,78.67133906765159,84.17978092674018,90.67702984861637,90.23909290864924,84.14074829747055,77.20254298313054,90.75505944983472,84.56228045721103,91.24890133977122,91.00047620320993,90.28109834641648,90.75911747928932,90.4209772016498,85.1497700146347,90.34332991008499,90.0799951232933,89.55641779078185,91.12501529186866,83.61164938271466,90.3730225732476,84.99967813163691,82.26986086900425,90.58943072573376,78.20879474532444,84.74096717907842,89.4304047110733,90.38702957945534,84.22757558629681,90.95141863982364,85.10312445838309,84.59179910232899,91.19424515699664,90.33767934249744,89.91290762143095,85.19101517890665,83.34796201036674,87.89348807356228,83.50475150778068,83.57465913316977,84.08642025011338,90.24555239780315,90.3634098163118,90.34178676917607,80.6253956842499,90.14116472122407,90.27747861403387,90.1754026961971,90.62292134739724,90.32007104846804
Episode feedback,0.8,0.01603206411219232,0.24840764291654835,0.18685121042612038,0.0644257701276589,0.11015118766706007,0.07131782934679406,0.08593749966430664,0.04580152654274226,0.07547169763854278,0.050387596703924044,0.02546296290402092,0.04135338330318277,0.03870967716961499,0.029197080185412116,0.01273885342204552,0.024539877150062103,0.006622516512433666,0.011152416315418526,0.019230769156804734,0.01465201459834427,0.005681818149535124,0.013888888850308641,0.013422818701860278,0.0,0.003846153831360947,0.019498607188026165,0.00847457624724696,0.0,0.0,0.005291005263010554,0.007874015717031434,0.003937007858515717,0.0,0.0,0.0038167938785618554,0.0,0.0,0.0,0.0,0.0,0.0,0.0066666666222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003937007858515717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.823129177093506,98.81267809867859,121.41525840759277,144.1167333126068,175.40523147583008,215.89399480819702,233.12093377113342,249.5113446712494,260.64781284332275,277.31411838531494,302.9867208003998,320.1160092353821,330.3131351470947,347.6355426311493,358.12627935409546,369.2773129940033,379.43532252311707,396.0327048301697,412.6191551685333,429.4218912124634,440.4446849822998,461.5895664691925,471.01414823532104,480.20532274246216,495.4445481300354,516.6196546554565,537.0383546352386,551.9928979873657,562.4150094985962,573.7929558753967,588.3544633388519,603.3698499202728,613.2410697937012,633.286922454834,648.1638474464417,657.1271388530731,666.6295695304871,682.2455360889435,703.0091547966003,712.2668776512146,727.3623423576355,736.4235382080078,745.6060345172882,755.2339055538177,764.2554595470428,773.5569076538086,788.2990489006042,797.5002975463867,806.6155815124512,816.8590714931488,825.8343932628632,840.4349205493927,849.79239153862,864.0489633083344,879.9717915058136,889.3667447566986,909.5831506252289,924.0602488517761,933.7999510765076,943.2738034725189,957.5356106758118,967.0721583366394,981.9286158084869,996.4792852401733,1005.3580729961395,1014.495109796524,1023.7278711795807,1039.1350841522217,1054.761287689209,1065.3123395442963,1079.5530877113342,1094.8667452335358,1110.356342792511,1119.5597937107086,1128.6765985488892,1137.957908630371,1154.6999497413635,1163.7946193218231,1173.0937359333038,1182.2166571617126,1191.5578274726868,1201.0608661174774
total minutes,0.0,0.7637188196182251,1.6468779683113097,2.023587640126546,2.4019455552101134,2.923420524597168,3.5982332468032836,3.885348896185557,4.15852241118749,4.3441302140553795,4.621901973088582,5.049778680006663,5.335266820589701,5.505218919118246,5.793925710519155,5.968771322568258,6.154621883233388,6.323922042051951,6.600545080502828,6.876985919475556,7.157031520207723,7.340744749704997,7.693159441153209,7.8502358039220175,8.003422045707703,8.25740913550059,8.610327577590942,8.950639243920644,9.199881633122763,9.37358349164327,9.563215931256613,9.805907722314199,10.056164165337881,10.220684496561686,10.5547820409139,10.802730790774028,10.952118980884553,11.110492825508118,11.370758934815724,11.716819246610006,11.871114627520244,12.122705705960591,12.27372563680013,12.426767241954803,12.587231759230296,12.737590992450714,12.892615127563477,13.138317481676738,13.291671625773112,13.44359302520752,13.614317858219147,13.763906554381053,14.007248675823211,14.163206525643666,14.400816055138906,14.666196525096893,14.82277907927831,15.159719177087148,15.401004147529601,15.563332517941793,15.721230057875315,15.958926844596864,16.117869305610657,16.365476930141448,16.60798808733622,16.75596788326899,16.908251829942067,17.062131186326344,17.318918069203693,17.57935479482015,17.755205659071603,17.99255146185557,18.247779087225595,18.50593904654185,18.659329895178477,18.811276642481484,18.96596514383952,19.24499916235606,19.396576988697053,19.551562265555063,19.70361095269521,19.859297124544778,20.017681101957958
cummulative feedback,0.0,16.0,172.0,226.0,249.0,300.0,346.0,368.0,380.0,392.0,405.0,416.0,427.0,433.0,441.0,443.0,447.0,448.0,451.0,456.0,460.0,461.0,466.0,468.0,468.0,469.0,476.0,479.0,479.0,479.0,480.0,482.0,483.0,483.0,483.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,628.0,289.0,357.0,463.0,645.0,256.0,262.0,159.0,258.0,432.0,266.0,155.0,274.0,157.0,163.0,151.0,269.0,260.0,273.0,176.0,360.0,149.0,153.0,260.0,359.0,354.0,259.0,176.0,189.0,254.0,254.0,171.0,362.0,262.0,155.0,158.0,277.0,380.0,157.0,266.0,150.0,153.0,166.0,154.0,158.0,259.0,155.0,157.0,175.0,152.0,264.0,156.0,250.0,284.0,156.0,360.0,254.0,164.0,162.0,253.0,155.0,258.0,258.0,151.0,156.0,159.0,270.0,279.0,179.0,254.0,270.0,269.0,157.0,152.0,155.0,295.0,153.0,155.0,155.0,151.0,158.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
