,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
Accumulated time steps,0.0,441.0,918.0,1199.0,1462.0,1920.0,2397.0,3396.0,3661.0,3818.0,4188.0,5114.0,5375.0,5534.0,5986.0,6254.0,6515.0,6775.0,7041.0,7403.0,7845.0,8107.0,8262.0,8436.0,8789.0,9080.0,9347.0,9612.0,9897.0,10076.0,10344.0,10511.0,10678.0,10970.0,11224.0,11568.0,11904.0,12330.0,12591.0,12884.0,13317.0,13761.0,14101.0,14669.0,15103.0,15441.0,15866.0,16249.0,16598.0,17025.0,17181.0,17696.0,17943.0,18207.0,18494.0,18740.0,19265.0,19694.0,19970.0
Episode reward,0.0,82.69717950615535,75.10403451619067,84.79587938929004,86.10948473007504,76.4777164629282,75.79590412758853,-61.18763270026573,86.18100536040933,91.19929877311624,79.8781365483612,45.88111138159693,87.13837430768754,91.17611980972083,73.64467029925156,81.58546241738424,85.35825857782682,86.8338991274344,85.29267867565964,81.14341916107266,75.935419556677,87.02519285424971,91.70894005658172,89.08004172417913,82.82933614659284,81.61298811514135,86.02510485673615,86.46559276103237,83.11829910257893,90.05306306597359,85.82399727859467,90.89865325531852,90.87723083943297,82.34559234073694,87.54927179376817,78.83366684327252,79.24604123499603,73.37744297822309,82.97880831994578,80.72586983643578,72.9588611482125,71.98777328834758,78.37340288769686,62.64525407478843,72.88381416365235,79.22445237647673,73.16143711950215,75.13442301596255,78.40026906712694,73.38128074392768,90.23046037377512,67.45971509004202,84.73159808952056,82.65042914586988,80.30846312566146,85.04560896189673,66.72198098249714,72.40621238603822,82.40287948572552
Episode feedback,0.8,0.4760820034713394,0.1596638652107902,0.12142857099489796,0.09923664084260825,0.0940919035140221,0.12394957957153449,0.0200400801402404,0.04924242405589991,0.05128205095332019,0.0487804876726816,0.017297297278597516,0.02307692298816568,0.0253164555359718,0.017738359162442662,0.022471910028195093,0.02307692298816568,0.019305019230482553,0.022641509348522607,0.011080332379278858,0.009070294764012938,0.0,0.006493506451340867,0.005780346787396839,0.005681818165676653,0.006896551700356719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039525691543376715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,29.92763662338257,56.17426943778992,71.32398295402527,85.21086883544922,109.03814005851746,134.45326685905457,182.06173419952393,195.8352496623993,204.38357305526733,223.37458419799805,269.2621736526489,283.28838419914246,292.1587746143341,315.2866585254669,329.4116539955139,343.228328704834,356.97642970085144,370.94528245925903,389.7139995098114,412.3832652568817,426.31309938430786,434.8551790714264,444.3919565677643,462.41914224624634,476.68201994895935,490.72838306427,504.597793340683,519.4788796901703,528.8259406089783,542.2624921798706,551.1522538661957,559.9949595928192,575.1083824634552,588.5612099170685,606.4540376663208,623.8636186122894,645.2197051048279,659.096346616745,674.6313922405243,696.4758596420288,718.3095979690552,735.8221273422241,763.9639933109283,785.6225693225861,802.8516788482666,824.1796264648438,843.8610465526581,861.719634771347,883.7816948890686,892.4026417732239,918.1728806495667,930.7585244178772,944.5058536529541,959.2493188381195,972.0744919776917,997.5248863697052,1018.6388168334961,1032.247082233429
total minutes,0.0,0.4987939437230428,0.9362378239631652,1.1887330492337544,1.420181147257487,1.8173023343086243,2.240887780984243,3.034362236658732,3.263920827706655,3.4063928842544557,3.7229097366333006,4.487702894210815,4.7214730699857075,4.869312910238902,5.254777642091115,5.490194233258565,5.720472145080566,5.9496071616808575,6.182421374320984,6.4952333251635235,6.873054420948028,7.105218323071798,7.247586317857107,7.406532609462738,7.706985704104105,7.944700332482656,8.178806384404501,8.409963222344716,8.657981328169505,8.813765676816304,9.037708202997843,9.185870897769927,9.333249326546987,9.585139707724254,9.809353498617808,10.10756729443868,10.39772697687149,10.753661751747131,10.984939110279083,11.243856537342072,11.607930994033813,11.971826632817587,12.263702122370402,12.732733221848806,13.093709488709768,13.380861314137777,13.736327107747396,14.064350775877635,14.361993912855784,14.72969491481781,14.873377362887064,15.302881344159443,15.512642073631287,15.741764227549234,15.987488647301992,16.20124153296153,16.62541477282842,16.977313613891603,17.204118037223814
cummulative feedback,0.0,209.0,285.0,319.0,345.0,388.0,447.0,467.0,480.0,488.0,506.0,522.0,528.0,532.0,540.0,546.0,552.0,557.0,563.0,567.0,571.0,571.0,572.0,573.0,575.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,439.0,476.0,280.0,262.0,457.0,476.0,998.0,264.0,156.0,369.0,925.0,260.0,158.0,451.0,267.0,260.0,259.0,265.0,361.0,441.0,261.0,154.0,173.0,352.0,290.0,266.0,264.0,284.0,178.0,267.0,166.0,166.0,291.0,253.0,343.0,335.0,425.0,260.0,292.0,432.0,443.0,339.0,567.0,433.0,337.0,424.0,382.0,348.0,426.0,155.0,514.0,246.0,263.0,286.0,245.0,524.0,428.0,275.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
