,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Accumulated time steps,0.0,249.0,707.0,1070.0,1454.0,1801.0,2152.0,2486.0,2728.0,3222.0,3651.0,3900.0,4150.0,4435.0,4775.0,5022.0,5292.0,5537.0,6130.0,6717.0,6890.0,7151.0,7512.0,8020.0,8417.0,8691.0,8901.0,9070.0,9357.0,9735.0,10004.0,10278.0,10536.0,10885.0,11304.0,11459.0,11704.0,12154.0,12493.0,12753.0,12997.0,13242.0,13409.0,13705.0,13879.0,14047.0,14531.0,14805.0,14972.0,15167.0,15444.0,15728.0,15897.0,16177.0,16656.0,16823.0,17100.0
Episode reward,0.0,90.67289434867764,79.35530794869325,80.56041101219468,83.2910763236601,74.96333955093351,74.99421567252682,77.25799659408436,83.97936975961015,68.19330938774311,88.61424844705843,83.64884213619786,85.44961389120199,83.09737319068708,81.95474186987877,80.38001279824533,85.14066998523109,81.50869774189482,54.29519719390125,55.21293140978386,90.99126080520128,87.54032676371487,83.50606785883141,62.60765279857427,80.89507214916608,84.95901682050919,87.37612171584263,91.19160587868964,79.13217780398303,80.57618809479882,86.58167632612663,85.76946020545297,80.34767629134856,73.22770701940831,68.74151310373036,88.54937498482268,82.55567091209366,67.47504051423586,76.02114357724074,81.91492750822431,82.799835762276,82.10974488237403,90.45198112226655,82.55676253360639,90.92167891438957,90.99416473287371,77.57044221155472,87.36727104738223,90.33797623811635,89.26642028513974,85.15572816968614,83.99056435362161,90.99956173430618,84.57736218504645,79.15835113628788,90.35953139956386,85.27632478180679
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,10.860673189163208,31.644492387771606,48.1517698764801,65.27341103553772,81.17241954803467,97.26631736755371,112.60424399375916,123.98758721351624,145.8964376449585,165.05323481559753,176.39870595932007,188.09353280067444,201.42065858840942,217.25116181373596,228.67014908790588,241.00782227516174,252.56730556488037,278.9569339752197,305.6998436450958,314.05322313308716,326.44267654418945,342.5269784927368,365.2260961532593,383.05380272865295,395.6800515651703,405.7510612010956,413.9577260017395,427.2327947616577,444.5478162765503,457.23436069488525,469.95747995376587,482.301171541214,498.28390765190125,517.3410551548004,524.8912668228149,536.5413503646851,556.7624974250793,572.4119637012482,584.4213438034058,595.9194943904877,607.5529589653015,615.7500488758087,629.4711945056915,637.8532509803772,645.7846508026123,667.1387672424316,679.737752199173,687.8713388442993,697.2842221260071,709.9223310947418,723.1921148300171,731.5011086463928,744.5517363548279,766.0740783214569,774.3842132091522,786.9758946895599
total minutes,0.0,0.1810112198193868,0.5274082064628601,0.802529497941335,1.0878901839256288,1.3528736591339112,1.6211052894592286,1.876737399895986,2.0664597868919374,2.4316072940826414,2.7508872469266255,2.9399784326553347,3.134892213344574,3.3570109764734903,3.620852696895599,3.8111691514650983,4.016797037919362,4.209455092748006,4.649282232920329,5.09499739408493,5.234220385551453,5.440711275736491,5.708782974878947,6.087101602554322,6.384230045477549,6.594667526086171,6.762517686684927,6.899295433362325,7.120546579360962,7.4091302712758385,7.620572678248087,7.832624665896097,8.038352859020232,8.304731794198354,8.622350919246674,8.748187780380249,8.942355839411418,9.279374957084656,9.540199395020803,9.740355730056763,9.931991573174795,10.125882649421692,10.262500814596812,10.49118657509486,10.63088751633962,10.763077513376873,11.118979454040527,11.328962536652883,11.464522314071655,11.621403702100118,11.83203885157903,12.053201913833618,12.191685144106547,12.409195605913798,12.767901305357615,12.90640355348587,13.116264911492665
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,247.0,457.0,362.0,383.0,346.0,350.0,333.0,241.0,493.0,428.0,248.0,249.0,284.0,339.0,246.0,269.0,244.0,592.0,586.0,172.0,260.0,360.0,507.0,396.0,273.0,209.0,168.0,286.0,377.0,268.0,273.0,257.0,348.0,418.0,154.0,244.0,449.0,338.0,259.0,243.0,244.0,166.0,295.0,173.0,167.0,483.0,273.0,166.0,194.0,276.0,283.0,168.0,279.0,478.0,166.0,276.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
