,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Accumulated time steps,0.0,877.0,1339.0,1800.0,2254.0,2618.0,2985.0,3811.0,4162.0,4416.0,4856.0,5306.0,5554.0,5802.0,6049.0,6302.0,6564.0,6908.0,7299.0,7454.0,7699.0,7965.0,8216.0,8597.0,9045.0,9407.0,9599.0,9874.0,10225.0,10380.0,10655.0,10810.0,11099.0,11602.0,11757.0,12022.0,12273.0,12530.0,12807.0,13073.0,13325.0,13583.0,13740.0,13902.0,14167.0,14447.0,14704.0,14857.0,15099.0,15343.0,15606.0,15859.0,16138.0,16405.0,16581.0,16850.0,17022.0,17179.0,17341.0,17497.0,17770.0,17926.0,18194.0,18541.0,18697.0,18861.0,19114.0,19276.0,19433.0,19589.0,19857.0
Episode reward,0.0,51.50763985559311,74.98819626703911,74.45324705464247,74.87855885382535,80.15140756477055,79.98445453202503,51.66447273015142,81.0345381352324,85.56231751586627,73.32901436248181,73.19913844261463,85.19928660634494,85.33163194425481,85.56596988914106,85.26977571916825,85.05605339995026,75.68503557411823,79.94283745006457,87.55739551623232,88.00466323431034,84.79686351778501,85.93005359806811,78.88198910185397,73.54876146024678,77.90114819468894,87.56289124253968,82.59360529859983,79.34110369296118,91.01872084804336,85.67369571656509,90.85784267135266,81.13784170709634,64.14382341934711,91.2445573099508,84.18784943343887,86.08935071540591,85.34368775509108,86.43545790488346,84.02409269001751,86.3539541876764,85.89256012514446,90.77243863311095,90.82172019689655,84.27222105794854,82.58914977188553,85.4007548948018,88.59661091965268,82.84177481362741,82.72357349552814,85.89655296674698,86.68128127259726,83.05547080358775,84.45558234481642,89.6916487483298,84.61195479351697,90.08427860350687,91.00156710213183,91.03362851621671,91.36501695146535,84.89170210209898,91.37152615511974,84.29871024724991,81.99686755417338,91.30085349509258,90.85121386208411,86.63065536885068,91.02907765472001,91.39232811101753,91.1584954818035,84.53790672767018
Episode feedback,0.8,0.43428571378938774,0.2082429496567398,0.14999999967391303,0.06181015438894006,0.060606060439101765,0.054644808593866646,0.038787878740863174,0.04857142843265306,0.015810276617350686,0.01366742593697625,0.02895322933417989,0.028340080856922748,0.016194331918241572,0.03252032507105559,0.03174603162005543,0.026819923268889184,0.011661807546175488,0.020512820460223537,0.0,0.020491803194705723,0.015094339565681738,0.003999999984,0.002631578940443213,0.00894854584127842,0.0,0.010471204133658617,0.0,0.0,0.0,0.007299270046353029,0.0,0.003472222210165895,0.0019920318685417693,0.0,0.0,0.0,0.0,0.010869565178008822,0.0037735848914204344,0.0,0.0,0.0,0.0,0.0,0.0,0.003906249984741211,0.0,0.0,0.004115226320513472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,76.61896085739136,107.11373400688171,135.85589337348938,159.7374143600464,178.91275596618652,198.2666289806366,241.2909801006317,259.4183437824249,272.7973823547363,295.18249106407166,318.0652813911438,331.0550365447998,344.24712014198303,357.27845668792725,370.9249451160431,384.7004313468933,402.4775547981262,422.73677372932434,431.3179061412811,444.31306314468384,457.9318416118622,471.31041145324707,490.6697039604187,512.697484254837,530.8658487796783,540.9844760894775,554.9006743431091,572.8305041790009,581.5745825767517,595.8464601039886,604.5223033428192,619.6743750572205,645.4366495609283,653.9283347129822,667.6332113742828,680.5148289203644,693.9300136566162,708.5662825107574,722.6887385845184,736.1114456653595,749.6961319446564,758.2764630317688,767.0064356327057,780.7222836017609,795.2637820243835,808.9120302200317,817.3816792964935,829.8790400028229,842.1703503131866,855.3753483295441,868.6596028804779,882.911687374115,896.8817715644836,906.1923937797546,920.3191895484924,929.7085876464844,938.3246958255768,947.1699197292328,955.3806948661804,968.8627622127533,977.0982618331909,990.1664371490479,1006.898948431015,1015.0076568126678,1023.6826186180115,1036.4222481250763,1045.058835029602,1053.189600944519,1061.2799937725067,1074.303035736084
total minutes,0.0,1.2769826809565226,1.7852289001146953,2.2642648895581563,2.6622902393341064,2.9818792661031086,3.304443816343943,4.021516335010529,4.323639063040416,4.546623039245605,4.919708184401194,5.30108802318573,5.51758394241333,5.737452002366384,5.954640944798787,6.182082418600718,6.411673855781555,6.707959246635437,7.045612895488739,7.188631769021352,7.405217719078064,7.632197360197703,7.855173524220785,8.177828399340312,8.544958070913951,8.847764146327972,9.016407934824626,9.248344572385152,9.547175069650015,9.692909709612529,9.930774335066477,10.07537172238032,10.327906250953674,10.757277492682139,10.898805578549704,11.12722018957138,11.341913815339407,11.56550022761027,11.809438041845958,12.044812309741975,12.268524094422657,12.49493553241094,12.63794105052948,12.783440593878428,13.012038060029347,13.25439636707306,13.481867170333862,13.623027988274892,13.831317333380381,14.036172505219778,14.256255805492401,14.477660048007966,14.715194789568583,14.948029526074727,15.103206562995911,15.33865315914154,15.495143127441406,15.638744930426279,15.786165328820546,15.923011581103006,16.14771270354589,16.284971030553184,16.50277395248413,16.781649140516915,16.916794280211132,17.06137697696686,17.273704135417937,17.417647250493367,17.553160015741984,17.687999896208446,17.9050505956014
cummulative feedback,0.0,380.0,476.0,545.0,573.0,595.0,615.0,647.0,664.0,668.0,674.0,687.0,694.0,698.0,706.0,714.0,721.0,725.0,733.0,733.0,738.0,742.0,743.0,744.0,748.0,748.0,750.0,750.0,750.0,750.0,752.0,752.0,753.0,754.0,754.0,754.0,754.0,754.0,757.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,759.0,759.0,759.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,875.0,461.0,460.0,453.0,363.0,366.0,825.0,350.0,253.0,439.0,449.0,247.0,247.0,246.0,252.0,261.0,343.0,390.0,154.0,244.0,265.0,250.0,380.0,447.0,361.0,191.0,274.0,350.0,154.0,274.0,154.0,288.0,502.0,154.0,264.0,250.0,256.0,276.0,265.0,251.0,257.0,156.0,161.0,264.0,279.0,256.0,152.0,241.0,243.0,262.0,252.0,278.0,266.0,175.0,268.0,171.0,156.0,161.0,155.0,272.0,155.0,267.0,346.0,155.0,163.0,252.0,161.0,156.0,155.0,267.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
