,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
Accumulated time steps,0.0,1000.0,1158.0,1528.0,2490.0,2782.0,3053.0,3684.0,3847.0,4132.0,4477.0,4745.0,5098.0,5436.0,5587.0,6586.0,7031.0,7456.0,8281.0,8621.0,8881.0,9437.0,9592.0,9855.0,10029.0,10302.0,10465.0,11133.0,11402.0,11681.0,11950.0,12226.0,12394.0,12675.0,12943.0,13299.0,13549.0,13900.0,14274.0,14458.0,14742.0,14915.0,15199.0,15473.0,15857.0,16236.0,16511.0,16681.0,16960.0,17131.0,17414.0,17691.0,17861.0,18238.0,18733.0,18926.0,19208.0,19491.0,19767.0
Episode reward,0.0,-63.52866029362845,91.27909865733697,80.75060824880896,45.030284006004855,83.8045975840837,86.04952332895515,66.3633563180245,90.55669499875228,83.50466317112318,81.22403645591956,85.88643809471414,81.16182665943509,81.7080902882133,92.0622619144271,-58.73766846142566,75.84722699253807,73.82469385999123,49.14756340431567,80.37755756439037,85.05352538908929,69.84437541628893,92.01602050751004,84.78019076000007,90.92961310008127,85.49817744930986,91.62032277963557,58.89522492403525,83.5963012670728,84.66407348256577,86.45995509188552,85.28575982123293,90.96314092448902,84.00782046338081,86.59551966312429,80.94961805128779,84.70155022775458,77.74884875555964,75.46224545322502,87.89193971778239,83.6173436508088,90.35809780990998,83.98644493195846,86.00625860615241,79.53278893299672,80.58858933169746,85.58981466167495,90.27552435302582,85.93786950210604,90.30942571368213,84.37256897238808,85.23601567260398,89.89046532950924,81.50636935210109,73.47945120844119,88.961782959067,83.98533819355094,84.01317080262012,86.06397776371001
Episode feedback,0.8,0.23847695366886076,0.22929936159681935,0.30352303440779665,0.06555671169036763,0.08247422652070713,0.08148148117969822,0.025396825356512977,0.02469135787227557,0.03521126748165047,0.008720930207206599,0.018726591690162577,0.02272727266270661,0.011869436166559536,0.013333333244444445,0.0150300601051803,0.009009008988718448,0.002358490560475258,0.008495145620758319,0.005899704997346003,0.00386100384609651,0.0036036035971106243,0.006493506451340867,0.0038167938785618554,0.0,0.0,0.0,0.001499250372564842,0.0037313432696591668,0.0,0.0,0.0,0.0,0.0,0.0,0.002816901400515771,0.0,0.0,0.0,0.005464480844456389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,70.61471772193909,81.01403713226318,108.82916140556335,160.4196834564209,176.29434728622437,190.6262722015381,222.1262469291687,231.1842396259308,245.92091298103333,263.86512756347656,278.05790543556213,296.2245111465454,313.69803261756897,322.13281655311584,371.79630947113037,394.56240487098694,415.8196723461151,456.4215683937073,473.59332251548767,487.11719846725464,514.0806589126587,522.4300067424774,535.8579776287079,545.0265278816223,559.0505764484406,567.7241756916046,600.1442108154297,613.6221349239349,628.1212892532349,641.8831119537354,656.014407157898,665.2305219173431,679.7454309463501,693.6390836238861,712.2584388256073,725.400720834732,743.2762506008148,761.9403507709503,771.8001012802124,786.4224307537079,795.6600518226624,810.4728481769562,824.6204361915588,844.17546916008,863.4168260097504,877.7374908924103,887.0575997829437,901.8792440891266,911.1005647182465,925.8217923641205,940.383570432663,949.7055978775024,969.0807435512543,994.5785858631134,1004.7810235023499,1018.6997766494751,1032.9105174541473,1046.5754079818726
total minutes,0.0,1.176911962032318,1.3502339522043865,1.8138193567593892,2.673661390940348,2.9382391214370727,3.1771045366923016,3.702104115486145,3.85307066043218,4.098681883017222,4.397752126057942,4.634298423926036,4.937075185775757,5.228300543626149,5.368880275885264,6.196605157852173,6.576040081183115,6.930327872435252,7.6070261398951216,7.893222041924795,8.118619974454244,8.568010981877645,8.707166779041291,8.930966293811798,9.083775464693705,9.31750960747401,9.462069594860077,10.002403513590496,10.227035582065582,10.468688154220581,10.69805186589559,10.933573452631633,11.087175365289053,11.329090515772501,11.560651393731435,11.870973980426788,12.090012013912201,12.38793751001358,12.699005846182505,12.863335021336873,13.107040512561799,13.26100086371104,13.50788080294927,13.743673936525981,14.069591152668,14.390280433495839,14.628958181540172,14.784293329715728,15.031320734818776,15.185009411970775,15.430363206068675,15.673059507211049,15.828426631291707,16.151345725854238,16.576309764385222,16.746350391705832,16.978329610824584,17.215175290902454,17.442923466364544
cummulative feedback,0.0,238.0,274.0,386.0,449.0,473.0,495.0,511.0,515.0,525.0,528.0,533.0,541.0,545.0,547.0,562.0,566.0,567.0,574.0,576.0,577.0,579.0,580.0,581.0,581.0,581.0,581.0,582.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,584.0,584.0,584.0,584.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,157.0,369.0,961.0,291.0,270.0,630.0,162.0,284.0,344.0,267.0,352.0,337.0,150.0,998.0,444.0,424.0,824.0,339.0,259.0,555.0,154.0,262.0,173.0,272.0,162.0,667.0,268.0,278.0,268.0,275.0,167.0,280.0,267.0,355.0,249.0,350.0,373.0,183.0,283.0,172.0,283.0,273.0,383.0,378.0,274.0,169.0,278.0,170.0,282.0,276.0,169.0,376.0,494.0,192.0,281.0,282.0,275.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
