,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
Accumulated time steps,0.0,1000.0,1769.0,2290.0,2643.0,3010.0,3371.0,3545.0,3831.0,4103.0,4482.0,4659.0,4827.0,4987.0,5468.0,5841.0,5997.0,6254.0,6504.0,6658.0,6811.0,7079.0,7350.0,7506.0,7667.0,7862.0,8022.0,8382.0,8639.0,8805.0,8960.0,9221.0,9379.0,9710.0,9881.0,10277.0,10445.0,10598.0,10844.0,11119.0,11498.0,11649.0,11906.0,12059.0,12208.0,12358.0,12523.0,12683.0,12836.0,13100.0,13251.0,13526.0,13995.0,14251.0,14407.0,14676.0,14833.0,14986.0,15144.0,15297.0,15444.0,15714.0,15972.0,16246.0,16426.0,16596.0,16869.0,17024.0,17287.0,17540.0,17687.0,17844.0,18002.0,18154.0,18314.0,18466.0,18713.0,18992.0,19246.0,19399.0,19680.0,19935.0,20287.0
Episode reward,0.0,-60.40606334937776,52.62346419182863,67.19948552904327,79.75664433337124,78.64047331814803,80.18244084926894,89.23870035385524,81.90892421856674,84.67883705595219,77.00956383346269,88.66568932245063,89.78182726582384,91.20856739648187,71.00136172024699,77.36064940579584,89.20435232620744,84.70505722944974,86.26169325998058,91.37149031376609,91.43143084590632,83.44181712663082,83.1571150228556,90.46969558022573,91.23352396710341,87.57727386055019,91.02629132071571,79.3443823084513,83.61305041871458,89.95712522284842,91.03407867939544,84.31517457538106,90.4338441373267,81.31410575378226,89.3744696452848,74.04770167694313,91.1031665310673,90.518272740321,86.77277111379681,82.8516748027314,77.94417709061267,92.05764661700114,85.50791751347906,92.46462854027273,91.67617186490162,91.73302907840022,90.77644822567811,91.48473777649009,91.01586624568556,84.29878279988392,90.9445089877102,84.61424890594893,77.11287147944005,86.69979942706384,90.99876300682136,83.93959130389477,91.89619694123749,90.99733140301322,90.23287184383246,90.86328562257742,91.54119233937259,85.29044196293246,86.74438301677601,83.38095426902058,89.18200796264347,89.48730303331429,82.8779165345937,90.95916669420747,83.68936517377423,85.91986881294316,91.21426445873543,90.67019763317492,90.45677605758024,90.99632773200427,90.98583993733916,91.60331641434257,84.57677130583464,81.79474329781463,85.24682837084558,90.5804444481257,81.60093969948552,86.65266344737029,78.19517080768533
Episode feedback,0.8,0.21342685349356028,0.21874999971516929,0.12115384592085798,0.1079545451478564,0.09562841503926663,0.07777777756172839,0.06358381466136523,0.0561403506802093,0.04797047952778421,0.05291005277007923,0.017045454448605373,0.03592814349743627,0.018867924409635695,0.031249999934895835,0.02150537628627587,0.019354838584807493,0.019531249923706057,0.01606425696359736,0.019607843009099065,0.01315789465027701,0.022471910028195093,0.01481481475994513,0.012903225723204995,0.006249999960937501,0.005154639148687427,0.006289308136545232,0.0027855153125751664,0.0,0.0,0.006493506451340867,0.007692307662721894,0.0,0.0030303030211202937,0.005882352906574395,0.0025316455632110237,0.0,0.0,0.0122448979092045,0.0,0.0,0.0066666666222222224,0.003906249984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156861207228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,69.76500749588013,126.34033513069153,160.04991793632507,182.5913484096527,205.6373701095581,227.86181712150574,238.9055211544037,256.10050344467163,272.2353484630585,294.7652516365051,305.23131918907166,315.26508712768555,324.8277714252472,352.4004716873169,373.6980266571045,382.8865761756897,397.3326795101166,411.2461359500885,420.5065801143646,429.71905970573425,445.2267301082611,460.6288638114929,469.8141498565674,479.43862986564636,490.6232204437256,499.95244312286377,519.484156370163,533.6113753318787,543.4072513580322,552.5351107120514,567.3464872837067,576.3831315040588,594.5183916091919,604.5163152217865,626.0692551136017,635.6013331413269,644.3085925579071,658.3110113143921,673.4511895179749,693.8607242107391,702.5779092311859,716.7819406986237,725.5717213153839,734.309830904007,743.0507981777191,752.48708319664,761.5980560779572,770.285965681076,784.5184216499329,793.3307259082794,808.2906167507172,833.6949844360352,848.4586362838745,857.5167217254639,872.2738292217255,881.1894104480743,890.0714781284332,899.4232711791992,908.0990695953369,916.7553572654724,931.5300598144531,945.6601600646973,960.5165283679962,970.562591791153,980.2260994911194,995.1145226955414,1004.0810012817383,1018.4843101501465,1032.5119726657867,1040.9668283462524,1049.987356185913,1059.239563703537,1068.1065156459808,1077.2892377376556,1086.0035870075226,1099.561129808426,1114.9439384937286,1128.8733360767365,1137.635966539383,1152.9911420345306,1167.0450422763824,1186.1999006271362
total minutes,0.0,1.1627501249313354,2.1056722521781923,2.6674986322720846,3.0431891401608784,3.4272895018259684,3.797696952025096,3.981758685906728,4.26834172407786,4.537255807717641,4.912754193941752,5.087188653151194,5.254418118794759,5.413796190420786,5.8733411947886145,6.2283004442850745,6.381442936261495,6.622211325168609,6.8541022658348085,7.008443001906077,7.161984328428904,7.420445501804352,7.677147730191549,7.830235830942789,7.990643831094106,8.177053674062092,8.332540718714396,8.65806927283605,8.893522922197977,9.05678752263387,9.208918511867523,9.455774788061778,9.606385525067648,9.908639860153198,10.07527192036311,10.434487585226695,10.59335555235545,10.738476542631785,10.971850188573201,11.224186491966247,11.564345403512318,11.709631820519766,11.946365678310395,12.092862021923064,12.238497181733448,12.384179969628653,12.541451386610667,12.693300934632619,12.838099428017934,13.075307027498882,13.22217876513799,13.47151027917862,13.894916407267253,14.140977271397908,14.291945362091065,14.537897153695424,14.686490174134573,14.834524635473887,14.990387852986654,15.134984493255615,15.27925595442454,15.525500996907551,15.761002667744954,16.00860880613327,16.176043196519217,16.337101658185322,16.58524204492569,16.734683354695637,16.97473850250244,17.208532877763112,17.349447139104207,17.49978926976522,17.653992728392282,17.801775260766348,17.954820628960928,18.10005978345871,18.32601883014043,18.582398974895476,18.81455560127894,18.960599442323048,19.216519033908845,19.450750704606374,19.769998343785605
cummulative feedback,0.0,213.0,381.0,444.0,482.0,517.0,545.0,556.0,572.0,585.0,605.0,608.0,614.0,617.0,632.0,640.0,643.0,648.0,652.0,655.0,657.0,663.0,667.0,669.0,670.0,671.0,672.0,673.0,673.0,673.0,674.0,676.0,676.0,677.0,678.0,679.0,679.0,679.0,682.0,682.0,682.0,683.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,768.0,520.0,352.0,366.0,360.0,173.0,285.0,271.0,378.0,176.0,167.0,159.0,480.0,372.0,155.0,256.0,249.0,153.0,152.0,267.0,270.0,155.0,160.0,194.0,159.0,359.0,256.0,165.0,154.0,260.0,157.0,330.0,170.0,395.0,167.0,152.0,245.0,274.0,378.0,150.0,256.0,152.0,148.0,149.0,164.0,159.0,152.0,263.0,150.0,274.0,468.0,255.0,155.0,268.0,156.0,152.0,157.0,152.0,146.0,269.0,257.0,273.0,179.0,169.0,272.0,154.0,262.0,252.0,146.0,156.0,157.0,151.0,159.0,151.0,246.0,278.0,253.0,152.0,280.0,254.0,351.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
