,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Accumulated time steps,0.0,1000.0,1442.0,2441.0,2711.0,3453.0,3719.0,4101.0,4457.0,4809.0,4980.0,5517.0,5774.0,6225.0,6491.0,6658.0,7034.0,7425.0,7787.0,7947.0,8207.0,8465.0,8904.0,9160.0,9636.0,9889.0,10155.0,10461.0,10657.0,11037.0,11306.0,11797.0,12071.0,12254.0,12710.0,12963.0,13415.0,13924.0,14269.0,14442.0,14870.0,15294.0,15809.0,16315.0,16580.0,16913.0,17246.0,17582.0,17839.0,18006.0,18383.0,18665.0,19169.0,19560.0,19909.0
Episode reward,0.0,-75.12709348176881,80.03434460547575,-55.34771113265557,85.67863909284937,58.49879193213535,85.1881207208069,78.87578394828824,80.81500116333585,81.029321527016,89.64202535257394,68.6319985350857,86.03265297377749,72.63820559193891,83.9320110068846,89.90220401632024,77.26330729169125,77.8004331470743,80.41326342293765,90.84071798165394,87.33996532150583,86.09122221181731,76.86751942699712,86.4776469850484,74.06495267368275,86.88392504840996,85.23195158673593,83.20366977694586,90.29970235342594,87.9300787735879,84.66051627762178,73.38830413047317,84.21633922370081,88.72523276946231,74.48240829865205,86.25555974019504,69.54181006514149,65.65135229611363,77.2922582994079,87.36132054591043,71.49739203405159,71.71460663146372,63.938602467435814,65.59817485426385,82.54688575879598,77.63596639425802,77.80308338143574,76.94028441341428,85.11558755216646,90.70136448474078,79.00430002704078,83.49092444106978,71.04066283995925,77.5644459848339,82.38786437117808
Episode feedback,0.8,0.007014028049084141,0.33333333257747544,0.07214428850486544,0.09293680262848772,0.03643724691438968,0.045283018697045214,0.03412073481858075,0.045070422408252334,0.025641025567974287,0.029411764532871972,0.013059701468172199,0.007812499969482422,0.013333333303703704,0.0,0.02409638539700973,0.005333333319111111,0.007692307672583826,0.019390581663738003,0.012578616273090464,0.01544401538438604,0.007782101137034626,0.0,0.00784313722414456,0.0042105263069252075,0.0,0.0037735848914204344,0.0,0.0,0.0026385224204788327,0.0037313432696591668,0.002040816322365681,0.0,0.0,0.0,0.003968253952506929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003906249984741211,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.806071758270264,74.13130211830139,123.8796763420105,138.21411633491516,174.98917603492737,188.87610602378845,208.15493202209473,226.53074431419373,244.92829132080078,254.31774353981018,281.9068579673767,295.3731572628021,318.1686556339264,332.1959476470947,341.30976462364197,360.7875919342041,380.74718379974365,399.3047208786011,408.2286579608917,421.84955501556396,434.98094630241394,456.85073828697205,470.52808141708374,494.78751254081726,507.43199610710144,520.8160696029663,536.1597435474396,546.574588060379,566.1157877445221,580.4350817203522,605.3034379482269,619.2458128929138,629.3283352851868,652.8359315395355,666.1004059314728,688.0670609474182,713.1690592765808,730.4455845355988,739.9085891246796,761.2500681877136,782.7749466896057,808.3331682682037,833.7034733295441,847.5553026199341,864.9468894004822,882.1343672275543,899.1887183189392,912.4367125034332,921.5304045677185,940.6566395759583,955.038645029068,979.5544540882111,998.5074706077576,1015.2109353542328
total minutes,0.0,0.7634345293045044,1.2355217019716898,2.0646612723668416,2.3035686055819196,2.9164862672487897,3.147935100396474,3.469248867034912,3.775512405236562,4.082138188680013,4.238629058996836,4.698447632789612,4.922885954380035,5.302810927232106,5.536599127451579,5.6884960770607,6.013126532236735,6.345786396662394,6.655078681310018,6.803810966014862,7.030825916926066,7.249682438373566,7.614178971449534,7.842134690284729,8.246458542346954,8.457199935118357,8.680267826716106,8.93599572579066,9.109576467672984,9.435263129075368,9.673918028672537,10.088390632470448,10.320763548215231,10.488805588086446,10.88059885899226,11.101673432191212,11.467784349123637,11.886150987943013,12.174093075593312,12.33180981874466,12.687501136461893,13.04624911149343,13.472219471136729,13.895057888825734,14.125921710332234,14.415781490008037,14.702239453792572,14.986478638648986,15.207278541723888,15.358840076128642,15.677610659599305,15.917310750484466,16.325907568136852,16.64179117679596,16.920182255903878
cummulative feedback,0.0,7.0,154.0,226.0,251.0,278.0,290.0,303.0,319.0,328.0,333.0,340.0,342.0,348.0,348.0,352.0,354.0,357.0,364.0,366.0,370.0,372.0,372.0,374.0,376.0,376.0,377.0,377.0,377.0,378.0,379.0,380.0,380.0,380.0,380.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,382.0,382.0,382.0,382.0,382.0,382.0,382.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,441.0,998.0,269.0,741.0,265.0,381.0,355.0,351.0,170.0,536.0,256.0,450.0,265.0,166.0,375.0,390.0,361.0,159.0,259.0,257.0,438.0,255.0,475.0,252.0,265.0,305.0,195.0,379.0,268.0,490.0,273.0,182.0,455.0,252.0,451.0,508.0,344.0,172.0,427.0,423.0,514.0,505.0,264.0,332.0,332.0,335.0,256.0,166.0,376.0,281.0,503.0,390.0,348.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
