,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Accumulated time steps,0.0,541.0,898.0,1236.0,1580.0,2405.0,2835.0,3072.0,3656.0,4131.0,4278.0,4539.0,4694.0,4854.0,5018.0,5272.0,5540.0,5808.0,6233.0,6481.0,6637.0,6978.0,7220.0,7557.0,7799.0,8049.0,8468.0,8805.0,8964.0,9240.0,9493.0,9768.0,10220.0,10473.0,10827.0,11003.0,11349.0,11508.0,11770.0,12025.0,12287.0,12555.0,12714.0,12973.0,13335.0,13593.0,13872.0,14117.0,14362.0,14521.0,15028.0,15297.0,15634.0,15881.0,16130.0,16422.0,16806.0,17139.0,17495.0,17739.0,18214.0
Episode reward,0.0,66.25697501199258,76.1192538462087,84.09246547800814,74.62736606967657,44.588307517576666,77.83843288600082,88.76523150094022,62.953754893581106,84.45357444620649,91.9240257008905,85.30352584300675,91.88730927281061,91.44266380829642,91.19196386687295,87.06747207409309,84.83806778264346,81.7948417926493,74.16821793352358,86.40637229569236,91.22706775317194,81.60877625490048,84.25587476717419,78.14091381659372,84.05117934306328,87.40856135477537,71.93680474983849,78.26210431921496,91.3539254838878,83.86159742205265,86.98571526905948,83.97481804574889,76.05651704112921,86.97767622933276,82.12865866512306,90.00018954385845,83.09633243382905,91.58313831950525,86.20752492843906,87.07537463252363,86.1993304823149,86.02894575213043,91.59706460858644,86.5554227561526,81.26547935302104,87.01977419820818,83.94592500697588,84.5042740095485,84.44910605726787,89.19272679915133,65.89959858837948,82.65649672217017,78.40055434958853,84.41501037594921,83.37957067543363,78.85845673618832,74.3305739956208,78.12218957869942,75.23861934538972,84.38576215020741,68.00967753073387
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,22.00508999824524,37.60749268531799,52.40186905860901,67.58712649345398,102.40123271942139,121.32704854011536,132.28385543823242,157.03355646133423,177.24882316589355,184.16248965263367,195.7004964351654,203.11495542526245,210.6745069026947,218.36716890335083,230.16606831550598,242.5276529788971,254.90785789489746,274.0284526348114,285.526859998703,293.0064549446106,307.96197986602783,319.04117369651794,334.0936222076416,345.1698820590973,356.6229190826416,375.3060851097107,390.387629032135,397.9554717540741,410.5610327720642,422.10291266441345,434.9969675540924,455.2257630825043,466.70225405693054,482.70467257499695,491.22401237487793,506.6561942100525,514.5944256782532,526.5766153335571,538.5867116451263,550.7849338054657,563.2056241035461,570.7294869422913,582.5647401809692,598.8803632259369,610.7759256362915,623.8023426532745,635.2909896373749,646.6265444755554,654.3990278244019,676.7710955142975,689.2010588645935,704.3498156070709,715.5374839305878,727.1501533985138,740.1433773040771,757.124983549118,771.9525949954987,788.013854265213,799.3968818187714,820.3375318050385
total minutes,0.0,0.366751499970754,0.6267915447552999,0.8733644843101501,1.126452108224233,1.7066872119903564,2.022117475668589,2.20473092397054,2.617225941022237,2.9541470527648928,3.0693748275438946,3.26167494058609,3.3852492570877075,3.511241781711578,3.639452815055847,3.8361011385917663,4.042127549648285,4.248464298248291,4.567140877246857,4.758780999978383,4.88344091574351,5.132699664433797,5.3173528949419655,5.568227036794027,5.752831367651622,5.943715318044027,6.255101418495178,6.506460483868917,6.632591195901235,6.842683879534404,7.035048544406891,7.249949459234873,7.587096051375071,7.778370900948842,8.04507787624995,8.187066872914633,8.444269903500874,8.57657376130422,8.776276922225952,8.97644519408544,9.179748896757761,9.38676040172577,9.512158115704855,9.709412336349487,9.981339387098949,10.179598760604858,10.39670571088791,10.588183160622915,10.777109074592591,10.90665046374003,11.279518258571624,11.486684314409892,11.739163593451183,11.925624732176463,12.119169223308564,12.335722955067952,12.618749725818635,12.865876583258311,13.13356423775355,13.32328136364619,13.672292196750641
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,539.0,356.0,337.0,343.0,824.0,429.0,236.0,583.0,474.0,146.0,260.0,154.0,159.0,163.0,253.0,267.0,267.0,424.0,247.0,155.0,340.0,241.0,336.0,241.0,249.0,418.0,336.0,158.0,275.0,252.0,274.0,451.0,252.0,353.0,175.0,345.0,158.0,261.0,254.0,261.0,267.0,158.0,258.0,361.0,257.0,278.0,244.0,244.0,158.0,506.0,268.0,336.0,246.0,248.0,291.0,383.0,332.0,355.0,243.0,474.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
