,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
Accumulated time steps,0.0,919.0,1302.0,1570.0,1937.0,2304.0,2573.0,2952.0,3124.0,3386.0,3635.0,3788.0,3943.0,4208.0,4704.0,4971.0,5233.0,5582.0,5928.0,6275.0,6536.0,6804.0,7050.0,7208.0,7360.0,7520.0,7700.0,7956.0,8194.0,8461.0,8800.0,9067.0,9458.0,9939.0,10099.0,10296.0,10475.0,10637.0,10894.0,11146.0,11525.0,11778.0,11946.0,12099.0,12492.0,12670.0,13048.0,13319.0,13666.0,14027.0,14289.0,14640.0,14920.0,15176.0,15342.0,15604.0,15863.0,16042.0,16565.0,16818.0,17079.0,17338.0,17594.0,17851.0,18201.0,18549.0,18796.0,18973.0,19130.0,19408.0,19558.0,20017.0
Episode reward,0.0,47.75590214315683,77.12417548676063,85.20219052468642,79.4423399812974,80.48295724950437,84.53389882949085,80.17379333756632,90.617546734447,85.83491668356781,87.23500123921868,91.61758511450226,91.78483616187745,85.81749968231283,76.35495292160466,84.94609100863441,85.41139117884214,83.03366706682695,83.09879118518484,83.04918735475957,85.94178014410778,86.52114722885582,88.48685597512188,92.48814744281484,92.60392452686632,91.64474513614613,90.54434032774924,86.43658587273049,88.7994421089794,85.98237681532497,85.81777227042748,87.76297339663645,81.5598483416088,74.88999944210578,92.09198452988842,88.09380628263462,90.35355262781155,92.19527915258487,87.4557162889339,87.88346693422112,82.95841700535739,88.76011317165323,91.0853427862162,91.82389576340229,78.00127341596236,90.28350983523022,82.03991531859197,86.67594530678633,83.26947263878364,82.56674166917743,88.09951885011272,83.27265033136914,86.02381383150139,88.6578586699347,91.91445802080952,88.41426454580105,87.3993889847967,90.22016233124805,73.38725967778691,88.44350789462521,88.01202648803684,88.08826082110085,87.74692621555444,85.94950047138713,84.30142438220211,82.96656874866981,89.08234127203832,89.28205679253229,92.01309238331378,85.6741310199491,92.29855922578594,78.64872800228436
Episode feedback,0.8,0.3097055612762208,0.1937172769797977,0.17602996188752823,0.13114754062527995,0.13934426191435995,0.08955223847182,0.08994708970913469,0.0994152040969871,0.08045976980666755,0.05241935462734131,0.05263157860110804,0.09740259677011301,0.09469696933826906,0.04242424233853689,0.022556390892645148,0.049808428927937055,0.03448275852160127,0.02318840572988868,0.03179190742256674,0.030769230650887575,0.029962546704260126,0.024489795818409,0.01910828013306828,0.006622516512433666,0.018867924409635695,0.016759776442682815,0.011764705836216839,0.01687763705958803,0.007518796964215049,0.00887573961871083,0.0037593984821075246,0.0,0.010416666644965277,0.012578616273090464,0.01020408158059142,0.0,0.006211180085644845,0.011718749954223633,0.0,0.007936507915511884,0.003968253952506929,0.0,0.0,0.00255102040165556,0.0,0.0,0.0,0.002890173402051522,0.0,0.0,0.0,0.0035842293778343033,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253952506929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036101082902162155,0.0,0.0
total seconds,0.0,64.27691674232483,89.22766208648682,106.65802812576294,129.0483636856079,151.8217396736145,167.82164549827576,189.9373254776001,200.57820987701416,215.80390691757202,229.8628213405609,238.92158889770508,248.5585389137268,264.23765325546265,290.9564440250397,305.5211703777313,320.3469181060791,339.2826385498047,357.6723654270172,376.30404472351074,390.75598096847534,405.52263927459717,419.05063557624817,428.07300424575806,436.5004692077637,445.7112286090851,455.7956283092499,469.55995416641235,482.4140040874481,496.7103946208954,514.4178986549377,528.4815874099731,548.5673179626465,573.8898510932922,582.8770046234131,593.6242394447327,603.3115315437317,612.2830872535706,626.1056089401245,639.3551797866821,659.2138924598694,672.7046477794647,681.9743359088898,690.5085468292236,710.8474299907684,720.5429379940033,739.9417569637299,754.2372603416443,772.275199174881,791.4472358226776,805.7379281520844,823.9190685749054,838.634644985199,852.2080364227295,861.4151949882507,875.233448266983,888.9250464439392,898.7943358421326,925.7878897190094,939.3350071907043,953.3359777927399,967.1854565143585,980.9742045402527,994.707278251648,1012.8912401199341,1031.000896692276,1044.3104372024536,1054.0714182853699,1062.7797665596008,1077.4376428127289,1085.7885599136353,1109.2479753494263
total minutes,0.0,1.071281945705414,1.487127701441447,1.777633802096049,2.1508060614267985,2.530362327893575,2.7970274249712626,3.165622091293335,3.3429701646169026,3.5967317819595337,3.831047022342682,3.982026481628418,4.14264231522878,4.403960887591044,4.849274067083995,5.0920195062955225,5.339115301767985,5.654710642496744,5.961206090450287,6.271734078725179,6.512599682807922,6.758710654576619,6.984177259604136,7.134550070762634,7.275007820129394,7.428520476818084,7.596593805154165,7.825999236106872,8.040233401457469,8.278506577014923,8.573631644248962,8.808026456832886,9.142788632710774,9.56483085155487,9.714616743723552,9.893737324078877,10.055192192395529,10.204718120892842,10.43509348233541,10.65591966311137,10.98689820766449,11.211744129657745,11.366238931814829,11.50847578048706,11.847457166512807,12.009048966566722,12.332362616062165,12.570621005694072,12.87125331958135,13.190787263711293,13.428965469201406,13.731984476248423,13.97724408308665,14.203467273712159,14.356919916470845,14.58722413778305,14.81541744073232,14.979905597368877,15.42979816198349,15.655583453178405,15.888932963212332,16.11975760857264,16.34957007567088,16.578454637527464,16.88152066866557,17.1833482782046,17.405173953374227,17.56785697142283,17.71299610932668,17.957294046878815,18.09647599856059,18.487466255823772
cummulative feedback,0.0,284.0,358.0,405.0,453.0,504.0,528.0,562.0,579.0,600.0,613.0,621.0,636.0,661.0,682.0,688.0,701.0,713.0,721.0,732.0,740.0,748.0,754.0,757.0,758.0,761.0,764.0,767.0,771.0,773.0,776.0,777.0,777.0,782.0,784.0,786.0,786.0,787.0,790.0,790.0,793.0,794.0,794.0,794.0,795.0,795.0,795.0,795.0,796.0,796.0,796.0,796.0,797.0,797.0,797.0,797.0,797.0,797.0,797.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,799.0,799.0,799.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,917.0,382.0,267.0,366.0,366.0,268.0,378.0,171.0,261.0,248.0,152.0,154.0,264.0,495.0,266.0,261.0,348.0,345.0,346.0,260.0,267.0,245.0,157.0,151.0,159.0,179.0,255.0,237.0,266.0,338.0,266.0,390.0,480.0,159.0,196.0,178.0,161.0,256.0,251.0,378.0,252.0,167.0,152.0,392.0,177.0,377.0,270.0,346.0,360.0,261.0,350.0,279.0,255.0,165.0,261.0,258.0,178.0,522.0,252.0,260.0,258.0,255.0,256.0,349.0,347.0,246.0,176.0,156.0,277.0,149.0,458.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
