,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
Accumulated time steps,0.0,995.0,1577.0,1929.0,2286.0,2707.0,3029.0,3384.0,3718.0,3961.0,4232.0,4480.0,4821.0,4984.0,5437.0,5777.0,5938.0,6275.0,6710.0,6869.0,7141.0,7300.0,7648.0,7889.0,8349.0,8604.0,8759.0,9182.0,9434.0,9702.0,10093.0,10515.0,10770.0,11018.0,11294.0,11654.0,11822.0,11991.0,12556.0,13007.0,13263.0,13425.0,13931.0,14265.0,14614.0,14860.0,15109.0,15353.0,15685.0,16189.0,16780.0,17122.0,17464.0,17811.0,18237.0,18580.0,18742.0,18994.0,19162.0
Episode reward,0.0,33.98615046581054,67.33216153476373,75.11896190729519,86.71379242681694,82.67205946980411,86.32354027520205,84.5766617685248,81.98248834818726,87.36042475367744,84.08160454460379,87.34806519737921,83.25436699441731,91.47339765833313,71.95421743472856,80.52704478642458,90.50590920731015,82.2819779806006,75.65712327200859,90.65392454784356,82.83437434597008,90.621809576702,75.72979307478789,85.73981429124005,71.45762512332293,88.13921999621377,90.31494445316584,73.71847579553993,84.84767468946771,87.03138631246445,78.50733033834175,74.93318029924896,85.03383876019653,85.62655304136513,87.26619270505815,78.18978274085795,89.18143338158139,91.52853426838573,75.48503290836744,72.21652363936008,84.77403579415807,87.94640156510198,62.99754097531447,76.66326261133334,75.72581137507117,82.97116434768117,82.870619795002,82.78852601366738,76.48630406658685,63.81218964119011,56.59976665046999,80.7893530903213,80.79269742273877,80.33810486306025,75.98577556432443,80.69777494374097,90.16699944084547,85.81492357513912,89.54226244023954
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.506511211395264,66.5623037815094,82.1953694820404,97.91931581497192,116.36015772819519,130.50549221038818,146.01900243759155,160.79188776016235,171.81438899040222,183.86838722229004,195.05339217185974,210.00540900230408,217.5941801071167,237.37666821479797,252.57814240455627,260.1838450431824,275.0414984226227,294.00294160842896,301.52976393699646,314.0437479019165,321.62397933006287,337.14865016937256,348.2079882621765,368.4807198047638,380.19072127342224,387.6669819355011,406.5668604373932,418.2114987373352,430.4796359539032,447.9313745498657,466.794189453125,478.4540183544159,490.5457270145416,504.17007327079773,521.1451096534729,529.6161985397339,538.1777107715607,564.8466830253601,586.1907954216003,598.9231646060944,607.132187128067,631.3806421756744,647.6322433948517,664.4282100200653,676.6724865436554,689.0685377120972,701.143664598465,717.4151678085327,741.1710493564606,769.1716001033783,785.5539829730988,801.8990001678467,818.8381247520447,839.1237561702728,855.6556186676025,863.9556410312653,876.3252143859863,884.9629685878754
total minutes,0.0,0.6917751868565877,1.1093717296918233,1.3699228247006734,1.6319885969161987,1.9393359621365864,2.175091536839803,2.433650040626526,2.6798647960027058,2.863573149840037,3.0644731203715008,3.2508898695309956,3.5000901500384014,3.626569668451945,3.956277803579966,4.2096357067426045,4.336397417386373,4.584024973710378,4.9000490268071495,5.025496065616608,5.234062465031942,5.360399655501047,5.619144169489543,5.803466471036275,6.141345330079397,6.336512021223704,6.461116365591685,6.77611434062322,6.970191645622253,7.17466059923172,7.465522909164429,7.779903157552083,7.974233639240265,8.175762116909027,8.402834554513296,8.685751827557882,8.826936642328898,8.969628512859344,9.414111383756001,9.769846590360006,9.982052743434906,10.118869785467783,10.523010702927907,10.793870723247528,11.073803500334423,11.27787477572759,11.484475628534954,11.68572774330775,11.956919463475545,12.352850822607676,12.819526668389639,13.092566382884979,13.364983336130779,13.647302079200745,13.985395936171214,14.260926977793376,14.39926068385442,14.605420239766438,14.749382809797924
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,993.0,581.0,351.0,356.0,420.0,321.0,354.0,333.0,242.0,270.0,247.0,340.0,162.0,452.0,339.0,160.0,336.0,434.0,158.0,271.0,158.0,347.0,240.0,459.0,254.0,154.0,422.0,251.0,267.0,390.0,421.0,254.0,247.0,275.0,359.0,167.0,168.0,564.0,450.0,255.0,161.0,505.0,333.0,348.0,245.0,248.0,243.0,331.0,503.0,590.0,341.0,341.0,346.0,425.0,342.0,161.0,251.0,167.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
