,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Accumulated time steps,0.0,1000.0,1910.0,2442.0,3441.0,3898.0,4733.0,4975.0,5215.0,5686.0,5937.0,6191.0,6632.0,6963.0,7124.0,7373.0,7644.0,7982.0,8142.0,8569.0,8848.0,9160.0,9435.0,9777.0,10182.0,10335.0,10762.0,11008.0,11160.0,11587.0,11833.0,12079.0,12359.0,12815.0,13066.0,13377.0,13665.0,13954.0,14236.0,14638.0,14807.0,14967.0,15220.0,15469.0,15623.0,15798.0,15953.0,16230.0,16661.0,16909.0,17272.0,17542.0,17709.0,17957.0,18215.0,18554.0,18832.0,19188.0,19436.0,19590.0,19847.0
Episode reward,0.0,-61.56264564200049,52.45922432912722,65.49518786457244,-77.49398555925315,86.47658872099198,44.610724287120846,83.8868331568886,84.27009056628289,87.77925764568822,84.85207488435793,88.71954256408497,71.67859474062932,80.01879841294291,92.32044460814856,84.46264246369954,86.725815553667,79.02037176652351,89.8707392830289,84.4510429485741,86.13163498234039,78.74295370456036,83.19632809825757,80.25011257906118,84.05539819502484,91.20377244138012,76.30859228065898,86.48298041561343,91.3929977422643,76.28368792679734,86.43245686279907,86.46892580426398,82.57769032823911,73.35130565891497,85.86832371312634,82.47949995241187,89.75256709474704,87.44245637206451,89.12043491584444,83.5644822782447,89.6683251066389,90.60689987431488,85.71651886919837,86.18141470695714,91.23461935518641,89.05948482747552,91.13838044433594,82.86455980321404,75.6983345353109,86.62574845597577,79.20045667085455,84.00326749712607,90.07794705163414,86.65804012895545,85.50013585169238,81.77455578675301,83.05363634533265,80.06975193293523,86.65070833963395,91.40727262142913,85.61975694897278
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.90198373794556,87.37334775924683,112.56113195419312,159.11158394813538,180.60723900794983,216.7309992313385,227.62554931640625,239.20524787902832,261.2825217247009,273.1273138523102,285.002238035202,304.52919816970825,319.99382400512695,328.03084087371826,339.5268523693085,352.18775749206543,367.58174419403076,376.1249237060547,395.9166257381439,408.86334466934204,423.3428359031677,436.0063066482544,451.21884274482727,469.8051745891571,477.67459988594055,497.94399309158325,510.3041796684265,518.355227470398,538.2945501804352,549.8464062213898,562.20987200737,576.2106297016144,597.9859552383423,610.5710880756378,625.2057251930237,638.3932065963745,651.6611135005951,664.3928668498993,681.7846345901489,689.6514139175415,697.1055288314819,708.5413365364075,719.8377747535706,727.2697293758392,735.4798314571381,742.9322896003723,755.2390065193176,773.7834062576294,784.9150152206421,800.5288202762604,812.623862028122,820.3991041183472,831.5365071296692,843.0920951366425,857.90203166008,870.1182465553284,885.7153460979462,896.8419208526611,904.2201957702637,915.7587270736694
total minutes,0.0,0.7483663956324259,1.4562224626541138,1.8760188659032186,2.651859732468923,3.0101206501324973,3.612183320522308,3.7937591552734373,3.986754131317139,4.3547086954116825,4.552121897538503,4.7500373005867,5.075486636161804,5.33323040008545,5.467180681228638,5.658780872821808,5.869795958201091,6.126362403233846,6.268748728434245,6.5986104289690655,6.8143890778223675,7.055713931719462,7.266771777470907,7.520314045747122,7.830086243152619,7.9612433314323425,8.299066551526387,8.505069661140443,8.6392537911733,8.971575836340586,9.164106770356495,9.370164533456167,9.603510495026907,9.966432587305706,10.17618480126063,10.420095419883728,10.639886776606241,10.861018558343252,11.073214447498321,11.36307724316915,11.494190231959026,11.6184254805247,11.809022275606791,11.997296245892842,12.121162156263987,12.2579971909523,12.382204826672872,12.58731677532196,12.896390104293824,13.081916920344035,13.342147004604339,13.543731033802032,13.673318401972454,13.858941785494487,14.051534918944041,14.298367194334666,14.501970775922139,14.76192243496577,14.947365347544352,15.070336596171062,15.262645451227824
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,909.0,531.0,998.0,456.0,834.0,241.0,239.0,470.0,250.0,253.0,440.0,330.0,160.0,248.0,270.0,337.0,159.0,426.0,278.0,311.0,274.0,341.0,404.0,152.0,426.0,245.0,151.0,426.0,245.0,245.0,279.0,455.0,250.0,310.0,287.0,288.0,281.0,401.0,168.0,159.0,252.0,248.0,153.0,174.0,154.0,276.0,430.0,247.0,362.0,269.0,166.0,247.0,257.0,338.0,277.0,355.0,247.0,153.0,256.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
