,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
Accumulated time steps,0.0,1000.0,1952.0,2127.0,2496.0,2859.0,3110.0,3369.0,3633.0,4015.0,4283.0,4545.0,5101.0,5362.0,5780.0,6043.0,6496.0,6769.0,7032.0,7283.0,7440.0,7701.0,7947.0,8294.0,8440.0,8690.0,8946.0,9323.0,9576.0,9841.0,10094.0,10254.0,10508.0,10785.0,10936.0,11186.0,11345.0,11497.0,11788.0,12026.0,12207.0,12464.0,12823.0,13072.0,13462.0,13820.0,14071.0,14433.0,14866.0,15028.0,15279.0,15623.0,15884.0,16161.0,16335.0,16683.0,16833.0,17119.0,17371.0,17633.0,18076.0,18709.0,18974.0,19347.0,19597.0,19856.0,20118.0
Episode reward,0.0,-68.91692913837478,49.68654766675887,89.66159910962543,80.27844523853949,80.24590972988767,86.19961852224435,87.78858413524772,85.93393525854864,81.73018371396984,86.81370789247984,86.68330665497537,74.50958794312378,85.30487412137374,80.22026965616205,86.83508200181588,76.87164585596345,85.50490625417768,85.17293031599519,87.87704033553598,91.89089464739772,87.13026851808499,88.45494203250955,82.68974315907441,92.8583603368667,88.80331576959989,87.69672731332443,81.24733743597314,87.03247645534951,85.86954733758873,86.83930097664766,91.36339360737945,86.61996814890695,84.17565880018562,92.0296441472671,88.3282105934757,92.83527329647092,91.85293496614025,86.0239891659087,88.81967980360533,90.21155349221044,87.19577541942903,81.37438284834806,88.3443263564806,78.65450758916174,83.05556117064137,88.62629578373458,81.41489999230257,79.55636481842285,91.22665672244217,87.16211980538782,84.62396675413854,85.71040010856808,84.64393538499343,90.57686926825691,83.03358628004229,92.12977944809239,83.66453992916674,88.20984992258366,86.21567671096629,78.48432338292154,71.02039702962873,85.93013502401051,84.55781554071368,89.11730893400012,86.49205436369301,86.51191036858584
Episode feedback,0.8,0.01703406811920434,0.2723448998187751,0.14942528649755582,0.10597826058158082,0.1491712703061567,0.115999999536,0.09302325545339823,0.07984790844164294,0.05511811009155352,0.07116104842261779,0.049808428927937055,0.05405405395665936,0.02307692298816568,0.023980815290213873,0.0343511449070567,0.024336283131999373,0.03308823517246973,0.030534351028494843,0.007999999968,0.025641025476660095,0.007692307662721894,0.016326530545605997,0.01445086701025761,0.0,0.00401606424089934,0.023529411672433678,0.00531914892202354,0.0,0.007575757547061524,0.003968253952506929,0.006289308136545232,0.007905138308675343,0.003623188392669607,0.0,0.0,0.00632911388399295,0.0,0.0,0.0042194092648970075,0.0,0.007812499969482422,0.0,0.0,0.0,0.0,0.003999999984,0.0027700830948197146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.99364876747131,124.79994559288025,137.21575951576233,160.9069721698761,185.70652508735657,202.10887813568115,218.6352789402008,235.07676887512207,257.4174237251282,273.51840353012085,288.8578279018402,320.5159363746643,335.41970658302307,358.41607332229614,373.91679525375366,398.79959750175476,414.4017906188965,429.3372583389282,443.2982325553894,452.6646819114685,467.21009635925293,481.3033320903778,500.52878427505493,508.9280939102173,522.9270124435425,537.6400384902954,558.1604945659637,572.0368690490723,586.8607161045074,600.6084756851196,609.855233669281,623.8868770599365,639.3021192550659,647.9619874954224,661.5895628929138,670.7296860218048,679.5492429733276,695.3867075443268,708.7912402153015,719.0410628318787,733.6043817996979,752.8750085830688,766.7014517784119,787.6851015090942,806.9914181232452,820.998952627182,840.4070627689362,863.9087262153625,873.3337292671204,887.6433382034302,906.5390529632568,920.8879806995392,935.9467618465424,945.8873300552368,965.2484087944031,973.8876297473907,989.5125551223755,1003.6116054058075,1018.0497868061066,1041.7913386821747,1075.4692497253418,1090.406769990921,1110.8042562007904,1124.8405900001526,1139.120911359787,1153.8565955162048
total minutes,0.0,0.7498941461245219,2.079999093214671,2.2869293252627054,2.681782869497935,3.095108751455943,3.3684813022613525,3.6439213156700134,3.917946147918701,4.290290395418803,4.558640058835348,4.814297131697336,5.341932272911071,5.590328443050384,5.973601222038269,6.231946587562561,6.646659958362579,6.906696510314942,7.155620972315471,7.388303875923157,7.5444113651911415,7.786834939320882,8.021722201506297,8.342146404584248,8.482134898503622,8.715450207392374,8.96066730817159,9.30267490943273,9.533947817484538,9.781011935075124,10.01014126141866,10.164253894488017,10.398114617665609,10.655035320917765,10.799366458257039,11.026492714881897,11.178828100363413,11.325820716222127,11.589778459072113,11.813187336921692,11.984017713864644,12.226739696661632,12.547916809717814,12.778357529640198,13.12808502515157,13.449856968720754,13.6833158771197,14.00678437948227,14.398478770256043,14.555562154452007,14.794055636723836,15.10898421605428,15.348133011658986,15.599112697442372,15.764788834253947,16.087473479906716,16.231460495789847,16.49187591870626,16.726860090096793,16.967496446768443,17.363188978036245,17.924487495422362,18.17344616651535,18.513404270013172,18.74734316666921,18.985348522663116,19.230943258603414
cummulative feedback,0.0,17.0,276.0,302.0,341.0,395.0,424.0,448.0,469.0,490.0,509.0,522.0,552.0,558.0,568.0,577.0,588.0,597.0,605.0,607.0,611.0,613.0,617.0,622.0,622.0,623.0,629.0,631.0,631.0,633.0,634.0,635.0,637.0,638.0,638.0,638.0,639.0,639.0,639.0,640.0,640.0,642.0,642.0,642.0,642.0,642.0,643.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,951.0,174.0,368.0,362.0,250.0,258.0,263.0,381.0,267.0,261.0,555.0,260.0,417.0,262.0,452.0,272.0,262.0,250.0,156.0,260.0,245.0,346.0,145.0,249.0,255.0,376.0,252.0,264.0,252.0,159.0,253.0,276.0,150.0,249.0,158.0,151.0,290.0,237.0,180.0,256.0,358.0,248.0,389.0,357.0,250.0,361.0,432.0,161.0,250.0,343.0,260.0,276.0,173.0,347.0,149.0,285.0,251.0,261.0,442.0,632.0,264.0,372.0,249.0,258.0,261.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
