,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4441.0,5016.0,5462.0,5710.0,6333.0,6579.0,6725.0,7139.0,7645.0,7988.0,8141.0,8299.0,8544.0,8685.0,8951.0,9226.0,9471.0,9743.0,10082.0,10251.0,10724.0,10895.0,11103.0,11533.0,11801.0,12203.0,12340.0,12491.0,12850.0,13019.0,13265.0,13648.0,13804.0,13978.0,14260.0,14449.0,14718.0,14999.0,15159.0,15313.0,15472.0,15939.0,16103.0,16371.0,16655.0,16940.0,17095.0,17364.0,17717.0,17913.0,18184.0,18553.0,18720.0,18892.0,19056.0,19333.0,19503.0,19669.0,19950.0,20115.0
Episode reward,0.0,-68.95521052575066,-66.41262668542376,-61.775696302573714,-60.894188277190594,75.17265850027366,68.29645932185832,74.9603672827408,86.50904186533444,66.63090851469329,85.82855204158272,91.71841497253965,80.22369275873123,70.32711079570903,82.08288001900493,90.8631635113072,91.26608296606713,85.73914423421185,92.7185699574043,83.68021598598526,82.3699475782602,87.2475549713639,85.28195586860343,79.75119758147285,90.65546543209582,72.66524304772359,89.75040460893626,88.97111894885177,78.14012971624946,85.2170753965109,76.57517114286199,93.48798748507639,91.73511232302985,80.72110618513292,90.54812732660785,86.42328573885904,74.13722527900606,90.10998085169597,87.50218527618316,81.12807648154576,89.5997977456527,84.9921440665536,83.19895651555548,89.39047657139348,90.38476429670249,90.37495943393795,71.42303733224145,90.09152454625834,84.60762286663989,84.0507920593277,80.69991154261535,89.54307368536753,85.32381316923743,79.32212800755534,86.78449531733851,83.73711206590622,78.95667361673992,88.12080254062707,88.21887040085308,90.54959699710703,85.63289803666932,90.50070504094363,89.3468484813046,82.10533993014008,91.37748518687326
Episode feedback,0.8,0.01102204407713222,0.13326653293259866,0.19639278537435592,0.07214428850486544,0.07223476281662582,0.0470383274441841,0.0359550560989774,0.044534412775164324,0.024115755588238336,0.020408163182007496,0.03448275838287753,0.031476997502477004,0.01584158412704637,0.017543859597824972,0.006578947325138505,0.00636942671102276,0.004098360638941145,0.01428571418367347,0.007547169782840869,0.007299270046353029,0.00819672127788229,0.007380073773505263,0.00591715974580722,0.0,0.0,0.0,0.0048309178510583676,0.006993006976706278,0.0,0.002493765579816046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,43.042850732803345,109.94401526451111,205.33469009399414,284.81268095970154,321.01861476898193,363.5221598148346,401.382132768631,423.52783703804016,478.88041591644287,500.5633878707886,514.1877658367157,551.5824408531189,594.2639560699463,623.0367884635925,636.6008174419403,649.8845343589783,670.8664343357086,683.0713810920715,705.2719156742096,728.2625029087067,748.567643404007,771.3391416072845,798.1401078701019,812.2216534614563,848.5923113822937,862.1541595458984,877.9139223098755,911.9255912303925,930.8808505535126,960.6877019405365,970.7055308818817,982.3222801685333,1010.0017881393433,1024.175374031067,1041.4891183376312,1066.823498249054,1077.7840485572815,1089.77765583992,1108.381195306778,1123.7350482940674,1138.3267347812653,1153.6744277477264,1162.8402812480927,1171.7096259593964,1180.8509407043457,1205.6706409454346,1215.000601053238,1229.6627023220062,1245.239487171173,1260.8801362514496,1269.8822243213654,1284.752329826355,1303.7376170158386,1314.5711994171143,1329.2186534404755,1349.5330560207367,1359.105170249939,1368.995191335678,1378.4826951026917,1393.6206209659576,1403.3127868175507,1412.6760008335114,1428.1739075183868,1437.7260382175446
total minutes,0.0,0.7173808455467224,1.8324002544085185,3.422244834899902,4.7468780159950255,5.350310246149699,6.0587026635805765,6.689702212810516,7.058797283967336,7.9813402652740475,8.34272313117981,8.569796097278594,9.193040680885314,9.904399267832439,10.383946474393209,10.610013624032339,10.831408905982972,11.181107238928478,11.384523018201191,11.754531927903493,12.137708381811779,12.476127390066782,12.85565236012141,13.302335131168366,13.537027557690939,14.143205189704895,14.36923599243164,14.631898705164591,15.198759853839874,15.514680842558542,16.01146169900894,16.178425514698027,16.37203800280889,16.83336313565572,17.069589567184448,17.358151972293854,17.780391637484232,17.96306747595469,18.162960930665335,18.47301992177963,18.72891747156779,18.97211224635442,19.227907129128774,19.38067135413488,19.52849376598994,19.680849011739095,20.09451068242391,20.250010017553965,20.494378372033438,20.753991452852883,21.01466893752416,21.164703738689422,21.41253883043925,21.72896028359731,21.909519990285236,22.153644224007923,22.49221760034561,22.651752837498982,22.8165865222613,22.97471158504486,23.22701034943263,23.38854644695918,23.544600013891856,23.80289845863978,23.962100636959075
cummulative feedback,0.0,11.0,144.0,340.0,412.0,444.0,471.0,487.0,498.0,513.0,518.0,523.0,536.0,544.0,550.0,551.0,552.0,553.0,555.0,557.0,559.0,561.0,563.0,565.0,565.0,565.0,565.0,566.0,569.0,569.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,443.0,574.0,445.0,247.0,622.0,245.0,145.0,413.0,505.0,342.0,152.0,157.0,244.0,140.0,265.0,274.0,244.0,271.0,338.0,168.0,472.0,170.0,207.0,429.0,267.0,401.0,136.0,150.0,358.0,168.0,245.0,382.0,155.0,173.0,281.0,188.0,268.0,280.0,159.0,153.0,158.0,466.0,163.0,267.0,283.0,284.0,154.0,268.0,352.0,195.0,270.0,368.0,166.0,171.0,163.0,276.0,169.0,165.0,280.0,164.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
