,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Accumulated time steps,0.0,722.0,987.0,1267.0,1551.0,2550.0,2808.0,3100.0,3262.0,3797.0,4069.0,4349.0,4626.0,4893.0,5158.0,5575.0,5932.0,6190.0,6362.0,6820.0,6997.0,7260.0,7530.0,7796.0,8074.0,8343.0,8509.0,8762.0,9107.0,9362.0,9647.0,9927.0,10272.0,10808.0,11012.0,11296.0,11841.0,12001.0,12359.0,12732.0,13100.0,13258.0,13417.0,13681.0,13840.0,14238.0,14398.0,14653.0,15091.0,15256.0,15607.0,15865.0,16123.0,16282.0,16629.0,16908.0,17161.0,17612.0,17866.0,18370.0,18629.0,18975.0,19326.0,19772.0
Episode reward,0.0,61.03928339027133,86.6764048650781,86.71052083108118,85.51732708326159,-63.06935068008041,86.71056324217012,82.85392535736068,91.24869624340819,70.16179772395861,85.0235607758855,83.61251729463949,83.40939725873443,86.30671366583887,86.12328230408241,75.18674047724772,81.80011517179929,85.41612683157562,88.96663416358388,74.42323618897947,87.76694821652416,85.37902365952843,83.3313527417811,84.68536050458918,83.7282808938838,84.98406728735176,91.61843940016313,86.29160350278165,80.76117392002286,86.49867834767956,83.28303251042992,84.09502717259647,82.03137592533758,71.56345585325018,87.34736719066238,85.12252465435509,72.75940608193758,90.93706852751272,82.1923899035328,78.33937823271172,79.09941340265863,91.21953953194995,91.14169591190955,85.0870287082221,91.13935406521432,75.80330793310327,91.05015212435627,86.26760622709618,76.42606646440011,90.57556001113653,80.91485320865488,85.78793715865054,85.93715235404358,91.13933864303559,81.35880654227999,83.49287940425586,86.4439300837258,74.94185138635055,86.37406530857571,69.4538008510182,85.67885922952514,81.48365729779735,80.91184351976398,75.47176878859536
Episode feedback,0.8,0.3236111106616512,0.16666666603535354,0.23297490955922973,0.1413427556843012,0.01803607212621636,0.06614785966479432,0.03436426105029464,0.037267080513869066,0.02621722841532354,0.02214022132051579,0.03942652315617734,0.036231883926696073,0.022556390892645148,0.022727272641184574,0.019230769184541422,0.025280898805390733,0.03891050568517313,0.017543859546527138,0.01312910281591006,0.005681818149535124,0.02290076327137113,0.007434944210279018,0.0,0.0,0.0037313432696591668,0.018181818071625347,0.0,0.0058139534714710655,0.0,0.0035211267481650467,0.0035842293778343033,0.0,0.0,0.004926108350117693,0.0,0.001838235290738538,0.0,0.005602240880665992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.20824456214905,59.094085931777954,75.52974200248718,91.08947086334229,139.8820879459381,153.53440761566162,168.6857943534851,177.319993019104,203.52474117279053,217.13198137283325,231.10376620292664,244.97349643707275,258.18152713775635,271.2170810699463,291.7873203754425,309.1720538139343,322.54807209968567,331.91133284568787,354.05744433403015,363.5781855583191,377.36778497695923,391.48687505722046,405.39654636383057,419.3602728843689,432.94920444488525,441.7762532234192,454.74516344070435,471.9117076396942,485.00350069999695,499.3376622200012,513.4820241928101,530.5053017139435,556.678736448288,567.39426445961,582.2469763755798,609.1567010879517,617.8626446723938,635.7999036312103,654.9858913421631,674.1202096939087,682.9859395027161,691.6453559398651,705.4535689353943,714.3420572280884,734.2518095970154,742.7024300098419,755.5285682678223,776.7244079113007,785.5705165863037,803.5712432861328,816.8401219844818,830.4549660682678,839.3356454372406,857.1630642414093,871.6451647281647,885.0195002555847,908.0549020767212,921.5673549175262,947.3383944034576,960.9768714904785,978.817923784256,996.5219070911407,1018.614007472992
total minutes,0.0,0.7368040760358174,0.9849014321962992,1.2588290333747865,1.5181578477223714,2.331368132432302,2.5589067935943604,2.8114299058914183,2.955333216985067,3.3920790195465087,3.6188663562138874,3.851729436715444,4.082891607284546,4.303025452295939,4.520284684499105,4.863122006257375,5.1528675635655725,5.375801201661428,5.5318555474281315,5.900957405567169,6.059636425971985,6.289463082949321,6.524781250953675,6.756609106063843,6.989337881406148,7.215820074081421,7.362937553723653,7.579086057345072,7.865195127328237,8.083391678333282,8.322294370333355,8.558033736546834,8.841755028565725,9.277978940804799,9.456571074326833,9.704116272926331,10.152611684799194,10.297710744539897,10.596665060520172,10.916431522369384,11.235336828231812,11.383098991711934,11.527422598997752,11.757559482256571,11.905700953801473,12.237530159950257,12.378373833497365,12.592142804463704,12.945406798521677,13.092841943105062,13.39285405476888,13.614002033074696,13.840916101137797,13.98892742395401,14.286051070690155,14.527419412136078,14.750325004259745,15.134248367945354,15.359455915292104,15.788973240057627,16.016281191507975,16.313632063070933,16.60869845151901,16.976900124549864
cummulative feedback,0.0,233.0,277.0,342.0,382.0,400.0,417.0,427.0,433.0,447.0,453.0,464.0,474.0,480.0,486.0,494.0,503.0,513.0,516.0,522.0,523.0,529.0,531.0,531.0,531.0,532.0,535.0,535.0,537.0,537.0,538.0,539.0,539.0,539.0,540.0,540.0,541.0,541.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,720.0,264.0,279.0,283.0,998.0,257.0,291.0,161.0,534.0,271.0,279.0,276.0,266.0,264.0,416.0,356.0,257.0,171.0,457.0,176.0,262.0,269.0,265.0,277.0,268.0,165.0,252.0,344.0,254.0,284.0,279.0,344.0,535.0,203.0,283.0,544.0,159.0,357.0,372.0,367.0,157.0,158.0,263.0,158.0,397.0,159.0,254.0,437.0,164.0,350.0,257.0,257.0,158.0,346.0,278.0,252.0,450.0,253.0,503.0,258.0,345.0,350.0,445.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
