,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8834.0,9833.0,10657.0,11656.0,12655.0,13654.0,14445.0,15444.0,16224.0,17223.0,18222.0,19221.0
Episode reward,0.0,-65.8230091233493,-69.7170811306384,-62.281149926714974,-69.81523512439104,-75.18355987016581,-65.91414472952142,-65.51244149777422,-65.18523857831671,36.90243187158883,-71.05601021536047,39.683955487911255,-71.71121727808938,-79.80901497035012,-79.86281859604372,63.55544314764038,-44.686062183886996,77.1076028031151,-11.355647556551878,-10.774717795955176,-13.665349872298034
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.93867206573486,92.91625022888184,139.36665558815002,186.13854598999023,232.9113278388977,279.4157476425171,326.12183237075806,373.1782670021057,412.92520117759705,459.7102618217468,497.0842652320862,539.9682693481445,583.621267080307,627.5577821731567,662.443371295929,706.4224693775177,740.2352573871613,781.7959146499634,824.0184442996979,865.8419542312622
total minutes,0.0,0.7656445344289143,1.548604170481364,2.3227775931358337,3.1023090998331706,3.8818554639816285,4.656929127375284,5.435363872845968,6.219637783368428,6.882086686293284,7.661837697029114,8.284737753868104,8.999471155802409,9.727021118005117,10.459296369552613,11.040722854932149,11.77370782295863,12.33725428978602,13.029931910832723,13.733640738328297,14.430699237187703
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,840.0,998.0,823.0,998.0,998.0,998.0,790.0,998.0,779.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
