,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
Accumulated time steps,0.0,576.0,1020.0,2019.0,3017.0,3616.0,4023.0,4363.0,4709.0,5052.0,5217.0,5385.0,5732.0,6166.0,6425.0,6859.0,7274.0,7633.0,7901.0,8156.0,8422.0,8800.0,9145.0,9415.0,9672.0,9952.0,10118.0,10373.0,10740.0,11000.0,11349.0,11654.0,11898.0,12237.0,12481.0,12759.0,13104.0,13356.0,13617.0,13879.0,14042.0,14326.0,14605.0,14987.0,15342.0,15516.0,15791.0,16051.0,16311.0,16570.0,16732.0,16992.0,17351.0,17623.0,17902.0,18180.0,18342.0,18622.0,18785.0
Episode reward,0.0,54.41250928539807,82.92516218840485,-99.70070951419044,35.54404918825472,54.539934366766445,74.82461916715648,84.5388789815655,84.41534288445864,85.75336129695037,89.203115511087,89.1250332570502,79.48406743945391,74.83527157643067,85.17899771531279,75.74483280756783,77.83747917142409,80.11588215720315,89.51053949405095,85.85486269018257,84.3609387472153,76.93735058110033,74.2822748119632,84.23474753555533,85.94350854049455,83.218666199571,90.47976072369315,86.29869731334709,84.77009190433128,85.53817214752655,81.20429288001567,84.15332799857777,82.98206499329248,76.60022388040805,83.01411872085501,83.47941859279453,81.9663297514436,86.77781576949528,85.94587931832348,85.8560526590619,90.79495777341917,83.65889118190826,83.11830735731803,77.4388426647158,80.91100129266343,89.89036608895604,84.56166085564566,85.79396854094273,85.84957848723435,86.01026547722128,90.84505083812454,85.88146939292213,80.2328828531513,84.22491876409808,83.43911596471773,83.35419069241027,90.77475189850193,83.33438257939133,90.81793442070494
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,26.394468307495117,47.58432745933533,94.10393762588501,140.4596152305603,168.7031123638153,188.35831689834595,204.93394589424133,221.70454359054565,238.03165006637573,246.59059977531433,255.32002305984497,271.91941380500793,292.8402576446533,305.7650270462036,326.47897815704346,346.2904210090637,363.5958592891693,376.7883474826813,389.575923204422,402.7845618724823,421.19402384757996,437.8586919307709,450.9969882965088,463.618079662323,477.3329312801361,485.87793803215027,498.59320163726807,516.3351664543152,529.1991982460022,545.9486589431763,560.6675245761871,572.6656813621521,589.16481757164,601.4570922851562,615.0060687065125,631.7265157699585,644.3491587638855,657.2870316505432,670.2347829341888,678.7529675960541,692.5281691551208,706.3246195316315,724.8872945308685,742.1073431968689,751.0416338443756,764.4717409610748,777.3645284175873,790.1827800273895,803.1586101055145,811.3919503688812,824.1778094768524,841.5168330669403,854.9405806064606,868.5709095001221,882.2992243766785,890.6474392414093,904.3340599536896,912.8065247535706
total minutes,0.0,0.4399078051249186,0.7930721243222555,1.5683989604314168,2.3409935871760053,2.8117185393969217,3.139305281639099,3.4155657649040223,3.6950757265090943,3.967194167772929,4.109843329588572,4.255333717664083,4.531990230083466,4.880670960744222,5.096083784103394,5.441316302617391,5.771507016817728,6.059930988152822,6.279805791378021,6.492932053407033,6.713076031208038,7.019900397459666,7.297644865512848,7.51661647160848,7.72696799437205,7.955548854668935,8.09796563386917,8.309886693954468,8.60558610757192,8.81998663743337,9.099144315719604,9.344458742936451,9.544428022702535,9.819413626194,10.02428487141927,10.250101145108541,10.528775262832642,10.739152646064758,10.954783860842387,11.170579715569813,11.312549459934235,11.542136152585348,11.772076992193858,12.081454908847808,12.368455719947814,12.517360564072927,12.74119568268458,12.956075473626454,13.169713000456492,13.385976835091908,13.523199172814687,13.736296824614207,14.025280551115673,14.249009676774342,14.476181825002035,14.704987072944641,14.844123987356822,15.072234332561493,15.213442079226176
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,574.0,443.0,998.0,997.0,598.0,406.0,339.0,345.0,342.0,164.0,167.0,346.0,433.0,258.0,433.0,414.0,358.0,267.0,254.0,265.0,377.0,344.0,269.0,256.0,279.0,165.0,254.0,366.0,259.0,348.0,304.0,243.0,338.0,243.0,277.0,344.0,251.0,260.0,261.0,162.0,283.0,278.0,381.0,354.0,173.0,274.0,259.0,259.0,258.0,161.0,259.0,358.0,271.0,278.0,277.0,161.0,279.0,162.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
