,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2717.0,3716.0,4715.0,5714.0,6713.0,7712.0,8711.0,9710.0,10709.0,11708.0,12707.0,13706.0,14705.0,15704.0,16703.0,17702.0,18701.0,19566.0
Episode reward,0.0,-25.66461322179251,-31.724101034121553,58.64861654776138,-61.17473020088871,-71.8411225553553,-65.72708385150527,-61.70315667500723,-37.03026273687421,-58.310972420083324,-65.72836310380774,-71.69134633208937,-62.546609512147676,-70.9488984766663,-71.1855168734999,-70.23073155744238,-62.77813700113754,-61.75215010526581,-62.31375231017888,-63.16694737428411,44.686416945310334
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,43.33216619491577,87.19448614120483,118.58796167373657,161.67133569717407,205.12895941734314,248.95105504989624,292.1280035972595,335.52610063552856,379.2166609764099,422.4969370365143,466.28257298469543,510.6313896179199,554.5284881591797,598.9237706661224,642.8251402378082,686.3147950172424,730.1910572052002,773.208110332489,816.7916781902313,855.2516438961029
total minutes,0.0,0.7222027699152629,1.4532414356867471,1.9764660278956094,2.694522261619568,3.4188159902890525,4.149184250831604,4.868800059954325,5.5921016772588095,6.320277682940165,7.041615617275238,7.771376216411591,8.510523160298666,9.24214146931966,9.982062844435374,10.713752337296803,11.43857991695404,12.169850953420003,12.886801838874817,13.613194636503856,14.254194064935048
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,717.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,864.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
