,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Accumulated time steps,0.0,1000.0,1164.0,1795.0,2171.0,2336.0,2598.0,2862.0,3041.0,3927.0,4301.0,4654.0,4813.0,5079.0,5456.0,5806.0,5970.0,6117.0,6269.0,6631.0,6901.0,7152.0,7339.0,7499.0,7650.0,8000.0,8350.0,8610.0,9050.0,9286.0,9618.0,9944.0,10292.0,10543.0,10797.0,11321.0,11688.0,12174.0,12444.0,12606.0,12768.0,12928.0,13103.0,13372.0,13714.0,13967.0,14236.0,14604.0,14765.0,15037.0,15297.0,15457.0,15623.0,15783.0,16148.0,16310.0,16567.0,16742.0,17094.0,17253.0,17534.0,17694.0,17964.0,18322.0,18579.0,18848.0,19205.0,19540.0,19781.0
Episode reward,0.0,-61.96572006095939,90.15059875126104,64.98813170257637,78.82676046553962,90.5708112747768,86.15434005188794,86.21323956285475,89.54531624641015,52.71848396898591,81.35598693364085,81.64964726972323,91.27886524445847,85.53987447293906,79.53993268019474,80.84493648929646,90.92786493403605,91.21347304036749,90.58366373644436,80.30550763293817,82.97014890960457,86.3818650335781,89.70073901525642,91.44643088834471,91.1816664778537,79.3624794913322,79.24389169507538,86.24103211962979,76.71472869220095,84.24494245472036,79.47658638720495,78.84086019079675,77.48884643758302,86.5874575436637,84.15166153523899,63.15006373619852,78.51751999315327,70.8289886831258,84.04394204493528,90.8526850376453,90.87027613595882,90.83994749749522,89.733551213044,83.8058036932996,81.39583587838081,83.27993359500793,83.83337995306121,78.7339651143678,90.89381936968019,83.47881677168942,85.35644003613552,90.8545498121554,90.58114639037704,90.50101293007903,78.80221563861618,90.8651654524752,85.98956166272791,89.74288920959067,80.72950873926399,90.76646308232199,82.5036875852631,90.8311910826172,83.8720710979602,80.41754782505936,85.95756894834255,85.02639291505301,79.71333660078773,76.3299917658458,84.13940091718429
Episode feedback,0.8,0.23146292561977663,0.24539877150062103,0.1380952378760393,0.11199999970133334,0.07926829219958359,0.05363984653777837,0.09125475250473478,0.0337078649791693,0.03163841804334642,0.045576407384513656,0.019886363579868286,0.01898734165197885,0.04905660358846565,0.023936170149105932,0.014326647523419347,0.018404907862546577,0.027397260086320138,0.03311258256216833,0.03601108023265629,0.014869888420558036,0.01999999992,0.010752688114232859,0.006289308136545232,0.0,0.0028653295046838696,0.011461318018735478,0.00386100384609651,0.006833712968488125,0.0,0.003021148027126441,0.0030769230674556215,0.0028818443720984312,0.0,0.0039525691543376715,0.001912045885445419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029325513110482365,0.003968253952506929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002808988756154526,0.0,0.0
total seconds,0.0,73.70071530342102,85.09499049186707,122.52352571487427,143.97902369499207,152.73210740089417,166.40181589126587,180.72850394248962,190.34981393814087,235.41666197776794,254.66089534759521,272.980765581131,281.8900647163391,296.00556445121765,315.4109208583832,333.5633761882782,342.7535662651062,350.89141178131104,359.4488513469696,378.3207881450653,392.65417647361755,405.998007774353,416.2165503501892,424.9081070423126,433.31282234191895,451.44682693481445,469.39589190483093,483.0176122188568,505.4668231010437,517.9763586521149,535.4002306461334,552.5459547042847,570.6841797828674,583.973974943161,597.3332498073578,624.3128504753113,642.9548738002777,666.5578408241272,680.1756746768951,688.964786529541,697.5233938694,706.3912587165833,715.9258172512054,730.3170499801636,748.0091321468353,761.3270723819733,775.2555565834045,794.2377784252167,803.116516828537,817.2096290588379,830.4842994213104,839.0042052268982,847.6290030479431,856.2888731956482,874.7180461883545,883.3701403141022,896.6387987136841,905.9616365432739,923.754075050354,932.5401880741119,946.9296157360077,955.5419657230377,969.8794093132019,987.6290497779846,1000.1745963096619,1013.2901151180267,1030.7640154361725,1047.6422173976898,1060.4154856204987
total minutes,0.0,1.228345255057017,1.4182498415311178,2.042058761914571,2.3996503949165344,2.545535123348236,2.7733635981877645,3.012141732374827,3.1724968989690145,3.923611032962799,4.244348255793254,4.549679426352183,4.698167745272318,4.93342607418696,5.256848680973053,5.55938960313797,5.71255943775177,5.848190196355184,5.99081418911616,6.305346469084422,6.544236274560292,6.766633462905884,6.936942505836487,7.081801784038544,7.221880372365316,7.524113782246908,7.823264865080516,8.050293536980947,8.424447051684062,8.632939310868581,8.923337177435558,9.20909924507141,9.511402996381124,9.732899582386016,9.955554163455963,10.40521417458852,10.715914563337963,11.109297347068786,11.336261244614919,11.482746442159018,11.625389897823334,11.773187645276387,11.932096954186758,12.171950833002727,12.466818869113922,12.688784539699554,12.920925943056742,13.237296307086945,13.385275280475616,13.620160484313965,13.841404990355175,13.983403420448303,14.127150050799052,14.27148121992747,14.578634103139242,14.722835671901702,14.943979978561401,15.099360609054566,15.395901250839234,15.542336467901865,15.782160262266794,15.925699428717296,16.164656821886698,16.46048416296641,16.66957660516103,16.888168585300445,17.179400257269542,17.46070362329483,17.67359142700831
cummulative feedback,0.0,231.0,271.0,358.0,400.0,413.0,427.0,451.0,457.0,485.0,502.0,509.0,512.0,525.0,534.0,539.0,542.0,546.0,551.0,564.0,568.0,573.0,575.0,576.0,576.0,577.0,581.0,582.0,585.0,585.0,586.0,587.0,588.0,588.0,589.0,590.0,590.0,590.0,590.0,590.0,590.0,590.0,590.0,590.0,591.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,593.0,593.0,593.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,163.0,630.0,375.0,164.0,261.0,263.0,178.0,885.0,373.0,352.0,158.0,265.0,376.0,349.0,163.0,146.0,151.0,361.0,269.0,250.0,186.0,159.0,150.0,349.0,349.0,259.0,439.0,235.0,331.0,325.0,347.0,250.0,253.0,523.0,366.0,485.0,269.0,161.0,161.0,159.0,174.0,268.0,341.0,252.0,268.0,367.0,160.0,271.0,259.0,159.0,165.0,159.0,364.0,161.0,256.0,174.0,351.0,158.0,280.0,159.0,269.0,357.0,256.0,268.0,356.0,334.0,240.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
