,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Accumulated time steps,0.0,756.0,1687.0,2686.0,3436.0,4211.0,5210.0,5885.0,6401.0,7400.0,8399.0,8932.0,9454.0,9980.0,10532.0,10788.0,11151.0,11427.0,11953.0,12210.0,12561.0,12820.0,13114.0,13639.0,13898.0,14424.0,14776.0,15234.0,15577.0,15845.0,16098.0,16621.0,16965.0,17309.0,17562.0,17868.0,18140.0,18411.0,18897.0,19279.0,19673.0
Episode reward,0.0,58.4676459170998,28.07606386110075,-59.94024917354347,44.49203219045789,69.15959921389798,-48.839320192251016,72.60153931735336,71.95456029806938,-55.429301201345126,-66.59174765196892,65.18247539715247,67.07698158218186,68.22090671266872,75.676360731167,84.32358467473051,83.5821937888066,85.90605710201554,67.66153067871888,84.75484039785724,79.04504128763449,84.62291396558724,81.31241751885531,67.40145479181976,84.61587438108708,67.2630233688339,78.96559095401854,72.61451281522066,79.82517022795767,84.09565809358223,85.26683731499548,68.98203783004368,79.89942418186942,79.95457649100885,85.07896452007138,82.10603163397198,87.59692644638334,87.3197547914998,77.73168721088078,81.95120723312263,80.00512479679612
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,31.486449480056763,71.67408609390259,114.02300453186035,145.79714059829712,178.69115090370178,220.67564749717712,249.47251391410828,271.92054629325867,314.1854717731476,356.2298057079315,379.2528944015503,402.1371386051178,424.80159091949463,448.6414601802826,460.4268343448639,476.5208549499512,488.8817808628082,511.572735786438,523.0557994842529,538.6959829330444,550.3919768333435,563.4931654930115,586.6996591091156,598.5635416507721,621.4949157238007,637.2624032497406,657.3171453475952,672.7675521373749,684.9159164428711,696.5204563140869,719.3984446525574,736.0647947788239,752.7486407756805,765.1651849746704,780.1513321399689,793.6547300815582,807.1116218566895,830.2058646678925,848.675980091095,867.6597027778625
total minutes,0.0,0.5247741580009461,1.1945681015650431,1.9003834088643392,2.429952343304952,2.9781858483950296,3.6779274582862853,4.157875231901804,4.532009104887645,5.23642452955246,5.937163428465525,6.320881573359172,6.70228564341863,7.080026515324911,7.477357669671377,7.673780572414398,7.942014249165853,8.148029681046804,8.5262122631073,8.717596658070882,8.978266382217408,9.173199613889059,9.391552758216857,9.778327651818593,9.976059027512868,10.358248595396677,10.621040054162343,10.955285755793254,11.212792535622915,11.41526527404785,11.608674271901448,11.989974077542623,12.267746579647063,12.545810679594675,12.752753082911173,13.002522202332814,13.227578834692638,13.451860364278158,13.836764411131542,14.144599668184917,14.46099504629771
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,754.0,930.0,998.0,749.0,774.0,998.0,674.0,515.0,998.0,998.0,532.0,521.0,525.0,551.0,255.0,362.0,275.0,525.0,256.0,350.0,258.0,293.0,524.0,258.0,525.0,351.0,457.0,342.0,267.0,252.0,522.0,343.0,343.0,252.0,305.0,271.0,270.0,485.0,381.0,393.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
