,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Accumulated time steps,0.0,465.0,746.0,1020.0,1383.0,2382.0,3012.0,4011.0,4272.0,4427.0,4782.0,5145.0,5405.0,5760.0,5924.0,6458.0,7159.0,7324.0,7817.0,8079.0,8545.0,8820.0,8986.0,9348.0,9718.0,9969.0,10155.0,10701.0,10873.0,11294.0,11563.0,11896.0,12515.0,12850.0,13096.0,13461.0,13795.0,14217.0,14500.0,14845.0,15279.0,15797.0,16223.0,16477.0,16810.0,17055.0,17388.0,17726.0,17985.0,18236.0,18522.0,18773.0,18931.0,19089.0,19632.0,19829.0
Episode reward,0.0,76.40161403510935,85.16917139874035,85.92239849265364,81.62785944066532,-54.39530184431469,67.09748022431359,-64.97203701639104,86.64870041714134,91.92977632577585,82.22863203003891,81.83543283066402,87.0008268036209,81.67254600737306,90.90920526805242,71.7077058545928,58.19456609002802,90.52005000173452,71.26041451750125,87.49531149559994,71.76769735971612,84.50884966985701,91.17662495129449,81.26996478369638,80.52419575083405,85.61904957384736,88.33766434757325,68.6430924548038,87.19873961566545,70.75081651332148,80.18633169982162,76.73246322346345,56.2827028157194,76.37642521229785,83.4732269619947,72.97165572393484,77.15501974498967,70.7697240012484,80.5138487421843,75.07210576496057,68.39390188627729,62.186132091376805,70.67753110208287,83.08842448865286,76.89976940923945,83.0748530120771,76.87970862643137,76.47961273709625,84.93516876414965,85.71544789828886,81.96889293540056,85.69164435202896,90.77578374142733,90.77961354805544,67.63099612877758,86.7784143051352
Episode feedback,0.8,0.44924405950487245,0.12142857099489796,0.19413919342806157,0.18232044148530266,0.0801603205609616,0.06677265490179228,0.012024048084144241,0.04230769214497042,0.03246753225670434,0.0423728812362348,0.02486187838435945,0.038610038460965106,0.01694915249449392,0.012269938575031052,0.0037523452087198025,0.005714285706122449,0.012195121876859014,0.006097560963216339,0.0076628352196826234,0.00645161288935137,0.0,0.0,0.005540166189639429,0.002710027092926756,0.0,0.005405405376186998,0.003669724763908762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002967359041639884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,30.46723484992981,45.33486866950989,60.821043729782104,81.3335120677948,132.06913375854492,164.372328042984,213.94511198997498,227.52135014533997,235.91399216651917,253.68473482131958,271.4222013950348,284.49616622924805,301.5189995765686,309.81875443458557,335.78036642074585,369.23014783859253,378.2424533367157,402.2619638442993,415.96177077293396,439.28490924835205,453.39101099967957,462.1136085987091,480.1349346637726,498.6893355846405,511.37848019599915,521.1139359474182,548.2310597896576,557.417028427124,578.079754114151,591.7890138626099,608.6532979011536,639.5660197734833,656.4963531494141,669.1296238899231,687.6097929477692,705.0416870117188,726.9532537460327,741.5756857395172,759.493771314621,781.311368227005,806.2321372032166,827.3036451339722,840.6853303909302,857.8141062259674,870.5900750160217,887.8279521465302,905.1775841712952,918.6849484443665,932.2612044811249,947.4743480682373,960.8697619438171,969.600504398346,978.4372401237488,1005.9145691394806,1016.6461682319641
total minutes,0.0,0.5077872474988302,0.7555811444918314,1.013684062163035,1.3555585344632466,2.201152229309082,2.7395388007164003,3.565751866499583,3.792022502422333,3.931899869441986,4.22807891368866,4.523703356583913,4.741602770487467,5.0253166596094765,5.163645907243093,5.596339440345764,6.153835797309876,6.304040888945262,6.704366064071655,6.932696179548899,7.321415154139201,7.55651684999466,7.701893476645152,8.002248911062877,8.311488926410675,8.522974669933319,8.685232265790303,9.137184329827626,9.290283807118733,9.634662568569183,9.863150231043498,10.144221631685893,10.659433662891388,10.941605885823568,11.152160398165385,11.460163215796152,11.750694783528646,12.115887562433878,12.359594762325287,12.65822952191035,13.02185613711675,13.437202286720275,13.788394085566203,14.01142217318217,14.29690177043279,14.509834583600362,14.797132535775502,15.086293069521586,15.311415807406108,15.537686741352081,15.791239134470622,16.014496032396952,16.1600084066391,16.307287335395813,16.765242818991343,16.94410280386607
cummulative feedback,0.0,208.0,242.0,295.0,361.0,441.0,483.0,495.0,506.0,511.0,526.0,535.0,545.0,551.0,553.0,555.0,559.0,561.0,564.0,566.0,569.0,569.0,569.0,571.0,572.0,572.0,573.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,463.0,280.0,273.0,362.0,998.0,629.0,998.0,260.0,154.0,354.0,362.0,259.0,354.0,163.0,533.0,700.0,164.0,492.0,261.0,465.0,274.0,165.0,361.0,369.0,250.0,185.0,545.0,171.0,420.0,268.0,332.0,618.0,334.0,245.0,364.0,333.0,421.0,282.0,344.0,433.0,517.0,425.0,253.0,332.0,244.0,332.0,337.0,258.0,250.0,285.0,250.0,157.0,157.0,542.0,196.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
