,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Accumulated time steps,0.0,1000.0,1418.0,1673.0,2092.0,2905.0,3224.0,3465.0,3943.0,4439.0,4857.0,5280.0,5703.0,5975.0,6324.0,6574.0,6956.0,7261.0,7518.0,7895.0,8062.0,8248.0,8515.0,8853.0,9193.0,9661.0,9849.0,10131.0,10314.0,10657.0,10906.0,11187.0,11345.0,11500.0,11752.0,11909.0,12337.0,12690.0,12944.0,13312.0,13563.0,13813.0,14162.0,14329.0,14590.0,14858.0,15163.0,15442.0,15692.0,16033.0,16328.0,16497.0,16849.0,17006.0,17267.0,17628.0,18057.0,18489.0,18739.0,19167.0
Episode reward,0.0,-18.14253766381099,77.2654206225201,87.68595451242635,73.9822045230308,82.34308634640138,92.3244813585624,83.1575912382192,74.70996415276117,71.47350113259323,77.04196693934665,75.7111188085243,85.67925773077162,83.8594164756227,81.130858130815,87.25802454131319,78.38829759057668,78.91083157402372,82.69934523456922,80.00073089970178,91.29557225326943,89.83437614847598,82.86416546810592,78.37594675568562,78.35864663591877,68.30235063851414,89.67190926580416,84.50875221129267,90.06155964307277,78.12197525618438,84.51257246528131,86.46767138923447,90.14753406279821,90.56459796016006,84.7723904246915,90.29342702626154,73.20025644530352,78.02155025192732,84.03675314570405,76.53281866744761,84.4437591300085,84.9612412872219,78.41607210899323,89.12479202710004,83.22590654149757,83.11919284054369,79.24514770917946,81.99701145643972,84.94892693262103,79.13306087510296,82.84664854516619,90.60880753953637,77.1327273079712,90.27742827705356,83.70135841443677,76.1565273487289,73.00768381448222,72.2689591968718,84.84971011433746,73.03445753121196
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.078484535217285,61.34911298751831,73.57277870178223,92.0595474243164,128.0204155445099,143.01799750328064,154.63793015480042,176.02740836143494,197.82196307182312,216.95169305801392,236.08727478981018,255.11903023719788,267.77837109565735,283.7819175720215,295.54343366622925,313.07037901878357,327.22559571266174,339.5241301059723,356.7832591533661,364.90626668930054,373.8187439441681,386.44259548187256,401.72369384765625,417.5254776477814,438.26790404319763,447.39967370033264,460.67224764823914,469.6673390865326,485.6285500526428,497.33279180526733,510.539386510849,518.1570219993591,525.6535589694977,537.3945262432098,545.2051062583923,564.4054660797119,580.6709010601044,592.5273847579956,609.1051280498505,620.8391106128693,632.6676912307739,648.3831517696381,656.4161486625671,668.4446878433228,680.6698842048645,694.5208022594452,707.553614616394,719.1441740989685,734.6089189052582,747.8550207614899,756.0713601112366,772.1105251312256,779.6624910831451,791.6839878559113,808.0031139850616,827.2097325325012,846.4452364444733,858.0485413074493,877.1984114646912
total minutes,0.0,0.7013080755869547,1.0224852164586384,1.226212978363037,1.5343257904052734,2.133673592408498,2.383633291721344,2.57729883591334,2.933790139357249,3.297032717863719,3.6158615509668985,3.934787913163503,4.251983837286631,4.462972851594289,4.729698626200358,4.925723894437154,5.217839650313059,5.453759928544362,5.658735501766205,5.946387652556101,6.081771111488342,6.230312399069468,6.440709924697876,6.695394897460938,6.958757960796357,7.304465067386627,7.456661228338877,7.677870794137319,7.827788984775543,8.093809167544046,8.288879863421123,8.508989775180817,8.635950366655985,8.760892649491629,8.95657543738683,9.086751770973205,9.406757767995199,9.677848351001739,9.87545641263326,10.151752134164175,10.347318510214487,10.544461520512899,10.806385862827302,10.940269144376119,11.140744797388713,11.344498070081075,11.575346704324087,11.792560243606568,11.985736234982808,12.243481981754304,12.464250346024832,12.601189335187277,12.868508752187093,12.994374851385752,13.194733130931855,13.466718566417693,13.786828875541687,14.107420607407887,14.300809021790823,14.619973524411519
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,417.0,254.0,418.0,812.0,318.0,240.0,477.0,495.0,417.0,422.0,422.0,271.0,348.0,249.0,381.0,304.0,256.0,376.0,166.0,185.0,266.0,337.0,339.0,467.0,187.0,281.0,182.0,342.0,248.0,280.0,157.0,154.0,251.0,156.0,427.0,352.0,253.0,367.0,250.0,249.0,348.0,166.0,260.0,267.0,304.0,278.0,249.0,340.0,294.0,168.0,351.0,156.0,260.0,360.0,428.0,431.0,249.0,427.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
