,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Accumulated time steps,0.0,351.0,1339.0,1746.0,2089.0,2431.0,2764.0,3272.0,3523.0,4039.0,4291.0,4798.0,5322.0,5482.0,5854.0,6307.0,6569.0,6823.0,7333.0,7493.0,7655.0,7817.0,8079.0,8540.0,8969.0,9216.0,9381.0,9544.0,9877.0,10210.0,10563.0,10731.0,11077.0,11323.0,11568.0,11756.0,12089.0,12422.0,12675.0,12925.0,13445.0,13701.0,14219.0,14596.0,14841.0,15174.0,15685.0,16118.0,16277.0,16439.0,16702.0,17048.0,17390.0,17549.0,17814.0,17978.0
Episode reward,0.0,83.00410682385385,48.444457531612464,79.35463989121905,86.42929571672221,86.5465001809342,85.46470034547694,64.94047500258071,87.22970420885943,69.79149518986534,88.78730011491714,73.58116422931873,73.56133804045989,91.25268344620676,79.54568273334067,76.74721858587574,86.39219860241062,87.142065449135,83.52346849556123,89.74572033629283,91.3210192851385,91.34054451696433,86.83884145052292,77.13826389901851,74.56890951931737,85.82112114354052,91.15270402835098,88.15785771230479,76.91125974357611,77.14682061593057,76.02812371726048,87.61859148863456,76.59410452089503,83.5077927088216,83.02433270709956,85.57609206066083,76.96006285977373,76.73070672534324,83.17387965033289,83.36251425174349,63.776390698775,82.93604578440204,63.93727050928428,73.81316884729229,83.46005354683902,77.04251532783819,63.05298043703611,75.03990926672708,90.66217632126364,90.3327480824758,84.50242603245093,80.16553077152028,80.50097850624442,90.66556322956242,84.29107358766682,90.12100271462698
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,16.083446264266968,62.22013211250305,81.89286279678345,98.49939012527466,114.90575361251831,131.22301268577576,155.5254352092743,167.84309339523315,192.60812783241272,205.17997765541077,229.4046130180359,254.2496852874756,262.52473306655884,280.4038472175598,301.9290888309479,314.8052797317505,327.22702169418335,351.4461348056793,359.7781870365143,368.0771086215973,376.3580267429352,389.20800137519836,411.29367423057556,431.79036140441895,444.0139057636261,452.52810740470886,460.9359645843506,477.15592980384827,493.3253412246704,510.27318692207336,519.0375859737396,535.7713346481323,547.9407052993774,560.1380386352539,569.5699610710144,585.7544803619385,602.1182498931885,614.4614100456238,626.8128094673157,651.4660971164703,664.0309791564941,688.7879908084869,706.8362894058228,719.0401117801666,734.954204082489,759.1819045543671,779.9026947021484,788.1811771392822,796.534015417099,809.5520708560944,826.0928273200989,842.7475504875183,851.0525991916656,864.1872870922089,872.7035524845123
total minutes,0.0,0.2680574377377828,1.0370022018750509,1.3648810466130574,1.641656502087911,1.9150958935419717,2.1870502114295958,2.592090586821238,2.7973848899205525,3.2101354638735455,3.4196662942568463,3.823410216967265,4.23749475479126,4.37541221777598,4.673397453625997,5.032151480515798,5.246754662195841,5.453783694903056,5.857435580094656,5.996303117275238,6.134618477026621,6.2726337790489195,6.486800022919973,6.854894570509592,7.196506023406982,7.400231762727102,7.542135123411814,7.682266076405843,7.9525988300641375,8.222089020411174,8.504553115367889,8.65062643289566,8.929522244135539,9.132345088322957,9.335633977254231,9.492832684516907,9.762574672698975,10.035304164886474,10.241023500760397,10.446880157788595,10.857768285274506,11.06718298594157,11.479799846808115,11.780604823430378,11.984001863002778,12.24923673470815,12.653031742572784,12.998378245035807,13.13635295232137,13.275566923618317,13.49253451426824,13.768213788668314,14.045792508125306,14.18420998652776,14.403121451536814,14.545059208075205
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,349.0,987.0,406.0,342.0,341.0,332.0,507.0,250.0,515.0,251.0,506.0,523.0,159.0,371.0,452.0,261.0,253.0,509.0,159.0,161.0,161.0,261.0,460.0,428.0,246.0,164.0,162.0,332.0,332.0,352.0,167.0,345.0,245.0,244.0,187.0,332.0,332.0,252.0,249.0,519.0,255.0,517.0,376.0,244.0,332.0,510.0,432.0,158.0,161.0,262.0,345.0,341.0,158.0,264.0,163.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
