,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Accumulated time steps,0.0,1000.0,1504.0,1877.0,2242.0,2703.0,3702.0,4701.0,5226.0,5686.0,6031.0,7030.0,7284.0,7535.0,7699.0,7977.0,8334.0,8581.0,8737.0,9083.0,9235.0,9669.0,10094.0,10383.0,10647.0,10923.0,11305.0,11577.0,12117.0,12413.0,12751.0,13096.0,13390.0,13568.0,13727.0,13984.0,14418.0,14757.0,15104.0,15417.0,15698.0,15867.0,16383.0,16634.0,17181.0,17429.0,17690.0,18171.0,18435.0,18692.0,19037.0,19318.0,19570.0,19914.0
Episode reward,0.0,-68.85409955196181,72.97577338980048,80.99975986778666,80.51216106506756,76.26123503714068,-64.05462107829118,-61.21115296494787,69.71944006337584,73.32232198015262,81.59074915839236,-62.6887662081629,84.8934973286156,86.37118536074274,91.1559019453266,84.97417008170468,81.2835050686149,85.60295338550677,90.1500807595283,78.8975023215566,91.78457886741997,73.92629450084371,75.66591332545181,83.5464104235381,84.738026584385,86.82446035546667,82.56889959221569,87.60198594736279,70.31642971868303,86.38870030414725,80.25166554755373,79.8869217325907,81.38851878667751,88.2249258447533,90.24212482181463,84.25915021650668,74.46091786744397,80.24206263534816,78.826761510222,79.52249937990871,81.77675168583127,89.14427091433036,69.02464659196067,84.98559171211411,66.79961595446869,85.52332475600554,83.82790243555993,70.07602772834969,84.31531476244734,84.97278765469026,79.88459886476862,82.66247724606505,85.41578275711278,79.19022656323878
Episode feedback,0.8,0.0060120240420721205,0.3081510928267374,0.17204301029020697,0.07692307671174979,0.12173913017013233,0.00901803606310818,0.033066132231396664,0.06488549605937882,0.037037036956346324,0.026162790621619796,0.014028056098168281,0.007905138308675343,0.011999999952,0.018404907862546577,0.0,0.01404494378077263,0.016260162535527794,0.0,0.0,0.013245033024867332,0.0023094688168372544,0.002358490560475258,0.00694444442033179,0.0038022813543639494,0.0,0.0,0.0,0.003710575132262384,0.0033898304969836256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.913289070129395,77.54614901542664,98.10104250907898,117.0364637374878,141.8912751674652,190.1972360610962,239.86110258102417,267.12334084510803,290.5200867652893,308.47301602363586,358.31659483909607,371.7501528263092,384.9370005130768,393.9725399017334,408.70861983299255,427.10750007629395,440.3174569606781,448.94874835014343,466.84693336486816,475.3020164966583,497.7562847137451,519.6742050647736,534.8134891986847,548.805490732193,563.1592586040497,582.9544968605042,597.3768949508667,624.7452216148376,640.2615523338318,657.8541657924652,675.7030861377716,690.5975387096405,700.1701326370239,708.6568982601166,722.1230647563934,743.5874261856079,760.5130083560944,777.947883605957,793.9549000263214,808.6029713153839,817.9581980705261,844.4802856445312,857.6805980205536,884.7976593971252,897.6887125968933,911.2486751079559,934.6433985233307,947.747665643692,960.8474788665771,977.4467854499817,991.3261756896973,1003.7062616348267,1020.611102104187
total minutes,0.0,0.7652214845021565,1.2924358169237773,1.6350173751513164,1.9506077289581298,2.3648545861244203,3.169953934351603,3.9976850430170696,4.4520556807518,4.8420014460881555,5.141216933727264,5.971943247318268,6.195835880438486,6.415616675217946,6.566208998362224,6.811810330549876,7.118458334604899,7.338624282677968,7.482479139169057,7.780782222747803,7.921700274944305,8.295938078562418,8.66123675107956,8.913558153311412,9.146758178869883,9.385987643400828,9.715908281008403,9.956281582514444,10.412420360247294,10.67102587223053,10.964236096541088,11.261718102296193,11.509958978494009,11.669502210617065,11.810948304335277,12.035384412606557,12.393123769760132,12.675216805934905,12.965798060099283,13.232581667105357,13.476716188589732,13.632636634508769,14.074671427408854,14.294676633675893,14.746627656618754,14.961478543281554,15.187477918465932,15.577389975388845,15.795794427394867,16.014124647776285,16.290779757499696,16.522102928161623,16.72843769391378,17.010185035069785
cummulative feedback,0.0,6.0,161.0,225.0,253.0,309.0,318.0,351.0,385.0,402.0,411.0,425.0,427.0,430.0,433.0,433.0,438.0,442.0,442.0,442.0,444.0,445.0,446.0,448.0,449.0,449.0,449.0,449.0,451.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,503.0,372.0,364.0,460.0,998.0,998.0,524.0,459.0,344.0,998.0,253.0,250.0,163.0,277.0,356.0,246.0,155.0,345.0,151.0,433.0,424.0,288.0,263.0,275.0,381.0,271.0,539.0,295.0,337.0,344.0,293.0,177.0,158.0,256.0,433.0,338.0,346.0,312.0,280.0,168.0,515.0,250.0,546.0,247.0,260.0,480.0,263.0,256.0,344.0,280.0,251.0,343.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
