,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
Accumulated time steps,0.0,710.0,1198.0,1477.0,1748.0,2113.0,2377.0,2538.0,2798.0,2973.0,3245.0,3605.0,4053.0,4301.0,4663.0,4932.0,5192.0,5343.0,5615.0,5866.0,6137.0,6474.0,6761.0,7189.0,7346.0,7591.0,7743.0,7904.0,8056.0,8217.0,8792.0,9148.0,9300.0,9802.0,10159.0,10416.0,10685.0,11225.0,11382.0,11534.0,11692.0,11851.0,12199.0,12452.0,13051.0,13314.0,13785.0,14030.0,14189.0,14433.0,14693.0,14842.0,15505.0,15673.0,15931.0,16189.0,16343.0,16598.0,16852.0,17101.0,17358.0,17513.0,17668.0,18035.0,18292.0,18462.0,18620.0,18872.0,19025.0,19275.0,19527.0,19681.0,19946.0,20197.0
Episode reward,0.0,71.78230186815446,72.11973877734187,83.6999747214549,85.75265608224431,79.35693452164195,85.93902863112231,91.01460045986288,86.40448555896326,88.95853310324819,84.48121535304561,79.24091129440288,76.08211647278497,86.58936559921455,82.34383736719495,86.74294176088279,87.30460724399776,91.67590840588709,84.98817058847585,88.16316611051181,84.05090976918748,85.77653279654156,83.16026952910647,79.35544753558216,91.52027042023069,87.6705884793825,92.01373567334826,90.7339947430876,91.56188876447331,91.12443297448571,73.43595031754782,86.12772388008185,92.98586216731724,75.99666756743126,85.04245680025556,88.25568774223687,88.41281456444513,73.90293059088727,91.67979520515797,92.23580160459471,91.66392937829382,91.25432306583781,84.49546376777104,86.36052748927935,72.58215503391247,87.023288887631,78.95688505405587,87.12629824748585,91.07577263121709,87.27835896959465,86.74489049371846,91.72218903909769,65.01798532484256,90.88860904513278,87.0969454550384,87.09286595195934,91.91805048086208,87.57804147590286,88.06851999153204,87.1551296909972,86.73753822367425,91.63265392391435,91.35364819402326,80.88468939557684,86.80854318126421,90.71434312467358,91.33734312040274,86.8228978451935,91.80204228657072,86.99333744653222,87.35797152594628,91.76934329273907,85.51466603920024,87.4511977132015
Episode feedback,0.8,0.41666666607815445,0.18275153966580793,0.24460431566689095,0.15925925866941015,0.12637362602644608,0.16730037959201377,0.162499998984375,0.10424710384460578,0.05747126403752147,0.10701106971582632,0.09470752062755565,0.06040268442862934,0.04858299575472472,0.03324099713783657,0.05223880577522834,0.03474903461486859,0.03333333311111111,0.02583025820726842,0.027999999888,0.037037036899862825,0.035714285607993196,0.00699300696855592,0.002341920369222669,0.006410256369165024,0.012295081916823434,0.013245033024867332,0.012499999921875001,0.013245033024867332,0.0187499998828125,0.006968641102842088,0.0,0.013245033024867332,0.005988023940143665,0.002808988756154526,0.007812499969482422,0.0,0.00927643783065596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,64.62149834632874,100.77436947822571,124.17970848083496,144.90575766563416,170.71872067451477,190.656014919281,202.99961709976196,220.7570779323578,232.21309232711792,250.72519659996033,274.2024440765381,301.8563494682312,317.2626121044159,338.69109869003296,355.21171283721924,370.77865648269653,380.4296610355377,396.44922399520874,411.38829159736633,427.7527823448181,447.7785596847534,464.1863453388214,487.6520025730133,497.07269263267517,511.30256962776184,520.3278710842133,529.9588069915771,539.0262751579285,548.8985488414764,580.8821024894714,600.4900479316711,609.9132361412048,638.3435628414154,658.2392365932465,672.6247069835663,688.0005495548248,719.8790633678436,730.1049830913544,740.2104408740997,750.2889792919159,760.4591085910797,780.49285364151,795.4631607532501,829.1498019695282,844.3233127593994,870.8382787704468,884.8416163921356,894.4477701187134,908.6926116943359,923.6961576938629,932.4665021896362,967.9425010681152,977.7310218811035,992.6773645877838,1007.3262057304382,1016.3833913803101,1030.6901173591614,1045.025530576706,1058.9425480365753,1073.5803380012512,1082.9043452739716,1092.0570499897003,1112.5519530773163,1127.029941558838,1136.9606156349182,1146.3372786045074,1160.8290331363678,1169.9973213672638,1184.4928667545319,1198.562880039215,1207.8125336170197,1222.911921262741,1237.343493461609
total minutes,0.0,1.0770249724388123,1.6795728246370951,2.069661808013916,2.4150959610939027,2.845312011241913,3.1776002486546835,3.3833269516626996,3.679284632205963,3.870218205451965,4.178753276666005,4.570040734608968,5.030939157803854,5.287710201740265,5.644851644833882,5.920195213953654,6.179644274711609,6.340494350592295,6.607487066586812,6.856471526622772,7.129213039080302,7.46297599474589,7.736439088980357,8.127533376216888,8.284544877211253,8.521709493796031,8.672131184736887,8.832646783192953,8.983771252632142,9.14830914735794,9.681368374824524,10.008167465527853,10.165220602353413,10.639059380690258,10.970653943220775,11.210411783059438,11.466675825913747,11.99798438946406,12.168416384855906,12.336840681234996,12.504816321531932,12.674318476517994,13.0082142273585,13.257719345887502,13.819163366158802,14.072055212656657,14.513971312840779,14.74736027320226,14.90746283531189,15.144876861572266,15.394935961564382,15.54110836982727,16.13237501780192,16.295517031351725,16.54462274312973,16.788770095507303,16.939723189671835,17.178168622652688,17.417092176278434,17.649042467276256,17.893005633354186,18.048405754566193,18.200950833161674,18.542532551288605,18.783832359313966,18.949343593915305,19.105621310075126,19.347150552272797,19.499955356121063,19.741547779242197,19.976048000653584,20.130208893616995,20.38186535437902,20.622391557693483
cummulative feedback,0.0,295.0,384.0,452.0,495.0,541.0,585.0,611.0,638.0,648.0,677.0,711.0,738.0,750.0,762.0,776.0,785.0,790.0,797.0,804.0,814.0,826.0,828.0,829.0,830.0,833.0,835.0,837.0,839.0,842.0,846.0,846.0,848.0,851.0,852.0,854.0,854.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,708.0,487.0,278.0,270.0,364.0,263.0,160.0,259.0,174.0,271.0,359.0,447.0,247.0,361.0,268.0,259.0,150.0,271.0,250.0,270.0,336.0,286.0,427.0,156.0,244.0,151.0,160.0,151.0,160.0,574.0,355.0,151.0,501.0,356.0,256.0,268.0,539.0,156.0,151.0,157.0,158.0,347.0,252.0,598.0,262.0,470.0,244.0,158.0,243.0,259.0,148.0,662.0,167.0,257.0,257.0,153.0,254.0,253.0,248.0,256.0,154.0,154.0,366.0,256.0,169.0,157.0,251.0,152.0,249.0,251.0,153.0,264.0,250.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
