,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Accumulated time steps,0.0,1000.0,1625.0,2624.0,3097.0,3473.0,4238.0,4774.0,5511.0,5769.0,6236.0,6588.0,6854.0,7538.0,7790.0,7946.0,8208.0,8481.0,8754.0,8914.0,9084.0,9350.0,9597.0,9869.0,10316.0,10587.0,10862.0,11049.0,11214.0,11846.0,12004.0,12275.0,12799.0,12959.0,13308.0,13566.0,13817.0,14068.0,14334.0,14769.0,15021.0,15467.0,15624.0,15968.0,16133.0,16290.0,16541.0,17105.0,17472.0,17630.0,18179.0,18336.0,18784.0,18941.0,19398.0,19555.0,19989.0
Episode reward,0.0,-71.99777527438525,69.63305178950785,-63.23692406395069,76.27257322730736,81.8170025775542,62.855029208368606,69.00470970996312,57.240096753968686,84.91890807683382,71.38451269722782,77.56455501896912,85.03935865034099,61.71087968985846,86.27212670032861,90.63559916759971,86.09795469812397,83.86637921278309,87.15914391662886,91.19689353216256,90.47667430693733,85.969384824288,87.27761015804266,83.27596276469689,76.4789599908281,83.14006484971935,85.02348847191746,89.77004450522212,91.38153992690363,59.38714295133875,90.07621441040006,84.00851887606099,67.47773171959983,89.9964866641756,77.4364012130857,83.98956887602479,84.54757490435432,84.6758998748223,82.6391122526026,71.77159923736139,84.61482765771262,71.30576702619084,90.36599573668839,78.12991981184238,89.39784450065908,90.37771686304825,84.64569667967325,62.2633179317014,76.27516673265485,90.24259936635454,63.79752393436628,90.37909791360748,71.10678588438954,90.36612288790144,69.24439178351028,90.37325888765672,72.43614103828521
Episode feedback,0.8,0.00801603205609616,0.264423076499322,0.007014028049084141,0.08686440659562626,0.095999999744,0.08769633496374825,0.03364485975019652,0.020380434754917888,0.019455252842586566,0.015021459195232921,0.01709401704531619,0.018867924457102173,0.013177159570750864,0.007968127458294312,0.012903225723204995,0.011494252829523936,0.0036764705747188583,0.014705882298875433,0.0,0.0,0.0,0.0040650406338819485,0.011070110660257895,0.0022421524613404653,0.0037037036899862825,0.007299270046353029,0.0,0.0,0.001584786051371179,0.0,0.0037037036899862825,0.001912045885445419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,48.42362141609192,85.6912260055542,134.70882368087769,159.0233452320099,178.70065569877625,217.95514178276062,244.56929683685303,280.624623298645,294.1242151260376,317.7804298400879,335.70680475234985,349.5990331172943,384.0232744216919,397.1753087043762,405.6872909069061,419.3045470714569,432.9705560207367,446.89144110679626,455.4253387451172,464.6461305618286,478.2060503959656,491.1985912322998,505.5506908893585,527.8741841316223,541.5226986408234,555.3028106689453,565.0027801990509,573.701605796814,604.2185690402985,612.621743440628,626.8699395656586,653.2045907974243,662.0196435451508,679.7798807621002,693.1570816040039,706.0857744216919,719.0586459636688,733.1342034339905,755.2507259845734,768.4473214149475,791.3430461883545,799.9991645812988,817.9412615299225,826.6657495498657,835.0005149841309,847.9596438407898,876.3918099403381,895.0580172538757,903.8019134998322,931.5600519180298,940.5006079673767,963.6926245689392,972.2975056171417,995.0255308151245,1003.5343170166016,1025.549376964569
total minutes,0.0,0.8070603569348653,1.4281871000925699,2.2451470613479616,2.650389087200165,2.9783442616462708,3.6325856963793437,4.076154947280884,4.677077054977417,4.902070252100627,5.296340497334798,5.595113412539164,5.826650551954905,6.400387907028199,6.61958847840627,6.761454848448436,6.988409117857615,7.216175933678945,7.448190685113271,7.59042231241862,7.744102176030477,7.970100839932759,8.186643187204997,8.425844848155975,8.797903068860371,9.02537831068039,9.255046844482422,9.416713003317515,9.5616934299469,10.070309484004975,10.210362390677135,10.447832326094309,10.886743179957072,11.033660725752513,11.329664679368337,11.552618026733398,11.768096240361531,11.984310766061148,12.218903390566508,12.58751209974289,12.807455356915792,13.189050769805908,13.333319409688313,13.63235435883204,13.777762492497763,13.916675249735514,14.132660730679829,14.606530165672302,14.917633620897929,15.063365224997202,15.526000865300496,15.675010132789613,16.061543742815655,16.204958426952363,16.58375884691874,16.72557195027669,17.09248961607615
cummulative feedback,0.0,8.0,173.0,180.0,221.0,257.0,324.0,342.0,357.0,362.0,369.0,375.0,380.0,389.0,391.0,393.0,396.0,397.0,401.0,401.0,401.0,401.0,402.0,405.0,406.0,407.0,409.0,409.0,409.0,410.0,410.0,411.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,624.0,998.0,472.0,375.0,764.0,535.0,736.0,257.0,466.0,351.0,265.0,683.0,251.0,155.0,261.0,272.0,272.0,159.0,169.0,265.0,246.0,271.0,446.0,270.0,274.0,186.0,164.0,631.0,157.0,270.0,523.0,159.0,348.0,257.0,250.0,250.0,265.0,434.0,251.0,445.0,156.0,343.0,164.0,156.0,250.0,563.0,366.0,157.0,548.0,156.0,447.0,156.0,456.0,156.0,433.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
