,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
Accumulated time steps,0.0,668.0,1049.0,1208.0,1361.0,1511.0,1666.0,2025.0,2277.0,2535.0,2904.0,3252.0,3699.0,3852.0,4130.0,4381.0,4743.0,5193.0,5346.0,5500.0,5651.0,5808.0,6051.0,6227.0,6573.0,6925.0,7208.0,7460.0,7716.0,7878.0,8127.0,8276.0,8536.0,8696.0,9053.0,9310.0,9592.0,9844.0,10190.0,10340.0,10729.0,11107.0,11365.0,11509.0,11769.0,12041.0,12187.0,12346.0,12503.0,12671.0,12823.0,12983.0,13133.0,13290.0,13451.0,13606.0,13756.0,13906.0,14060.0,14328.0,14572.0,14749.0,14909.0,15060.0,15217.0,15390.0,15650.0,15909.0,16064.0,16408.0,16564.0,16838.0,17119.0,17383.0,17650.0,17925.0,18098.0,18422.0,18575.0,18849.0,19117.0,19376.0,19626.0,19781.0,19942.0,20102.0
Episode reward,0.0,63.668434834697386,79.54884570252781,89.83772602165361,90.51072160538928,91.45682242689841,90.50445768545198,79.72775700811002,84.24418718387165,84.77810599172291,77.53328542775625,80.81497851057343,74.57564232785214,91.36988567874347,82.90907735168057,87.49551403230996,79.43816709319327,76.98665549198076,90.96664221583433,90.49238150973903,90.7303359703499,91.36011524878731,86.03135292634471,89.69739332173168,82.46939839261091,81.29809239351707,85.30809363943916,85.52122665760162,85.70381470975995,90.74451661631112,85.02574483836301,92.34307864409976,86.57040791447977,91.43535261123402,79.38407828694514,85.10232684362887,82.77893510958346,87.02226951156216,82.85665231932899,91.59610420569949,78.2604841198602,78.63981706299603,86.20400408323515,91.70695227386656,85.12364653242201,83.11059119639141,91.77691028611828,91.8770191496694,89.57497043849416,91.46346565974558,91.68397712156387,91.91389639044263,92.41140092792388,91.02350642582888,91.92577637462833,92.02340239363198,90.98269684125447,90.70213031455913,91.43091258792948,84.53266536931616,86.51900371086116,89.55450326734682,90.88501133681612,90.57571046891265,90.88592999568992,89.51083346943187,86.80159786183243,87.22096829969496,91.17256325417289,80.41128579086745,90.41629555363697,85.00427490002772,82.59715474807736,84.58382509570353,84.07687687368053,84.640074888233,90.23642460491298,78.83622703433466,90.96223523834149,83.79682956390032,83.16244198414832,84.1260794681884,84.61046809602294,90.18744025946567,90.03929949074896,91.04434470595041
Episode feedback,0.8,0.32732732683584487,0.2157894731163435,0.259493669243711,0.1776315777787396,0.2281879179316247,0.11038960967279475,0.14525139624231453,0.127490039332709,0.12840466876107132,0.09782608669068998,0.0749279536745592,0.05605381153351163,0.07236842057652355,0.025270758031513508,0.051999999792,0.07202216046531258,0.020044543385201462,0.03947368395083103,0.019607843009099065,0.0066666666222222224,0.01923076910749507,0.016528925551533364,0.022857142726530614,0.020289855013652595,0.008547008522658096,0.014184397112821287,0.027888446104030094,0.0196078430603614,0.01242236017128969,0.012096774144771073,0.020270270133308985,0.00386100384609651,0.018867924409635695,0.016853932536927158,0.011718749954223633,0.010676156545636454,0.007968127458294312,0.008695652148708254,0.0,0.005154639161972579,0.0026525198868633426,0.003891050568517313,0.0,0.0,0.0,0.006896551676575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,49.29439306259155,75.57061529159546,87.81966257095337,98.6201741695404,109.73627471923828,119.86123824119568,143.06702136993408,159.37350177764893,176.04353094100952,198.50344443321228,218.9972381591797,244.4226107597351,253.97743368148804,269.4518051147461,284.082524061203,305.35598492622375,329.54611372947693,338.5624575614929,347.48387598991394,356.1784086227417,365.17115926742554,378.5745072364807,388.59580636024475,407.4537441730499,426.0837938785553,441.5194296836853,455.66198086738586,469.78757643699646,478.99533891677856,492.6186716556549,501.26088285446167,515.2963383197784,524.487316608429,543.8482229709625,557.8382968902588,573.054830789566,586.8627650737762,605.354542016983,613.8369150161743,634.4051296710968,654.3431560993195,668.3667330741882,676.5821945667267,690.6136593818665,705.3981764316559,713.8906636238098,722.9840672016144,731.8838665485382,741.4524509906769,750.1121075153351,759.1278100013733,767.6389038562775,776.4353659152985,785.5536677837372,794.2724282741547,802.7645719051361,811.3062479496002,819.9435038566589,834.3754143714905,847.6198966503143,857.4435803890228,866.6248910427094,875.304616689682,884.2877542972565,893.9346249103546,907.9266057014465,921.8915967941284,930.7306201457977,948.8701827526093,957.7645106315613,973.156497001648,988.533992767334,1002.7593386173248,1017.0764644145966,1032.2476477622986,1042.2714052200317,1059.880695104599,1068.6444473266602,1083.4054355621338,1097.7513995170593,1111.8682425022125,1125.522289276123,1134.3683369159698,1143.5319511890411,1152.5483412742615
total minutes,0.0,0.8215732177098592,1.2595102548599244,1.4636610428492227,1.64366956949234,1.8289379119873046,1.997687304019928,2.384450356165568,2.6562250296274823,2.9340588490168256,3.308390740553538,3.6499539693196614,4.073710179328918,4.232957228024801,4.490863418579101,4.734708734353384,5.089266415437063,5.492435228824616,5.642707626024882,5.791397933165232,5.936306810379028,6.086185987790426,6.309575120608012,6.476596772670746,6.790895736217498,7.101396564642588,7.358657161394755,7.594366347789764,7.829792940616608,7.983255648612976,8.210311194260916,8.35434804757436,8.58827230532964,8.74145527680715,9.064137049516042,9.29730494817098,9.550913846492767,9.781046084562938,10.089242366949717,10.230615250269572,10.573418827851613,10.905719268321992,11.13944555123647,11.276369909445444,11.51022765636444,11.75663627386093,11.898177727063496,12.049734453360239,12.198064442475637,12.357540849844614,12.501868458588918,12.652130166689554,12.793981730937958,12.94058943192164,13.092561129728953,13.237873804569244,13.379409531752268,13.521770799160004,13.665725064277648,13.906256906191508,14.126998277505239,14.290726339817047,14.443748184045155,14.588410278161367,14.738129238287607,14.898910415172576,15.132110095024109,15.364859946568806,15.512177002429961,15.81450304587682,15.962741843859355,16.219274950027465,16.475566546122234,16.71265564362208,16.951274406909942,17.204127462704978,17.371190087000528,17.664678251743318,17.810740788777668,18.056757259368897,18.295856658617655,18.531137375036874,18.75870482126872,18.906138948599498,19.058865853150685,19.209139021237693
cummulative feedback,0.0,218.0,300.0,341.0,368.0,402.0,419.0,471.0,503.0,536.0,572.0,598.0,623.0,634.0,641.0,654.0,680.0,689.0,695.0,698.0,699.0,702.0,706.0,710.0,717.0,720.0,724.0,731.0,736.0,738.0,741.0,744.0,745.0,748.0,754.0,757.0,760.0,762.0,765.0,765.0,767.0,768.0,769.0,769.0,769.0,769.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,666.0,380.0,158.0,152.0,149.0,154.0,358.0,251.0,257.0,368.0,347.0,446.0,152.0,277.0,250.0,361.0,449.0,152.0,153.0,150.0,156.0,242.0,175.0,345.0,351.0,282.0,251.0,255.0,161.0,248.0,148.0,259.0,159.0,356.0,256.0,281.0,251.0,345.0,149.0,388.0,377.0,257.0,143.0,259.0,271.0,145.0,158.0,156.0,167.0,151.0,159.0,149.0,156.0,160.0,154.0,149.0,149.0,153.0,267.0,243.0,176.0,159.0,150.0,156.0,172.0,259.0,258.0,154.0,343.0,155.0,273.0,280.0,263.0,266.0,274.0,172.0,323.0,152.0,273.0,267.0,258.0,249.0,154.0,160.0,159.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
