,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2719.0,3718.0,4717.0,5716.0,6715.0,7714.0,8713.0,9712.0,10711.0,11710.0,12709.0,13708.0,14707.0,15623.0,16622.0,17621.0,18620.0,19619.0
Episode reward,0.0,-67.68194612451093,-7.273094736492207,73.74534951292165,-20.13961185217365,-71.53079747700674,-64.32406256846967,-51.29964534309115,-62.62232927962861,-58.623142921882554,-67.24803789908248,-61.06635720242234,-45.26788718307637,-62.34560754249489,-57.704872518338725,-44.62335538052422,46.32026772592335,-61.193029367672715,-58.346995739684544,-62.69290264402949,-57.38918291252815
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.12505269050598,83.17876935005188,113.73516321182251,155.866468667984,198.55932760238647,240.92807984352112,283.0766272544861,326.033762216568,368.7152280807495,411.8410108089447,454.4045445919037,497.0859127044678,540.0543463230133,582.0044069290161,624.2663795948029,663.2252244949341,705.6041390895844,748.576966047287,791.1973905563354,833.3182680606842
total minutes,0.0,0.6854175448417663,1.3863128225008647,1.8955860535303752,2.5977744777997334,3.309322126706441,4.015467997392019,4.717943787574768,5.4338960369428,6.1452538013458256,6.864016846815745,7.573409076531728,8.28476521174113,9.000905772050222,9.700073448816935,10.40443965991338,11.053753741582234,11.760068984826406,12.476282767454784,13.186623175938925,13.888637801011404
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,719.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,915.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
