,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
Accumulated time steps,0.0,636.0,962.0,1282.0,1514.0,1991.0,2315.0,2821.0,3150.0,3321.0,3559.0,3901.0,4166.0,4336.0,4668.0,5260.0,5433.0,5590.0,5749.0,6000.0,6164.0,6542.0,6880.0,7241.0,7410.0,7898.0,8262.0,8539.0,8914.0,9180.0,9447.0,9724.0,9993.0,10270.0,10609.0,10992.0,11154.0,11506.0,11770.0,12020.0,12207.0,12454.0,12790.0,13039.0,13286.0,13622.0,13911.0,14160.0,14419.0,14844.0,15014.0,15273.0,15521.0,15962.0,16388.0,16636.0,17166.0,17416.0,17585.0
Episode reward,0.0,85.34920039714147,83.23748967316794,84.67489988897282,89.9799996464468,81.08249881450014,87.09639207221294,73.39480244253197,79.70849988769275,88.35003951663461,86.98878925421043,83.18230756897319,85.79168708722334,90.89309328293712,75.54194266941028,58.101177619982785,91.58649887276117,91.21612692080657,91.50069363723004,88.13373376612141,91.24294413575522,80.76828329544955,79.36629063726696,82.38450964271846,91.03585027267223,73.49220311771384,82.14027258835398,84.27199838289081,79.91824685744355,86.2042140872268,86.05777777988165,84.12546993011848,85.6889122243862,84.26674087915944,79.2260267731909,75.13358027253248,89.48446467728728,78.12289570742274,82.65504719602595,84.89568924112362,86.88140039304051,85.0968609798315,79.07886165155028,84.44235974377543,85.04398565682882,79.13538333346298,81.1200936324449,84.45224613488628,84.07614216637438,73.23875547388116,88.61751298033627,83.19579838798523,84.59870107721638,70.97678083772186,73.40739963270003,84.6240156512986,66.27761995802857,84.88575374081658,88.71924481493885
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,29.349069595336914,45.193583488464355,60.94211721420288,72.69801998138428,95.65819048881531,111.57644891738892,135.8225815296173,151.8827042579651,160.69216632843018,172.6900815963745,189.26500725746155,202.46103954315186,211.24973249435425,227.52089309692383,255.81624221801758,264.7711491584778,272.9943480491638,281.2822768688202,293.8822340965271,302.4575035572052,320.8167402744293,337.45857429504395,355.17051815986633,364.03863167762756,387.24023175239563,404.87627959251404,418.6143958568573,436.81770372390747,449.9559791088104,463.24474596977234,476.93112349510193,490.26913499832153,503.89910793304443,520.4639003276825,539.0019249916077,547.1729333400726,564.4992411136627,577.7625410556793,590.2447392940521,599.9734420776367,612.4619474411011,629.0797531604767,641.5318348407745,653.874921798706,670.093597650528,684.5408470630646,696.9581406116486,709.883306980133,730.5294096469879,739.3703601360321,752.3918764591217,764.7859234809875,786.0060687065125,806.7294533252716,819.115330696106,844.5885102748871,857.1292476654053,865.8301758766174
total minutes,0.0,0.4891511599222819,0.753226391474406,1.015701953570048,1.2116336663564047,1.5943031748135885,1.8596074819564818,2.2637096921602886,2.531378404299418,2.678202772140503,2.8781680266062417,3.154416787624359,3.374350659052531,3.520828874905904,3.7920148849487303,4.263604036966959,4.412852485974629,4.549905800819397,4.68803794781367,4.898037234942119,5.0409583926200865,5.346945671240489,5.624309571584066,5.919508635997772,6.067310527960459,6.454003862539927,6.747937993208567,6.976906597614288,7.280295062065124,7.499266318480173,7.720745766162873,7.948852058251699,8.171152249972026,8.39831846555074,8.674398338794708,8.983365416526794,9.11954888900121,9.408320685227713,9.629375684261323,9.837412321567536,9.999557367960612,10.207699124018351,10.484662552674612,10.692197247346241,10.897915363311768,11.1682266275088,11.409014117717742,11.615969010194142,11.831388449668884,12.175490160783133,12.322839335600536,12.539864607652028,12.74643205801646,13.10010114510854,13.445490888754527,13.651922178268432,14.076475171248118,14.285487461090089,14.430502931276957
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,634.0,325.0,319.0,231.0,476.0,323.0,505.0,328.0,170.0,237.0,341.0,264.0,169.0,331.0,591.0,172.0,156.0,158.0,250.0,163.0,377.0,337.0,360.0,168.0,487.0,363.0,276.0,374.0,265.0,266.0,276.0,268.0,276.0,338.0,382.0,161.0,351.0,263.0,249.0,186.0,246.0,335.0,248.0,246.0,335.0,288.0,248.0,258.0,424.0,169.0,258.0,247.0,440.0,425.0,247.0,529.0,249.0,168.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
