,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Accumulated time steps,0.0,930.0,1216.0,1482.0,1734.0,1884.0,2139.0,2307.0,2462.0,2723.0,2998.0,3253.0,3410.0,3678.0,3837.0,4177.0,4518.0,4672.0,4844.0,4997.0,5149.0,5408.0,5778.0,6040.0,6299.0,6825.0,6994.0,7185.0,7347.0,7505.0,7751.0,7907.0,8163.0,8432.0,8590.0,8840.0,9102.0,9446.0,9699.0,9850.0,10002.0,10174.0,10529.0,10980.0,11352.0,11621.0,12051.0,12204.0,12468.0,12859.0,13011.0,13158.0,13421.0,13575.0,13742.0,13904.0,14056.0,14310.0,14463.0,14718.0,14873.0,15079.0,15252.0,15414.0,15663.0,16103.0,16357.0,16509.0,16883.0,17144.0,17298.0,17543.0,17996.0,18337.0,18590.0,18844.0,18995.0,19159.0,19411.0,19748.0,19994.0,20362.0
Episode reward,0.0,46.44047044535855,85.35096653097932,84.39226158007446,85.78878949284993,91.60744619167741,86.2544742877942,90.06232970165351,91.01228104621342,86.13205042233632,83.39395115949998,85.55372426258921,91.02085889436664,85.920596401558,91.02758359128191,81.18463576829343,81.80160423727108,91.26084906496723,90.5192572638378,91.7722533001826,92.06293121953718,86.43526119470842,79.8440430707945,85.0693492516319,85.54521951664013,73.46596039851798,90.56716844724458,87.99657445622857,90.92520189549028,91.26994927026958,86.66268336763765,92.16214870458248,84.85547707676515,84.3385852291823,91.09304944448404,86.79368871912891,85.46264702206345,81.7730536947944,86.5090679518118,91.56121433463677,91.36658131511957,90.50105327394024,79.52216793040944,75.4330537975759,78.04299739472003,84.0413341478396,79.52205158860649,91.59713788859577,85.72379448337945,79.53683738833845,92.17416329485407,91.9409979120554,86.13081016292656,91.41531230804104,90.57012177733735,91.07973369589426,91.45483164975616,84.57604748699416,90.65062744119858,87.3494083348999,90.69354261674997,87.19646095773244,90.41971326264667,91.26720844003354,85.72872500118027,74.28084170168579,86.98469929240059,91.74688503975811,79.86170434572712,84.88528481251124,91.01935952891901,86.07401398692065,73.41406372993013,80.84622861483638,85.38749784761877,86.12161215021285,91.39782868949953,90.30278784745519,86.25644036396578,79.84995113535076,87.593015345078,79.71121154778294
Episode feedback,0.8,0.2564655169650156,0.2035087712157587,0.1849056596796013,0.10358565695782607,0.09395973091302194,0.1141732278969558,0.06586826307863315,0.10389610322145387,0.09230769195266272,0.0985401456257659,0.0708661414532829,0.07051282006081526,0.03370786504229264,0.044303797187950654,0.050147492477441026,0.026470588157439447,0.026143790678798753,0.035087719093054276,0.06578947325138504,0.019867549537300997,0.03100775181779941,0.010840108371707024,0.019157088049206558,0.01162790693167478,0.02476190471473923,0.005952380916950114,0.005263157867036012,0.01242236017128969,0.01273885342204552,0.004081632636401499,0.012903225723204995,0.00392156861207228,0.0074626865393183335,0.0,0.0,0.0038314176098413117,0.005830903773087744,0.0,0.0,0.0,0.005847953182175712,0.0,0.0,0.002695417782492135,0.0,0.002331002325568759,0.006578947325138505,0.0038022813543639494,0.0,0.0,0.0068493150215800346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039525691543376715,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,67.7317361831665,89.90910387039185,109.51430439949036,126.02377271652222,136.12466621398926,153.11308073997498,163.84806275367737,174.41958856582642,191.02826833724976,208.5971553325653,224.3224663734436,234.34184551239014,249.74707746505737,259.5591859817505,279.46891045570374,298.95062732696533,308.097042798996,318.4360842704773,328.06599974632263,337.0811893939972,351.9820055961609,372.4148759841919,387.106436252594,401.5713493824005,430.69768834114075,440.85923528671265,451.700332403183,461.01984453201294,470.22139859199524,483.7473690509796,492.9324378967285,507.1895749568939,522.2516074180603,531.251790523529,545.0115971565247,559.7339725494385,578.3892436027527,592.3403215408325,600.9213581085205,609.6555380821228,619.9125559329987,639.8441343307495,665.7995944023132,687.0279846191406,702.3797650337219,725.8282611370087,734.8699469566345,749.7166996002197,770.5364034175873,779.4122517108917,788.0305225849152,802.50781083107,811.3664307594299,820.9712154865265,830.2957062721252,838.9399456977844,852.9029467105865,861.7757577896118,875.9523632526398,884.8877773284912,896.2749400138855,906.0746495723724,915.442818403244,929.1184706687927,952.2971682548523,966.1857347488403,974.8819518089294,994.7155413627625,1009.0151546001434,1017.7898755073547,1031.4802703857422,1055.4206111431122,1074.0756087303162,1087.9760982990265,1101.9952380657196,1111.0441510677338,1120.4088213443756,1134.350553035736,1152.682578086853,1166.601301908493,1186.4768397808075
total minutes,0.0,1.1288622697194417,1.4984850645065309,1.8252384066581726,2.1003962119420367,2.268744436899821,2.551884678999583,2.730801045894623,2.9069931427637736,3.183804472287496,3.4766192555427553,3.7387077728907268,3.9056974252065024,4.16245129108429,4.325986433029175,4.657815174261729,4.982510455449423,5.1349507133165995,5.307268071174621,5.46776666243871,5.618019823233286,5.866366759936015,6.206914599736532,6.4517739375432335,6.692855823040008,7.178294805685679,7.347653921445211,7.528338873386383,7.683664075533549,7.837023309866587,8.06245615084966,8.215540631612141,8.453159582614898,8.70419345696767,8.854196508725485,9.08352661927541,9.32889954249064,9.639820726712545,9.872338692347208,10.015355968475342,10.160925634702046,10.331875932216644,10.664068905512492,11.09665990670522,11.450466410319011,11.706329417228698,12.097137685616811,12.247832449277242,12.495278326670329,12.842273390293121,12.990204195181528,13.13384204308192,13.375130180517832,13.522773845990498,13.682853591442107,13.838261771202088,13.982332428296408,14.21504911184311,14.36292929649353,14.599206054210663,14.748129622141521,14.93791566689809,15.10124415953954,15.257380306720734,15.485307844479879,15.871619470914204,16.10309557914734,16.248032530148823,16.57859235604604,16.816919243335725,16.963164591789244,17.19133783976237,17.59034351905187,17.90126014550527,18.132934971650442,18.366587301095326,18.517402517795563,18.673480355739592,18.9058425505956,19.21137630144755,19.443355031808217,19.77461399634679
cummulative feedback,0.0,238.0,296.0,345.0,371.0,385.0,414.0,425.0,441.0,465.0,492.0,510.0,521.0,530.0,537.0,554.0,563.0,567.0,573.0,583.0,586.0,594.0,598.0,603.0,606.0,619.0,620.0,621.0,623.0,625.0,626.0,628.0,629.0,631.0,631.0,631.0,632.0,634.0,634.0,634.0,634.0,635.0,635.0,635.0,636.0,636.0,637.0,638.0,639.0,639.0,639.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,928.0,285.0,265.0,251.0,149.0,254.0,167.0,154.0,260.0,274.0,254.0,156.0,267.0,158.0,339.0,340.0,153.0,171.0,152.0,151.0,258.0,369.0,261.0,258.0,525.0,168.0,190.0,161.0,157.0,245.0,155.0,255.0,268.0,157.0,249.0,261.0,343.0,252.0,150.0,151.0,171.0,354.0,450.0,371.0,268.0,429.0,152.0,263.0,390.0,151.0,146.0,262.0,153.0,166.0,161.0,151.0,253.0,152.0,254.0,154.0,205.0,172.0,161.0,248.0,439.0,253.0,151.0,373.0,260.0,153.0,244.0,452.0,340.0,252.0,253.0,150.0,163.0,251.0,336.0,245.0,367.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
