,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Accumulated time steps,0.0,351.0,723.0,986.0,1985.0,2335.0,2742.0,3741.0,4740.0,4998.0,5265.0,5629.0,5976.0,6234.0,6485.0,6636.0,6884.0,7410.0,7739.0,8171.0,8422.0,9044.0,9299.0,9496.0,9931.0,10283.0,10448.0,10624.0,10906.0,11366.0,11522.0,11697.0,11860.0,12015.0,12183.0,12618.0,12870.0,13118.0,13281.0,13629.0,14063.0,14492.0,14740.0,15186.0,15537.0,15883.0,16039.0,16404.0,16656.0,17090.0,17538.0,17918.0,18186.0,18437.0,18719.0,19063.0,19219.0,19378.0,19632.0,19883.0
Episode reward,0.0,83.85446559445303,80.82850751042469,86.51429002376868,-64.35354459852421,81.07396669962553,78.66256048754398,-63.86639919741533,-63.176768531949755,87.82199293380387,86.97002318271257,80.26715413262143,80.02279934218556,86.66632188159029,85.81187257691191,91.747570486468,85.3088215147674,68.86900795829648,79.67951943219973,74.33019894618263,85.21785407501102,64.23461653772463,85.45136595030483,86.27257398339779,71.63179821050318,77.22624052838725,89.43055682828083,90.50566302489763,84.56779841079963,73.46871592009093,90.20581246625095,88.37374531149052,90.48609690114812,90.57259565801515,89.01184072145413,72.85765326200294,84.3000976743078,84.93499835453419,89.5686767198977,77.69914568885329,72.15355362594016,73.32446726753467,85.068221262133,71.8024053255859,78.21965188414197,78.70750074183495,90.40196034399624,76.82936393649818,84.31794803638799,72.94705068519326,73.20811341345397,82.92000327322107,83.99014749257762,84.75800578222686,81.52320029810424,78.08543770988695,90.43752755029982,90.03948130837827,84.01861262268942,84.75895935821401
Episode feedback,0.8,0.4212034371885288,0.1455525602545753,0.1374045796282268,0.00901803606310818,0.08022922613114834,0.10344827560727025,0.013026052091156261,0.0150300601051803,0.04280155625369044,0.030075187856860197,0.0275482092905008,0.008670520206154567,0.027237353979621192,0.007999999968,0.03999999973333333,0.008097165959120786,0.005714285703401361,0.006097560957019631,0.00696055682839778,0.015999999936,0.0032206119110779197,0.003937007858515717,0.01020408158059142,0.0,0.0,0.006097560938429507,0.0,0.0,0.0021786492327262545,0.0,0.005747126403752147,0.006172839468068892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002237136460319605,0.0,0.0037453183380325157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,22.65234923362732,42.9991352558136,57.44460153579712,106.69511890411377,125.2694776058197,147.0348994731903,196.20418858528137,245.6914346218109,259.3907506465912,273.6676096916199,292.3885612487793,310.00227975845337,323.52370595932007,336.8259253501892,345.3337814807892,358.39596581459045,385.1586027145386,402.322146654129,424.80447030067444,438.2618236541748,469.8034722805023,483.683132648468,494.1873116493225,516.7410805225372,535.3609583377838,544.5488011837006,554.1807186603546,569.1864290237427,592.7997179031372,601.4994730949402,611.1557557582855,620.3474063873291,629.0448338985443,638.2703120708466,660.9006950855255,674.3776183128357,687.758394241333,696.5964331626892,714.182207107544,735.4420967102051,757.2651538848877,770.5420606136322,793.7421658039093,811.6694421768188,829.9149405956268,838.6371619701385,857.5681781768799,870.2537665367126,891.3845634460449,913.2582342624664,931.4203867912292,944.6282968521118,957.0988981723785,970.8851542472839,987.9464712142944,996.0929253101349,1004.3010623455048,1016.6762163639069,1029.0001633167267
total minutes,0.0,0.37753915389378867,0.7166522542635599,0.9574100255966187,1.7782519817352296,2.0878246267636618,2.450581657886505,3.2700698097546894,4.094857243696849,4.323179177443186,4.5611268281936646,4.873142687479655,5.16670466264089,5.392061765988668,5.613765422503153,5.7555630246798195,5.973266096909841,6.41931004524231,6.705369110902151,7.080074505011241,7.30436372756958,7.8300578713417055,8.061385544141134,8.236455194155376,8.612351342042286,8.922682638963064,9.075813353061676,9.23634531100591,9.486440483729044,9.87999529838562,10.024991218249003,10.185929262638092,10.339123439788818,10.484080564975738,10.63783853451411,11.015011584758758,11.239626971880595,11.462639904022216,11.609940552711487,11.903036785125732,12.257368278503417,12.621085898081462,12.84236767689387,13.229036096731821,13.527824036280315,13.83191567659378,13.977286032835643,14.292802969614664,14.504229442278545,14.856409390767416,15.220970571041107,15.523673113187154,15.743804947535198,15.951648302872975,16.181419237454733,16.46577452023824,16.601548755168913,16.738351039091746,16.944603606065115,17.150002721945445
cummulative feedback,0.0,147.0,201.0,237.0,246.0,274.0,316.0,329.0,344.0,355.0,363.0,373.0,376.0,383.0,385.0,391.0,393.0,396.0,398.0,401.0,405.0,407.0,408.0,410.0,410.0,410.0,411.0,411.0,411.0,412.0,412.0,413.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,415.0,415.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,349.0,371.0,262.0,998.0,349.0,406.0,998.0,998.0,257.0,266.0,363.0,346.0,257.0,250.0,150.0,247.0,525.0,328.0,431.0,250.0,621.0,254.0,196.0,434.0,351.0,164.0,175.0,281.0,459.0,155.0,174.0,162.0,154.0,167.0,434.0,251.0,247.0,162.0,347.0,433.0,428.0,247.0,445.0,350.0,345.0,155.0,364.0,251.0,433.0,447.0,379.0,267.0,250.0,281.0,343.0,155.0,158.0,253.0,250.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
