,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
Accumulated time steps,0.0,1000.0,1447.0,1802.0,2162.0,2413.0,2771.0,2925.0,3186.0,3443.0,3598.0,3847.0,4116.0,4370.0,4617.0,5144.0,5328.0,5480.0,5650.0,5908.0,6065.0,6316.0,6574.0,6906.0,7059.0,7425.0,7587.0,7835.0,8078.0,8224.0,8456.0,8600.0,8753.0,8909.0,9187.0,9527.0,9766.0,10029.0,10276.0,11073.0,11325.0,11475.0,11836.0,11990.0,12239.0,12752.0,13098.0,13249.0,13594.0,14027.0,14290.0,14528.0,14778.0,15041.0,15303.0,15805.0,16049.0,16406.0,16558.0,16816.0,16967.0,17225.0,17565.0,17809.0,18172.0,18513.0,18670.0,19136.0,19428.0,19678.0,19824.0,19977.0,20224.0
Episode reward,0.0,-61.234257929255804,73.59054819580678,78.87837331428115,79.6026929957613,85.36490859464035,79.41297464747969,90.90063114064539,85.51496438158482,84.94576673398869,90.99613563815336,86.37641889747222,84.11796805494839,86.45310466884119,86.45299462266513,69.64763467825978,88.25905497284965,91.61003733027162,90.0739720173841,84.42976359135902,91.69017072322876,86.34460225022717,84.69014387427237,83.22772525330532,91.05218650702754,79.89656772270435,91.48404076764503,86.63070774922996,87.05541329804942,92.02574449761525,83.56116636890388,92.59985960245193,90.96481035210051,91.30657304409284,82.43389629318624,80.9158617171669,87.30824540505357,83.86711097657263,87.07081066707589,52.932066871107864,85.29437081776025,90.9138726212399,81.99330848559055,91.98952397472458,87.26752218974133,72.9635997918575,80.45104121020428,91.60709012481308,80.75682071129363,74.96785148697512,83.98051420981689,85.80561497635091,85.91258491817014,82.99160185020574,85.23393461902357,71.26881043991962,85.8803162270312,80.3589572755045,92.18900632395516,85.85144634350495,91.56592910928825,85.60878914036884,80.60569008306952,85.19486940059811,79.1676271428467,79.48941132632852,90.60340980813449,74.86736580370501,85.83353977343764,85.53000001333938,91.62563298093899,91.98675784730654,87.98111571699026
Episode feedback,0.8,0.24649298572495693,0.17713004444589675,0.12429378495962208,0.07799442875210466,0.087999999648,0.07563025188899089,0.07189542436669658,0.057692307470414206,0.023437499908447266,0.0779220774160904,0.04032258048257024,0.04477611923591,0.03162055323470137,0.04471544697270143,0.03422053225433359,0.016393442533369166,0.06622516512433665,0.01775147918490249,0.031128404548138505,0.03205128184582512,0.015999999936,0.007782101137034626,0.018126888162758648,0.02631578930055402,0.013698630099455808,0.0,0.008097165959120786,0.004132231387883341,0.013793103353151011,0.008658008620528101,0.006993006944104847,0.01315789465027701,0.0,0.0036101082902162155,0.0029498524986730015,0.012605041963844361,0.0,0.0,0.0,0.0,0.0,0.0027777777700617283,0.0,0.0,0.0,0.0,0.0,0.0029069767357355327,0.0023148148094564473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,75.73134541511536,107.50619149208069,131.21883296966553,153.09841203689575,168.92224049568176,191.04896759986877,200.95162391662598,216.7042579650879,231.46422958374023,241.50649046897888,256.0438461303711,271.94496417045593,286.6730604171753,301.355655670166,330.987375497818,341.6823251247406,351.12377882003784,361.0371606349945,375.9591052532196,385.4822506904602,399.83889651298523,414.20816946029663,432.9033155441284,442.0288608074188,462.52218103408813,472.04353308677673,486.07310605049133,499.8809869289398,508.458327293396,521.6109883785248,529.919412612915,539.110424041748,547.9439883232117,563.4757063388824,581.9087176322937,595.6863913536072,610.3726825714111,624.0201120376587,666.4293410778046,680.2418766021729,689.018625497818,708.9697365760803,717.7700827121735,731.5662648677826,758.8968334197998,777.390273809433,786.238995552063,805.0088381767273,828.0876080989838,842.6388444900513,855.9150247573853,869.8778598308563,884.446216583252,898.8745837211609,925.5673530101776,939.2304813861847,958.8356792926788,967.4200432300568,981.474860906601,990.14954829216,1004.5247435569763,1023.1492779254913,1036.7551271915436,1056.2086160182953,1074.5755875110626,1083.758513212204,1109.0008912086487,1125.0994534492493,1139.1828970909119,1147.762489080429,1156.6307611465454,1170.33207321167
total minutes,0.0,1.2621890902519226,1.7917698582013448,2.1869805494944257,2.551640200614929,2.815370674928029,3.184149459997813,3.349193731943766,3.6117376327514648,3.857737159729004,4.025108174482981,4.267397435506185,4.532416069507599,4.7778843402862545,5.022594261169433,5.516456258296967,5.694705418745676,5.852062980333964,6.017286010583242,6.26598508755366,6.424704178174337,6.663981608549753,6.903469491004944,7.215055259068807,7.367147680123647,7.708703017234802,7.867392218112945,8.101218434174855,8.331349782148997,8.474305454889933,8.693516472975412,8.83199021021525,8.985173734029134,9.13239980538686,9.391261772314708,9.698478627204896,9.92810652256012,10.172878042856853,10.400335200627644,11.107155684630076,11.337364610036214,11.483643758296967,11.816162276268006,11.962834711869558,12.19277108112971,12.648280556996664,12.95650456349055,13.10398325920105,13.416813969612122,13.801460134983063,14.043980741500855,14.265250412623088,14.497964330514272,14.740770276387533,14.981243062019349,15.426122550169627,15.653841356436411,15.980594654877981,16.12366738716761,16.357914348443348,16.502492471536,16.74207905928294,17.052487965424856,17.27925211985906,17.603476933638255,17.909593125184376,18.062641886870065,18.48334818681081,18.751657557487487,18.986381618181863,19.12937481800715,19.277179352442424,19.50553455352783
cummulative feedback,0.0,246.0,325.0,369.0,397.0,419.0,446.0,457.0,472.0,478.0,490.0,500.0,512.0,520.0,531.0,549.0,552.0,562.0,565.0,573.0,578.0,582.0,584.0,590.0,594.0,599.0,599.0,601.0,602.0,604.0,606.0,607.0,609.0,609.0,610.0,611.0,614.0,614.0,614.0,614.0,614.0,614.0,615.0,615.0,615.0,615.0,615.0,615.0,616.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,446.0,354.0,359.0,250.0,357.0,153.0,260.0,256.0,154.0,248.0,268.0,253.0,246.0,526.0,183.0,151.0,169.0,257.0,156.0,250.0,257.0,331.0,152.0,365.0,161.0,247.0,242.0,145.0,231.0,143.0,152.0,155.0,277.0,339.0,238.0,262.0,246.0,796.0,251.0,149.0,360.0,153.0,248.0,512.0,345.0,150.0,344.0,432.0,262.0,237.0,249.0,262.0,261.0,501.0,243.0,356.0,151.0,257.0,150.0,257.0,339.0,243.0,362.0,340.0,156.0,465.0,291.0,249.0,145.0,152.0,246.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
