,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Accumulated time steps,0.0,1000.0,1999.0,2260.0,2886.0,3150.0,3413.0,3777.0,4048.0,4670.0,5234.0,6233.0,6778.0,7211.0,7471.0,7647.0,8008.0,8190.0,8348.0,8774.0,9106.0,9271.0,9424.0,9776.0,9986.0,10258.0,10846.0,10996.0,11155.0,11493.0,11735.0,11902.0,12153.0,12397.0,12646.0,12993.0,13156.0,13525.0,13867.0,14139.0,14480.0,14736.0,14995.0,15146.0,15394.0,15750.0,16080.0,16265.0,16523.0,16771.0,17016.0,17347.0,17588.0,17833.0,18089.0,18264.0,18899.0,19063.0,19432.0,19602.0,19766.0
Episode reward,0.0,-59.402863016025925,-70.82178363307008,86.47024253465834,64.80685401883845,86.4771274956716,85.88923002311842,80.23432312419132,85.99548996125164,64.56087273280127,67.13184160305632,-61.82973132570366,68.95348870251183,76.22340413674345,84.41944680690418,88.06623077646826,79.76638079611018,90.19737001279556,90.09610556568268,72.58279277795076,78.17057953485948,89.70424740199508,92.22824125806417,77.9160531346948,85.5296827544772,86.04071364525342,60.664928850462715,90.59615152049746,91.72803450282025,79.00776054280448,85.93507487057036,89.05235455258678,84.44145120096687,85.28477001086941,84.67031048598301,79.39427466533459,89.93182670924311,86.4274741377459,80.31361622833796,83.15387601785753,79.69854412608828,84.67809772918261,84.3986297121,90.83071985210577,84.66474501840005,78.32624257366956,80.22371476590517,87.17727978892378,84.49213079534583,85.40298262897124,85.63878611581485,80.01219243784134,85.7343267957194,85.63884464748031,84.05536243810408,91.48246696638404,74.9886714868408,91.78976663582242,85.67990606767712,91.76398256816971,91.62022381358258
Episode feedback,0.8,0.3156312622087863,0.00901803606310818,0.06538461513313609,0.1039999998336,0.05703422031545924,0.0687022898141134,0.07162534415530208,0.04074074058984911,0.022544283377545438,0.017761989311257567,0.014028056098168281,0.011029411744431228,0.01620370366619513,0.011583011538289532,0.0057142856816326535,0.008333333310185185,0.0055248618479289404,0.01273885342204552,0.0,0.0,0.006097560938429507,0.006578947325138505,0.005698005681772063,0.004784688972322063,0.0,0.001703577509874655,0.0,0.0126582277679859,0.005934718083279768,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839468068892,0.0,0.0029325513110482365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156861207228,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,78.96702718734741,127.31593132019043,140.61313652992249,176.5833878517151,190.15332961082458,203.6259365081787,222.95694780349731,237.20657682418823,268.5684132575989,297.06647181510925,346.7481939792633,374.61599349975586,396.81512784957886,410.5415937900543,420.2823851108551,439.0301079750061,448.9223141670227,457.6662652492523,479.14608430862427,496.6312439441681,505.63919401168823,514.1595861911774,532.6155452728271,543.7834670543671,557.7235097885132,586.3853287696838,594.5186512470245,603.1500234603882,620.2290670871735,632.8593838214874,642.2406697273254,655.6175549030304,668.7059226036072,681.8653666973114,699.7828485965729,708.676390171051,727.2077307701111,744.5392625331879,758.3156328201294,775.6348419189453,788.9452819824219,802.4319868087769,810.6401405334473,823.6682350635529,841.8833570480347,858.4977588653564,868.2504496574402,881.6461288928986,894.7045826911926,907.626038312912,924.5186114311218,937.0329768657684,949.9125525951385,963.2868900299072,972.5779118537903,1002.232595205307,1011.3092052936554,1029.6296525001526,1038.377326965332,1046.8124887943268
total minutes,0.0,1.3161171197891235,2.1219321886698403,2.343552275498708,2.9430564641952515,3.16922216018041,3.393765608469645,3.7159491300582888,3.953442947069804,4.476140220959981,4.951107863585154,5.779136566321055,6.243599891662598,6.613585464159647,6.842359896500906,7.004706418514251,7.317168466250101,7.482038569450379,7.627771087487539,7.985768071810404,8.277187399069469,8.427319900194805,8.569326436519622,8.87692575454712,9.06305778423945,9.295391829808553,9.773088812828064,9.90864418745041,10.05250039100647,10.337151118119557,10.54765639702479,10.704011162122091,10.92695924838384,11.14509871006012,11.364422778288523,11.663047476609547,11.811273169517516,12.120128846168518,12.408987708886464,12.63859388033549,12.927247365315756,13.149088033040364,13.373866446812947,13.510669008890789,13.72780391772588,14.031389284133912,14.308295981089275,14.470840827624004,14.694102148214975,14.91174304485321,15.127100638548534,15.40864352385203,15.617216281096141,15.831875876585643,16.054781500498454,16.209631864229838,16.70387658675512,16.855153421560924,17.160494208335876,17.306288782755534,17.44687481323878
cummulative feedback,0.0,315.0,324.0,341.0,406.0,421.0,439.0,465.0,476.0,490.0,500.0,514.0,520.0,527.0,530.0,531.0,534.0,535.0,537.0,537.0,537.0,538.0,539.0,541.0,542.0,542.0,543.0,543.0,545.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,548.0,548.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,260.0,625.0,263.0,262.0,363.0,270.0,621.0,563.0,998.0,544.0,432.0,259.0,175.0,360.0,181.0,157.0,425.0,331.0,164.0,152.0,351.0,209.0,271.0,587.0,149.0,158.0,337.0,241.0,166.0,250.0,243.0,248.0,346.0,162.0,368.0,341.0,271.0,340.0,255.0,258.0,150.0,247.0,355.0,329.0,184.0,257.0,247.0,244.0,330.0,240.0,244.0,255.0,174.0,634.0,163.0,368.0,169.0,163.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
