,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Accumulated time steps,0.0,1000.0,1786.0,2047.0,2605.0,2864.0,3125.0,3439.0,3711.0,4052.0,4307.0,4567.0,4862.0,5123.0,5504.0,5896.0,6186.0,6353.0,6838.0,7330.0,7613.0,7909.0,8198.0,8454.0,8717.0,9077.0,9252.0,9709.0,9875.0,10136.0,10498.0,10752.0,11027.0,11192.0,11464.0,11881.0,12134.0,12404.0,12572.0,12838.0,13203.0,13368.0,13794.0,14414.0,14690.0,14861.0,15230.0,15494.0,15757.0,16123.0,16391.0,16548.0,16806.0,17251.0,17603.0,17852.0,18095.0,18464.0,18780.0,19048.0,19404.0,19565.0,19935.0,20191.0
Episode reward,0.0,-67.97087970735465,40.66539019233033,86.3226370863237,69.26475242710224,86.39103969619708,87.3357666348056,83.61077906660566,84.99599362399348,80.60181523508646,87.36391107293805,87.02785058618406,83.9733937607861,85.40175875443948,75.69058548069506,81.74847828712448,83.36526960250585,91.65465490888107,78.97357585566166,79.7660733080602,85.28524681694856,82.9139828018467,86.06607336707387,86.26000108444812,87.57237934744495,83.55779828490755,90.88637615469138,78.85090987038987,91.04613788699777,87.43827517110907,84.41128404629598,87.54284262725382,84.46372017113507,91.03525566354813,85.31227604081896,77.21003641506118,87.91963572585088,85.81442888809204,91.86308796522087,87.33426344949694,82.21438732172949,91.374935401404,81.69317392095729,73.5187792524638,86.07405051299864,90.69409807210182,82.88838624459693,86.17005451519763,86.63668917936141,83.56252998540585,88.24825272482832,92.6742401278401,88.96205797510505,78.97952298039397,84.74805878772764,87.96063934986825,88.679430232221,81.9530921274896,86.94022541026253,86.40131759867575,83.20438767341794,91.38024397448913,81.66371932941479,89.68853537216437
Episode feedback,0.8,0.01102204407713222,0.18853503160696175,0.1653846147485207,0.14901256705742807,0.16279069704344692,0.11153846110946745,0.06070287520542213,0.0701107008483,0.07647058801038062,0.059055117877735756,0.050193049999254634,0.05782312905502337,0.02307692298816568,0.034210526225761775,0.023017902754429918,0.027681660803869686,0.018072289047757296,0.014462809887473534,0.016293278989219392,0.010638297834615965,0.0033898304969836256,0.010416666630497685,0.01568627444828912,0.011450381635685566,0.011142061250300666,0.005747126403752147,0.006578947353993537,0.006060606023875115,0.0,0.005540166189639429,0.015810276617350686,0.0,0.0,0.0036900368867526317,0.0,0.003968253952506929,0.003717472105139509,0.005988023916239378,0.0037735848914204344,0.0027472527397053494,0.0,0.0023529411709342562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.759681701660156,106.6966986656189,127.43027973175049,171.05240416526794,194.59020328521729,215.55088686943054,239.11542081832886,259.46291875839233,285.0283486843109,302.10527539253235,319.2535238265991,339.88363885879517,356.9883198738098,381.35504841804504,404.9496510028839,422.4440553188324,432.52859377861023,460.3418571949005,488.8269097805023,505.3553671836853,522.2916293144226,538.8713977336884,554.0149388313293,569.1488420963287,589.6448156833649,600.0848717689514,624.9107766151428,634.7328097820282,649.2477283477783,669.616893529892,684.3440852165222,699.5688881874084,709.2760012149811,724.6659469604492,747.4641237258911,761.8867032527924,777.1447939872742,787.0770363807678,801.9026143550873,822.086740732193,831.6885275840759,855.0219621658325,888.1859636306763,903.5633516311646,913.7946844100952,933.8665409088135,948.3728544712067,962.9110248088837,982.9047317504883,997.8892307281494,1007.0695102214813,1021.4256458282471,1045.6477527618408,1065.0204916000366,1079.2904624938965,1093.1650400161743,1113.4340884685516,1130.8064861297607,1145.7606256008148,1165.638334274292,1175.1295335292816,1195.7950212955475,1210.7768454551697
total minutes,0.0,0.762661361694336,1.7782783110936482,2.1238379955291746,2.8508734027544658,3.2431700547536213,3.592514781157176,3.9852570136388143,4.324381979306539,4.750472478071848,5.035087923208873,5.320892063776652,5.664727314313253,5.949805331230164,6.355917473634084,6.7491608500480655,7.040734255313874,7.2088098963101706,7.672364286581675,8.147115163008372,8.422589453061422,8.70486048857371,8.98118996222814,9.23358231385549,9.485814034938812,9.827413594722747,10.001414529482524,10.41517961025238,10.578880163033803,10.820795472462972,11.160281558831533,11.405734753608703,11.65948146979014,11.821266686916351,12.077765782674154,12.457735395431518,12.698111720879872,12.952413233121236,13.117950606346131,13.365043572584788,13.701445678869883,13.8614754597346,14.250366036097208,14.803099393844604,15.059389193852743,15.22991140683492,15.564442348480224,15.806214241186778,16.048517080148063,16.381745529174804,16.63148717880249,16.78449183702469,17.023760763804116,17.42746254603068,17.750341526667277,17.988174374898275,18.219417333602905,18.557234807809195,18.846774768829345,19.096010426680248,19.4273055712382,19.58549222548803,19.92991702159246,20.179614090919493
cummulative feedback,0.0,11.0,159.0,202.0,285.0,327.0,356.0,375.0,394.0,420.0,435.0,448.0,465.0,471.0,484.0,493.0,501.0,504.0,511.0,519.0,522.0,523.0,526.0,530.0,533.0,537.0,538.0,541.0,542.0,542.0,544.0,548.0,548.0,548.0,549.0,549.0,550.0,551.0,552.0,553.0,554.0,554.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,785.0,260.0,557.0,258.0,260.0,313.0,271.0,340.0,254.0,259.0,294.0,260.0,380.0,391.0,289.0,166.0,484.0,491.0,282.0,295.0,288.0,255.0,262.0,359.0,174.0,456.0,165.0,260.0,361.0,253.0,274.0,164.0,271.0,416.0,252.0,269.0,167.0,265.0,364.0,164.0,425.0,619.0,275.0,170.0,368.0,263.0,262.0,365.0,267.0,156.0,257.0,444.0,351.0,248.0,242.0,368.0,315.0,267.0,355.0,160.0,369.0,255.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
