,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
Accumulated time steps,0.0,438.0,996.0,1242.0,1912.0,2420.0,2809.0,3146.0,3738.0,4069.0,4407.0,4660.0,4903.0,5348.0,5591.0,5842.0,6104.0,6411.0,6698.0,6973.0,7138.0,7387.0,7726.0,8075.0,8416.0,9022.0,9175.0,9429.0,9688.0,10120.0,10374.0,10633.0,10798.0,10959.0,11235.0,11565.0,11808.0,11961.0,12210.0,12374.0,12704.0,12952.0,13194.0,13614.0,14160.0,14313.0,14732.0,14977.0,15405.0,15752.0,16179.0,16618.0,16864.0,17201.0,17444.0,17892.0,18062.0,18320.0,18784.0,19316.0,19558.0,19801.0
Episode reward,0.0,75.19374854237881,81.9146185730514,88.36917014763601,65.1720955268157,69.0494712324172,72.86646374382224,78.7288437596312,79.4146114788573,83.159511724029,83.60072730741722,87.51523963401306,84.83285675679592,70.13744688048853,85.36168454084961,84.23975655419548,83.89140580027623,78.89329979105133,80.88542518226382,87.65631882180551,91.39303995924833,85.18621566996657,80.25572306025603,79.3529197328355,79.90711374716562,74.34188326049713,89.1611691906891,85.5967206134233,85.00931134284077,77.0156587791839,86.23226386961676,85.55324706462189,91.025670814484,91.1894794585588,82.28654889050654,78.98563520128907,85.05549074751623,90.08248245189856,84.68287192001878,88.80095753507949,79.25236733014555,84.76049247234366,85.03235682376798,72.52541895072676,64.35478999313841,90.19598360301916,73.02388171942945,84.34867013675648,72.97033042342971,78.2813184936216,73.0422164802485,70.42487065265601,84.17812874572097,79.06535512614431,84.68694852193727,71.25919116378947,88.25246043123121,83.97843768889591,69.73958511870138,65.64481908713825,84.90129778235661,84.62650488494897
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,17.703900575637817,41.20156693458557,52.20425772666931,80.59995818138123,102.70723915100098,119.84193921089172,134.40466904640198,159.3203866481781,173.55622029304504,188.36723494529724,199.45047044754028,210.2811141014099,229.20023369789124,240.10376954078674,251.21069931983948,263.4584918022156,277.2628164291382,290.01182413101196,302.1481533050537,309.89737486839294,321.20040249824524,336.3927574157715,352.1395528316498,366.95685839653015,393.0446994304657,400.33022689819336,411.73498153686523,423.41695165634155,442.04869842529297,453.51865696907043,465.2000629901886,472.84839129447937,480.41496539115906,492.9911205768585,507.6381108760834,518.937264919281,526.4009013175964,538.0568358898163,545.915442943573,560.6222052574158,571.865567445755,583.1997287273407,601.5724160671234,624.864456653595,632.1533148288727,650.4606719017029,661.7911672592163,680.7123830318451,696.2334830760956,714.8769719600677,733.8217036724091,744.8510746955872,760.2812275886536,771.3226780891418,790.709719657898,798.7494652271271,810.2230257987976,830.3132221698761,852.8533680438995,863.6224048137665,874.5544636249542
total minutes,0.0,0.29506500959396365,0.6866927822430928,0.8700709621111552,1.3433326363563538,1.7117873191833497,1.997365653514862,2.240077817440033,2.655339777469635,2.892603671550751,3.139453915754954,3.324174507459005,3.5046852350234987,3.820003894964854,4.0017294923464455,4.186844988663991,4.39097486337026,4.621046940485637,4.833530402183532,5.035802555084229,5.164956247806549,5.353340041637421,5.606545956929525,5.868992547194163,6.115947639942169,6.550744990507762,6.6721704483032225,6.862249692281087,7.0569491942723594,7.367478307088216,7.55864428281784,7.75333438316981,7.880806521574656,8.00691608985265,8.216518676280975,8.460635181268056,8.64895441532135,8.773348355293274,8.967613931496938,9.098590715726216,9.34370342095693,9.531092790762584,9.719995478789011,10.026206934452057,10.41440761089325,10.535888580481211,10.841011198361715,11.029852787653605,11.345206383864085,11.603891384601592,11.914616199334462,12.230361727873484,12.414184578259785,12.671353793144226,12.855377968152364,13.178495327631632,13.312491087118785,13.503717096646627,13.838553702831268,14.214222800731658,14.393706746896108,14.575907727082571
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,436.0,557.0,245.0,669.0,507.0,388.0,336.0,591.0,330.0,337.0,252.0,242.0,444.0,242.0,250.0,261.0,306.0,286.0,274.0,164.0,248.0,338.0,348.0,340.0,605.0,152.0,253.0,258.0,431.0,253.0,258.0,164.0,160.0,275.0,329.0,242.0,152.0,248.0,163.0,329.0,247.0,241.0,419.0,545.0,152.0,418.0,244.0,427.0,346.0,426.0,438.0,245.0,336.0,242.0,447.0,169.0,257.0,463.0,531.0,241.0,242.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
