,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
Accumulated time steps,0.0,801.0,972.0,1223.0,1675.0,1835.0,2199.0,2359.0,2622.0,2892.0,3156.0,3443.0,3598.0,3866.0,4026.0,4201.0,4464.0,4735.0,5010.0,5163.0,5324.0,5491.0,5662.0,5821.0,5983.0,6135.0,6412.0,6564.0,6828.0,6986.0,7143.0,7311.0,7556.0,7806.0,7973.0,8253.0,8422.0,8677.0,8977.0,9233.0,9598.0,9868.0,10022.0,10371.0,10631.0,11009.0,11298.0,11570.0,11731.0,12088.0,12351.0,12506.0,12669.0,12826.0,13100.0,13356.0,13523.0,13771.0,14044.0,14331.0,14481.0,14639.0,14910.0,15258.0,15412.0,15563.0,15826.0,16197.0,16440.0,16602.0,16866.0,17025.0,17185.0,17455.0,17624.0,17781.0,17948.0,18111.0,18379.0,18639.0,18964.0,19119.0,19300.0,19465.0,19716.0,19968.0,20224.0
Episode reward,0.0,58.17721121324254,89.64977795918219,85.72359876909132,75.38166232695107,90.92374824147592,79.2127608039355,91.08502144403312,84.54304438425527,84.12306312418593,85.5325419564077,83.70010057747554,91.29316688869822,85.01293486566641,91.04952359045635,88.93512066388475,84.94936032765969,85.06062721393548,84.78796562286253,91.03883858621379,90.57288352308517,90.11382062960163,89.55261794782182,90.5650319390416,90.59362683302729,91.50119788841221,83.88999631728855,91.05728477523313,83.29529036028319,90.15605318105409,90.36222822429428,90.86067831539418,85.13930089041077,85.51962384436544,90.82301470817652,84.7638951169677,90.17412381111116,83.76831493815938,80.52829455653705,84.86056774897799,77.31094449347172,83.28192082162683,91.33798582523042,76.400486860635,86.65195351243504,77.2966149996086,83.48269618875901,85.34532796113427,90.75678422647883,79.63721464464655,85.53903006356254,91.69845765809143,89.9660765447379,90.52877433971929,84.38748782133848,84.96607744097395,89.04301327887919,84.63175107533584,85.5394030733941,82.88741633049744,91.69153841702058,91.50809478246178,83.63242126410805,78.33613409451779,90.67634748540165,91.60769135959092,85.93655961297767,79.03192073757278,84.34823250532324,90.54645216894332,84.97643836455228,91.23986892007257,90.95183174668902,86.89144207612802,90.03777673721527,91.05464039432108,88.99751050237708,90.05067243233813,83.37618666261429,85.05602038590148,78.83505330621239,90.9907113565782,88.92404705701779,89.6981536822106,84.28203896355653,83.42956045797276,84.12084388934292
Episode feedback,0.8,0.35419274048286264,0.2470588220761246,0.195999999216,0.15742793756667864,0.1383647790039951,0.1101928371620032,0.13207547086744986,0.08778625920692268,0.09293680262848772,0.08365018979600689,0.03146853135850164,0.0779220774160904,0.037453183380325154,0.03773584881927139,0.011494252807504294,0.030534351028494843,0.02962962951989026,0.021897810139059087,0.006578947325138505,0.012499999921875001,0.02409638539700973,0.04117647034602076,0.0126582277679859,0.018633540256934533,0.006622516512433666,0.021739130356017645,0.026490066049734664,0.0,0.00636942671102276,0.006410256369165024,0.0,0.020491803194705723,0.00401606424089934,0.0,0.01075268813350291,0.0,0.0,0.0033444815941656133,0.00392156861207228,0.0027472527397053494,0.0,0.0,0.0,0.00772200769219302,0.007957559660590028,0.0,0.007380073773505263,0.0,0.002808988756154526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,68.85697913169861,86.49958419799805,110.60615420341492,153.71657180786133,171.18776035308838,204.50109791755676,219.46125268936157,239.8554356098175,263.16649317741394,285.6730935573578,306.48458075523376,319.18346071243286,340.5066452026367,356.8145480155945,370.7284755706787,395.2313070297241,420.4144711494446,444.4807550907135,458.0871958732605,472.1537764072418,487.7992584705353,504.70999026298523,518.7412259578705,533.513102054596,546.7543041706085,569.4706270694733,583.3065934181213,605.2387545108795,619.0679874420166,633.6189911365509,647.9225068092346,669.1345562934875,690.9104917049408,704.5117244720459,728.436368227005,742.8719244003296,763.1599915027618,786.3707790374756,807.3923301696777,835.0963916778564,856.4569523334503,869.0364599227905,893.656378030777,913.9440207481384,940.9197254180908,963.6215364933014,985.3705632686615,997.3423767089844,1020.9681589603424,1039.017823457718,1049.6635155677795,1060.9296824932098,1073.6058638095856,1090.4321188926697,1104.4434366226196,1114.021403312683,1127.7335760593414,1142.5304770469666,1158.431726694107,1166.9331250190735,1175.8698954582214,1190.869243144989,1209.6169164180756,1218.609736442566,1227.3016266822815,1241.854176044464,1261.7329607009888,1274.9960255622864,1284.2224731445312,1299.0366418361664,1308.3249518871307,1317.539072751999,1332.2435443401337,1342.0117032527924,1350.9042415618896,1360.3587374687195,1369.6411893367767,1384.3708584308624,1398.5486624240875,1416.2705261707306,1425.3741176128387,1435.6979358196259,1445.4705390930176,1460.9672696590424,1475.582801580429,1489.8347671031952
total minutes,0.0,1.1476163188616435,1.4416597366333008,1.8434359033902485,2.5619428634643553,2.85312933921814,3.4083516319592793,3.657687544822693,3.9975905934969584,4.386108219623566,4.761218225955963,5.108076345920563,5.319724345207215,5.675110753377279,5.946909133593241,6.178807926177979,6.587188450495402,7.006907852490743,7.408012584845225,7.6347865978876746,7.869229606787363,8.129987641175587,8.411833171049754,8.645687099297842,8.891885034243266,9.11257173617681,9.491177117824554,9.721776556968688,10.087312575181326,10.317799790700276,10.560316518942516,10.798708446820577,11.152242604891459,11.515174861749014,11.7418620745341,12.14060613711675,12.381198740005493,12.719333191712698,13.106179650624593,13.456538836161295,13.91827319463094,14.274282538890839,14.483940998713175,14.894272967179615,15.232400345802308,15.681995423634847,16.060358941555023,16.42284272114436,16.62237294514974,17.016135982672374,17.3169637242953,17.49439192612966,17.68216137488683,17.893431063493093,18.17386864821116,18.407390610376993,18.56702338854472,18.795559600989023,19.042174617449444,19.307195444901783,19.44888541698456,19.597831590970358,19.84782071908315,20.16028194030126,20.310162274042764,20.455027111371358,20.69756960074107,21.028882678349813,21.24993375937144,21.403707885742186,21.65061069726944,21.805415864785513,21.95898454586665,22.20405907233556,22.36686172087987,22.51507069269816,22.67264562447866,22.827353155612947,23.072847640514375,23.309144373734792,23.604508769512176,23.756235293547313,23.9282989303271,24.091175651550294,24.349454494317374,24.59304669300715,24.83057945171992
cummulative feedback,0.0,283.0,325.0,374.0,445.0,467.0,507.0,528.0,551.0,576.0,598.0,607.0,619.0,629.0,635.0,637.0,645.0,653.0,659.0,660.0,662.0,666.0,673.0,675.0,678.0,679.0,685.0,689.0,689.0,690.0,691.0,691.0,696.0,697.0,697.0,700.0,700.0,700.0,701.0,702.0,703.0,703.0,703.0,703.0,705.0,708.0,708.0,710.0,710.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,799.0,170.0,250.0,451.0,159.0,363.0,159.0,262.0,269.0,263.0,286.0,154.0,267.0,159.0,174.0,262.0,270.0,274.0,152.0,160.0,166.0,170.0,158.0,161.0,151.0,276.0,151.0,263.0,157.0,156.0,167.0,244.0,249.0,166.0,279.0,168.0,254.0,299.0,255.0,364.0,269.0,153.0,348.0,259.0,377.0,288.0,271.0,160.0,356.0,262.0,154.0,162.0,156.0,273.0,255.0,166.0,247.0,272.0,286.0,149.0,157.0,270.0,347.0,153.0,150.0,262.0,370.0,242.0,161.0,263.0,158.0,159.0,269.0,168.0,156.0,166.0,162.0,267.0,259.0,324.0,154.0,180.0,164.0,250.0,251.0,255.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
