,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Accumulated time steps,0.0,532.0,1000.0,1274.0,1680.0,2306.0,3305.0,3665.0,3923.0,4179.0,4436.0,4708.0,5063.0,5326.0,5688.0,5858.0,6133.0,6500.0,6852.0,7105.0,7358.0,7888.0,8335.0,8596.0,8767.0,9118.0,9799.0,9966.0,10507.0,10774.0,11038.0,11405.0,11662.0,12013.0,12285.0,12542.0,12820.0,13078.0,13363.0,13635.0,13928.0,14200.0,14458.0,14901.0,15165.0,15446.0,15989.0,16262.0,16548.0,16811.0,17272.0,17537.0,17702.0,17880.0,18456.0,18624.0,18898.0,19277.0,19582.0,19865.0
Episode reward,0.0,75.64733958108897,76.55018809173903,86.34954776699117,78.78204058421287,65.73087660070547,-65.18753843182802,80.8335797360069,86.82160549205894,86.52218521065892,86.80849803285115,85.62823775619984,80.71215190961126,85.20867548728026,80.6960452486717,89.99158382678596,85.12607201021184,80.12416852701742,80.92883800236386,85.44334647568857,86.05512923872675,70.74001589313906,75.57925353526082,84.50635740817432,89.3969306701442,79.80509317054603,57.1870730420116,90.6902366801678,70.17853472513647,84.83320613420672,85.39154242152817,79.30189147644398,86.1079024577802,81.04849064388962,84.56258493263043,86.1442533893392,83.61585621689163,85.96089314456154,82.69088359561809,84.56239096800093,81.79679525536532,84.27356644155319,86.04304738674142,75.96701503725708,85.19269460282074,83.29314280240156,69.96862061004089,84.16191624431396,82.57669767276434,85.32005942723778,73.98158025505217,85.29150655977783,90.61922812081188,89.33054789115239,66.37212444110887,90.326278670898,84.04769536318702,77.85533363741106,80.56660330808961,83.0831914724219
Episode feedback,0.8,0.43773584823068706,0.18201284757598962,0.17582417518013121,0.17037036994970278,0.11839999981056,0.01102204407713222,0.055710306251503326,0.04669260682220776,0.05098039195693964,0.02734374989318848,0.02214022132051579,0.01977401124357624,0.0038167938785618554,0.011080332379278858,0.01183431945660166,0.021897810139059087,0.02459016386723999,0.011396011363544126,0.011904761857520787,0.003968253952506929,0.007561436658674033,0.008968609845361861,0.0,0.0,0.008571428546938776,0.005882352932525952,0.006024096349252432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,35.19929099082947,61.87740397453308,77.07618379592896,99.72989654541016,133.08628153800964,181.05261397361755,199.47913575172424,212.8142955303192,225.91647911071777,239.11418843269348,253.4624581336975,271.88893818855286,285.6222229003906,304.0465614795685,313.41171002388,327.8969371318817,346.99108815193176,365.24771332740784,378.7573940753937,392.1203615665436,419.5059759616852,442.58300399780273,456.3869729042053,465.93174719810486,484.22823429107666,518.487414598465,527.6486959457397,555.4902229309082,569.5999681949615,583.5399272441864,602.7288372516632,616.3502840995789,634.6810824871063,649.1330530643463,662.9394104480743,677.1559646129608,690.6052236557007,705.3884193897247,719.2981593608856,734.1580946445465,748.04958319664,761.4972712993622,784.1910469532013,797.7340540885925,812.3808135986328,839.418524980545,853.0922837257385,867.4028644561768,880.64289021492,903.5602006912231,917.1211035251617,925.9401223659515,935.5430829524994,963.4792795181274,972.3109192848206,985.9081809520721,1004.3366847038269,1019.2876272201538,1033.4788959026337
total minutes,0.0,0.5866548498471578,1.031290066242218,1.2846030632654826,1.6621649424235025,2.2181046923001606,3.0175435662269594,3.3246522625287374,3.5469049255053204,3.765274651845296,3.9852364738782247,4.224374302228292,4.531482303142548,4.7603703816731775,5.067442691326141,5.223528500398,5.464948952198029,5.783184802532196,6.087461888790131,6.3126232345898945,6.535339359442393,6.991766266028086,7.3763833999633786,7.606449548403422,7.765529119968415,8.070470571517944,8.641456909974416,8.794144932428996,9.258170382181804,9.49333280324936,9.725665454069773,10.045480620861053,10.272504734992982,10.578018041451772,10.818884217739106,11.048990174134572,11.285932743549347,11.510087060928345,11.756473656495412,11.98830265601476,12.235968244075774,12.467493053277334,12.691621188322703,13.069850782553354,13.295567568143209,13.53968022664388,13.990308749675751,14.21820472876231,14.456714407602947,14.677381503582001,15.059336678187053,15.285351725419362,15.43233537276586,15.59238471587499,16.05798799196879,16.205181988080344,16.431803015867867,16.738944745063783,16.988127120335896,17.224648265043893
cummulative feedback,0.0,232.0,317.0,365.0,434.0,508.0,519.0,539.0,551.0,564.0,571.0,577.0,584.0,585.0,589.0,591.0,597.0,606.0,610.0,613.0,614.0,618.0,622.0,622.0,622.0,625.0,629.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0,630.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,530.0,467.0,273.0,405.0,625.0,998.0,359.0,257.0,255.0,256.0,271.0,354.0,262.0,361.0,169.0,274.0,366.0,351.0,252.0,252.0,529.0,446.0,260.0,170.0,350.0,680.0,166.0,540.0,266.0,263.0,366.0,256.0,350.0,271.0,256.0,277.0,257.0,284.0,271.0,292.0,271.0,257.0,442.0,263.0,280.0,542.0,272.0,285.0,262.0,460.0,264.0,164.0,177.0,575.0,167.0,273.0,378.0,304.0,282.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
