,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
Accumulated time steps,0.0,485.0,752.0,1016.0,1367.0,1733.0,1881.0,2140.0,2386.0,2632.0,2882.0,3133.0,3466.0,3624.0,3952.0,4134.0,4289.0,4551.0,4699.0,4856.0,5212.0,5458.0,5965.0,6232.0,6382.0,6633.0,6969.0,7125.0,7277.0,7556.0,7805.0,7953.0,8206.0,8551.0,8805.0,8959.0,9106.0,9300.0,9446.0,9592.0,9752.0,9903.0,10163.0,10521.0,10779.0,11028.0,11189.0,11335.0,11580.0,11823.0,12150.0,12302.0,12448.0,12597.0,12851.0,13008.0,13153.0,13397.0,13587.0,13737.0,14118.0,14372.0,14515.0,14672.0,14917.0,15159.0,15416.0,15566.0,16029.0,16276.0,16435.0,16586.0,16958.0,17214.0,17465.0,17841.0,18085.0,18243.0,18602.0,18846.0,19107.0,19271.0,19432.0,19586.0,19824.0,19982.0,20244.0
Episode reward,0.0,72.6055037494694,86.83126104450564,85.38156007325124,80.37706546694488,77.94508061295,91.47848430899015,83.36533357116112,86.68982700555875,86.25920584207964,86.61291520791308,86.15714996410865,80.34066647806934,91.17065828521574,82.08207717215468,88.99354244455193,90.89120370417258,84.46792382207155,91.8922534716509,90.84826060194689,80.2602292559182,86.82927643956131,73.28746740369387,83.87761097847783,92.20051241345433,87.83256874706392,82.46033448479159,90.70633212042974,90.37708462789685,83.05524434505533,86.24821033880356,92.06077839195463,83.70757778166643,82.15080548596461,87.62825361188528,92.0281664459204,92.00192231235607,87.60698960739742,91.84241211323604,90.99761261520189,90.7497558496833,90.74132077273387,86.061437407937,81.3133400874199,85.69896766745956,84.21619615571713,90.56807645992129,92.68344115320781,85.64343262436394,87.67901309605278,82.64763519564889,92.40234712664468,92.19339514844015,91.33502496838071,86.72622522813101,91.03423721989832,92.25818907879916,85.14322781183854,88.53612015126197,91.75207082223112,77.6753712639857,86.51430433990463,91.2867812168007,90.36680990331264,88.1498720997719,85.2307350468282,85.15463694775798,91.44617216331842,78.2979889259864,87.21019321738778,91.70570756439123,91.57688825244821,79.76775233957918,85.63139869934868,87.24057515969608,80.7424608321127,88.24541669223618,90.24011686221695,79.76013067891822,87.09156619666977,85.57479035469554,90.66035674898802,90.24817699645956,90.66801921021704,87.69153733068747,90.23791168280533,84.2095159069403
Episode feedback,0.8,0.35403726634774896,0.21052631499802138,0.18631178636383353,0.15142857099591836,0.10684931477575531,0.09523809459021705,0.1162790693167478,0.08163265272802998,0.09387755063723449,0.09236947754068484,0.05999999976,0.04518072275547975,0.05732484039920484,0.06116207932366337,0.03867403293550258,0.04545454515938607,0.04214559370825443,0.0340136052107918,0.025641025476660095,0.028169014005157707,0.020408163182007496,0.017786561229670827,0.022556390892645148,0.013422818701860278,0.023999999904,0.005970149235910003,0.012903225723204995,0.0,0.014388489156875938,0.004032258048257024,0.0,0.011904761857520787,0.0029069767357355327,0.007905138308675343,0.006535947669699688,0.0068493150215800346,0.0,0.0,0.006896551676575506,0.0,0.0066666666222222224,0.011583011538289532,0.008403361320998988,0.0,0.008064516096514047,0.0,0.0,0.0,0.004132231387883341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005291005263010554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.409825563430786,70.3502824306488,90.38148808479309,115.24787664413452,141.36102199554443,155.92760014533997,175.96466207504272,196.8853199481964,217.5986180305481,236.8573932647705,255.20208168029785,278.97743010520935,291.82590985298157,318.4246344566345,333.78269696235657,344.4722104072571,361.6901216506958,371.7867350578308,384.3019812107086,408.109183549881,423.0549201965332,454.72643065452576,472.10044741630554,482.3797516822815,500.5968773365021,523.8233470916748,536.0722062587738,549.0018970966339,570.5360095500946,591.4821045398712,604.6321058273315,626.1650605201721,655.0535349845886,677.0656428337097,690.1017506122589,703.7020952701569,720.4356718063354,733.1516015529633,746.1479315757751,759.8468704223633,773.2022740840912,795.5695476531982,826.4604182243347,846.9479329586029,861.3594326972961,870.7891047000885,879.6355350017548,895.2259986400604,910.7809672355652,929.2451815605164,938.4024198055267,947.1466205120087,956.1889066696167,972.468314409256,982.8246788978577,993.0274908542633,1009.0752623081207,1024.3763258457184,1033.2477169036865,1054.2696752548218,1068.491178035736,1076.891624212265,1086.0028307437897,1099.6896305084229,1113.295925617218,1127.7288296222687,1136.3726952075958,1161.3406610488892,1175.67568898201,1185.4955506324768,1194.8513259887695,1217.4661858081818,1233.249591588974,1248.7109491825104,1270.3267183303833,1284.3785150051117,1294.215003490448,1314.7108721733093,1328.8104615211487,1343.5559492111206,1353.393985748291,1363.0265905857086,1372.3656632900238,1386.3008162975311,1395.5381693840027,1410.1588003635406
total minutes,0.0,0.7568304260571798,1.1725047071774801,1.5063581347465516,1.9207979440689087,2.3560170332590737,2.598793335755666,2.932744367917379,3.2814219991366067,3.6266436338424684,3.9476232210795086,4.253368028004965,4.649623835086823,4.8637651642163595,5.307077240943909,5.5630449493726095,5.741203506787618,6.028168694178263,6.19644558429718,6.405033020178477,6.80181972583135,7.050915336608886,7.578773844242096,7.868340790271759,8.039662528038026,8.343281288941702,8.73038911819458,8.934536770979564,9.150031618277232,9.508933492501576,9.858035075664521,10.077201763788858,10.436084342002868,10.91755891640981,11.284427380561828,11.501695843537648,11.728368254502614,12.007261196772257,12.219193359216055,12.435798859596252,12.664114507039388,12.886704568068186,13.259492460886637,13.774340303738912,14.115798882643382,14.355990544954937,14.513151745001474,14.660592250029246,14.920433310667674,15.17968278725942,15.487419692675273,15.640040330092113,15.785777008533477,15.936481777826945,16.207805240154265,16.380411314964295,16.55045818090439,16.81792103846868,17.072938764095305,17.22079528172811,17.57116125424703,17.8081863005956,17.948193736871083,18.10004717906316,18.328160508473715,18.5549320936203,18.795480493704478,18.939544920126597,19.35567768414815,19.594594816366833,19.758259177207947,19.91418876647949,20.29110309680303,20.554159859816235,20.81184915304184,21.172111972173056,21.40630858341853,21.570250058174132,21.911847869555157,22.14684102535248,22.392599153518677,22.556566429138183,22.717109843095145,22.87276105483373,23.105013604958852,23.258969489733378,23.502646672725678
cummulative feedback,0.0,171.0,227.0,276.0,329.0,368.0,382.0,412.0,432.0,455.0,478.0,493.0,508.0,517.0,537.0,544.0,551.0,562.0,567.0,571.0,581.0,586.0,595.0,601.0,603.0,609.0,611.0,613.0,613.0,617.0,618.0,618.0,621.0,622.0,624.0,625.0,626.0,626.0,626.0,627.0,627.0,628.0,631.0,634.0,634.0,636.0,636.0,636.0,636.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,637.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0,638.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,483.0,266.0,263.0,350.0,365.0,147.0,258.0,245.0,245.0,249.0,250.0,332.0,157.0,327.0,181.0,154.0,261.0,147.0,156.0,355.0,245.0,506.0,266.0,149.0,250.0,335.0,155.0,151.0,278.0,248.0,147.0,252.0,344.0,253.0,153.0,146.0,193.0,145.0,145.0,159.0,150.0,259.0,357.0,257.0,248.0,160.0,145.0,244.0,242.0,326.0,151.0,145.0,148.0,253.0,156.0,144.0,243.0,189.0,149.0,380.0,253.0,142.0,156.0,244.0,241.0,256.0,149.0,462.0,246.0,158.0,150.0,371.0,255.0,250.0,375.0,243.0,157.0,358.0,243.0,260.0,163.0,160.0,153.0,237.0,157.0,261.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
