,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
Accumulated time steps,0.0,1000.0,1999.0,2410.0,2847.0,3226.0,3400.0,3783.0,4234.0,4522.0,4670.0,4939.0,5209.0,5571.0,5723.0,5969.0,6337.0,6700.0,6956.0,7223.0,7475.0,7732.0,8158.0,8529.0,8688.0,9060.0,9245.0,9511.0,9686.0,9975.0,10516.0,10794.0,11055.0,11445.0,11805.0,12073.0,12416.0,12573.0,12933.0,13104.0,13375.0,13530.0,13896.0,14150.0,14501.0,14674.0,14921.0,15182.0,15352.0,15542.0,15785.0,16041.0,16521.0,16675.0,16828.0,17105.0,17310.0,17591.0,17879.0,18052.0,18319.0,18577.0,18847.0,19285.0,19541.0,19797.0,20066.0
Episode reward,0.0,-64.76156711187845,-62.05379611902315,74.45729731456434,74.49787719415149,78.67412069974122,89.64356128213741,81.34441950603923,79.6907419503097,83.85858377701364,91.71160178812397,85.92709234786997,86.00604747853764,80.81518511906282,91.9466576346523,86.54684310261936,83.00004500981545,81.9434232329882,88.15940882418056,87.2574637485542,87.48149736712989,85.84327463500632,81.23558933501626,79.98947593135148,90.46830743692593,80.02714472699454,88.87857520601088,87.4636588560929,90.84362945513158,84.55853000709882,73.01693708420979,85.40727438197193,87.58624371016178,82.67744478424257,83.24036611171789,85.34104654787862,84.19638391573913,92.07043874492997,84.16762112777337,91.2278141478331,87.0267683952199,91.14416258716498,81.03059558732741,88.36836388213939,82.39948286498932,90.13606154898767,86.9523404470445,85.94796955193159,90.98600598843436,88.88992039427411,88.28605730209567,89.31677508987703,77.34692595588567,92.0964544286958,92.1987771310686,87.41229873387668,86.7558307006639,85.88664662349107,83.275995022286,90.97191356851137,87.64916472162739,87.31290477155449,87.62262788472015,79.68974577262622,87.04489969980254,86.58813944846514,88.15102536711004
Episode feedback,0.8,0.15731462910088714,0.2555110217880651,0.10243902414039263,0.0963302750084168,0.09259259234763864,0.04046242751177788,0.09424083744963131,0.09333333312592593,0.041811846544209594,0.047619047295108526,0.05223880577522834,0.03345724894625558,0.04986149570675486,0.04635761558703566,0.024489795818409,0.021798365063219714,0.022099447452763956,0.011764705836216839,0.018796992410537623,0.015936254916588625,0.0,0.007058823512802769,0.008108108086194303,0.0,0.008086253347476407,0.0,0.011320754674261304,0.0,0.010416666630497685,0.009259259242112483,0.0,0.007692307662721894,0.005141388161590262,0.0,0.0,0.0029239765996374955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002857142848979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,65.52145099639893,141.39397287368774,167.31802916526794,194.45287418365479,217.83435654640198,228.47519326210022,252.17271876335144,279.9732871055603,296.72791957855225,305.79481649398804,321.90891098976135,337.537002325058,358.45847177505493,367.757310628891,381.908757686615,402.8982470035553,423.26602387428284,437.7611243724823,453.8687286376953,469.06487822532654,483.4633221626282,506.94727301597595,527.6506066322327,536.8380365371704,557.2620604038239,567.789472579956,582.980272769928,593.0357663631439,609.1042544841766,638.4087643623352,653.7405376434326,668.2934756278992,689.6329209804535,708.805047750473,723.541481256485,742.2377829551697,751.3601660728455,770.6830682754517,780.4982197284698,795.8809287548065,804.7851762771606,824.9197044372559,839.1535544395447,858.2372417449951,868.2072896957397,881.8337271213531,896.0289824008942,905.5819745063782,916.1215622425079,929.577437877655,943.5777552127838,969.2549133300781,978.0473940372467,987.0292956829071,1002.2462272644043,1013.744303226471,1029.3650569915771,1044.6654875278473,1054.3911652565002,1068.8339478969574,1082.772556066513,1097.4528691768646,1120.9913396835327,1135.1647996902466,1149.4393935203552,1164.6012105941772
total minutes,0.0,1.0920241832733155,2.3565662145614623,2.788633819421132,3.2408812363942463,3.6305726091066997,3.8079198877016704,4.202878646055857,4.666221451759339,4.945465326309204,5.096580274899801,5.365148516496022,5.625616705417633,5.974307862917582,6.1292885104815165,6.3651459614435835,6.714970783392588,7.054433731238047,7.296018739541371,7.5644788106282554,7.817747970422109,8.057722036043803,8.449121216932932,8.794176777203878,8.94730060895284,9.287701006730398,9.4631578763326,9.7163378794988,9.883929439385732,10.151737574736277,10.640146072705587,10.895675627390544,11.13822459379832,11.493882016340892,11.813417462507884,12.059024687608083,12.370629715919495,12.522669434547424,12.84471780459086,13.008303662141165,13.264682145913442,13.41308627128601,13.74866174062093,13.98589257399241,14.303954029083252,14.470121494928996,14.697228785355886,14.933816373348236,15.093032908439636,15.268692704041799,15.492957297960917,15.726295920213063,16.1542485555013,16.300789900620778,16.450488261381786,16.70410378774007,16.895738387107848,17.156084283192953,17.411091458797454,17.573186087608338,17.81389913161596,18.046209267775218,18.290881152947744,18.683188994725544,18.919413328170776,19.157323225339255,19.41002017656962
cummulative feedback,0.0,157.0,412.0,454.0,496.0,531.0,538.0,574.0,616.0,628.0,635.0,649.0,658.0,676.0,683.0,689.0,697.0,705.0,708.0,713.0,717.0,717.0,720.0,723.0,723.0,726.0,726.0,729.0,729.0,732.0,737.0,737.0,739.0,741.0,741.0,741.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,410.0,436.0,378.0,173.0,382.0,450.0,287.0,147.0,268.0,269.0,361.0,151.0,245.0,367.0,362.0,255.0,266.0,251.0,256.0,425.0,370.0,158.0,371.0,184.0,265.0,174.0,288.0,540.0,277.0,260.0,389.0,359.0,267.0,342.0,156.0,359.0,170.0,270.0,154.0,365.0,253.0,350.0,172.0,246.0,260.0,169.0,189.0,242.0,255.0,479.0,153.0,152.0,276.0,204.0,280.0,287.0,172.0,266.0,257.0,269.0,437.0,255.0,255.0,268.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
