,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
Accumulated time steps,0.0,819.0,1376.0,1634.0,1916.0,2196.0,2452.0,2606.0,2968.0,3415.0,3666.0,3931.0,4080.0,4233.0,4584.0,4940.0,5285.0,5558.0,5826.0,6171.0,6344.0,6508.0,7055.0,7387.0,7732.0,8076.0,8242.0,8572.0,8805.0,9236.0,9484.0,9726.0,10069.0,10230.0,10497.0,10674.0,11034.0,11288.0,11569.0,11720.0,11890.0,12224.0,12467.0,12711.0,12961.0,13112.0,13266.0,13507.0,13765.0,14113.0,14637.0,15028.0,15466.0,15721.0,15980.0,16340.0,16601.0,16948.0,17106.0,17547.0,17707.0,18327.0,18577.0,19050.0,19405.0,19663.0,20041.0
Episode reward,0.0,52.830385258147714,68.15582880311806,85.30192545233724,83.89629736244225,83.47667720662749,86.40707526751731,91.66898849677439,81.20378156354305,75.29487806862959,87.25692609138245,86.93243465690055,91.99252866683966,91.60200827018693,80.92129255899209,80.7673550497206,81.54905412506723,83.68135345907284,85.81914556295384,81.80216997153836,90.72717657404228,91.84737671116903,74.39970447506985,83.94082821670916,82.10834906138763,82.83405964368743,91.49136816737278,85.0278970257749,89.55915962745418,80.74958797410807,88.12206366410639,87.98409327407649,85.39538634040626,92.15955705668848,86.5938775957921,90.84482309631558,81.41666397264675,87.51809139448766,84.62787434905114,92.46869381646819,90.2677513849523,83.30234061000378,89.44056702549906,87.73578665500034,89.96374926961121,92.54602382166571,93.0512283977387,89.03471821674256,87.08872586165567,84.07186338542448,77.63766194854159,80.12584220244335,79.35269841996539,87.9175009160684,86.49359344291715,85.25140287932723,86.1698201944801,84.52980492172584,91.41286489025144,78.15163763905163,91.55682849090283,67.9850090975038,87.93722077640058,77.14119165956694,84.60940822582417,87.7791086166923,81.63574465513716
Episode feedback,0.8,0.2876376985463431,0.19064748167149734,0.13618676989810596,0.09964412775927357,0.08960573444585758,0.12941176419838524,0.07189542436669658,0.0747922435601323,0.08520179353093768,0.067999999728,0.060606060376492195,0.05405405368882396,0.04605263127596953,0.051428571281632654,0.022535211204126167,0.03197674409309086,0.04044117632190744,0.02621722836622761,0.014534883678677665,0.03488372072742023,0.024539877150062103,0.012820512797032028,0.012084592108505763,0.017441860414413198,0.020408163205807104,0.01212121204775023,0.006079027337145814,0.008620689618014269,0.004651162779881017,0.01214574893868118,0.008298755152287323,0.008771929798912486,0.0,0.007518796964215049,0.0,0.0027855153125751664,0.0039525691543376715,0.007142857117346939,0.0066666666222222224,0.00591715972830083,0.0,0.0,0.0,0.0,0.0,0.0,0.004166666649305556,0.0,0.0,0.0,0.0,0.004576659028428698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,66.21803307533264,110.89050626754761,131.46988439559937,152.65990781784058,171.53413248062134,190.16430163383484,200.55517721176147,223.87832498550415,252.1496798992157,268.05568051338196,284.5326933860779,293.9984631538391,303.43596267700195,325.1567153930664,348.9128067493439,370.9802784919739,387.02136182785034,402.34057903289795,422.0787601470947,432.56677865982056,442.2062346935272,471.87107276916504,490.1367061138153,509.57516503334045,528.5848433971405,538.2149922847748,556.192277431488,569.3024401664734,592.5340692996979,606.7164568901062,620.517281293869,639.4664616584778,648.7851843833923,663.4841196537018,673.3820884227753,692.7458033561707,706.8439774513245,722.238541841507,731.0348207950592,740.8236951828003,759.1722898483276,772.6183185577393,786.2272522449493,799.8324596881866,808.4144995212555,817.3448843955994,830.6751098632812,845.033668756485,864.0047812461853,891.7205431461334,912.7585065364838,936.6078445911407,950.6979012489319,964.9803991317749,984.5745084285736,999.1613192558289,1017.7960314750671,1026.8836517333984,1050.4314510822296,1059.6473333835602,1092.7744438648224,1106.6860263347626,1132.2508294582367,1152.5433073043823,1168.1783185005188,1190.7892594337463
total minutes,0.0,1.1036338845888773,1.8481751044591268,2.191164739926656,2.5443317969640096,2.8589022080103557,3.1694050272305807,3.342586286862691,3.731305416425069,4.202494664986928,4.467594675223032,4.742211556434631,4.899974385897319,5.057266044616699,5.41927858988444,5.815213445822398,6.183004641532898,6.450356030464173,6.705676317214966,7.034646002451579,7.209446310997009,7.370103911558787,7.864517879486084,8.168945101896922,8.49291941722234,8.809747389952342,8.970249871412912,9.2698712905248,9.488374002774556,9.875567821661631,10.111940948168437,10.34195468823115,10.65777436097463,10.813086406389873,11.05806866089503,11.223034807046254,11.545763389269512,11.780732957522074,12.037309030691782,12.183913679917653,12.347061586380004,12.652871497472127,12.876971975962322,13.103787537415823,13.33054099480311,13.473574992020925,13.622414739926656,13.84458516438802,14.08389447927475,14.400079687436422,14.862009052435557,15.212641775608063,15.61013074318568,15.84496502081553,16.08300665219625,16.40957514047623,16.652688654263816,16.96326719125112,17.114727528889976,17.507190851370492,17.660788889726003,18.21290739774704,18.444767105579377,18.87084715763728,19.209055121739706,19.469638641675314,19.846487657229105
cummulative feedback,0.0,235.0,341.0,376.0,404.0,429.0,462.0,473.0,500.0,538.0,555.0,571.0,579.0,586.0,604.0,612.0,623.0,634.0,641.0,646.0,652.0,656.0,663.0,667.0,673.0,680.0,682.0,684.0,686.0,688.0,691.0,693.0,696.0,696.0,698.0,698.0,699.0,700.0,702.0,703.0,704.0,704.0,704.0,704.0,704.0,704.0,704.0,705.0,705.0,705.0,705.0,705.0,707.0,707.0,707.0,707.0,707.0,707.0,707.0,707.0,707.0,707.0,707.0,707.0,707.0,707.0,707.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,817.0,556.0,257.0,281.0,279.0,255.0,153.0,361.0,446.0,250.0,264.0,148.0,152.0,350.0,355.0,344.0,272.0,267.0,344.0,172.0,163.0,546.0,331.0,344.0,343.0,165.0,329.0,232.0,430.0,247.0,241.0,342.0,160.0,266.0,176.0,359.0,253.0,280.0,150.0,169.0,333.0,242.0,243.0,249.0,150.0,153.0,240.0,257.0,347.0,523.0,390.0,437.0,254.0,258.0,359.0,260.0,346.0,157.0,440.0,159.0,619.0,249.0,472.0,354.0,257.0,377.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
