,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
Accumulated time steps,0.0,1000.0,1999.0,2974.0,3319.0,3929.0,4541.0,5002.0,5198.0,5446.0,5800.0,6040.0,6280.0,6542.0,6795.0,6947.0,7099.0,7258.0,7418.0,7693.0,8052.0,8289.0,8436.0,8600.0,8953.0,9119.0,9261.0,9408.0,9657.0,9805.0,10049.0,10316.0,10462.0,10694.0,10854.0,11006.0,11285.0,11448.0,11708.0,12015.0,12356.0,12505.0,12735.0,13022.0,13266.0,13603.0,13850.0,14118.0,14278.0,14532.0,14768.0,15013.0,15266.0,15419.0,15605.0,15766.0,15913.0,16170.0,16362.0,16636.0,16789.0,17057.0,17213.0,17473.0,17747.0,18012.0,18168.0,18408.0,18563.0,18821.0,19084.0,19326.0,19476.0,19970.0,20223.0
Episode reward,0.0,-70.93121026209428,-69.18774294805658,35.56875540346266,76.29868518874444,60.21724018122398,61.46238384376609,73.96805160381746,86.34233698483389,85.32488408712267,79.1317398185576,87.0317281480088,86.74161005992477,86.08749487576964,84.44118376863935,89.40315298911499,91.70957876966358,90.86902047413571,91.23062160903754,84.77702040399609,79.36214832951306,86.30253755179365,91.04619724435327,90.00489116910823,78.94773741807516,89.76572693092197,91.44026869923634,91.8162831985405,85.64598795039504,91.05179150529976,86.68016209237638,85.95830786739623,92.2781250775355,88.53484307825501,91.10103834719266,89.85419776006205,84.16365228049924,89.80518183629044,84.35831418086697,84.74371998044782,82.7824893671827,93.00057086350638,87.93080927472941,85.80051899527707,85.86766449879065,79.6671523424674,85.89197043556572,84.24747636252604,89.93959416689236,86.60664037328752,86.88324163149372,86.45910253021276,83.43251911459299,90.48531987758614,90.42328753117769,90.24288848156549,91.94129778890473,83.38955051271499,90.1345144544646,85.11377330197166,90.81429243631871,85.5824774912188,90.44276712881467,84.75712639424333,84.81104192039102,84.87699113089649,90.67732544746679,87.56504078937091,90.41682067550205,84.44002798778156,83.83918789103022,86.13441869598053,91.48822380163467,71.880928210278,86.48813250982448
Episode feedback,0.8,0.0901803606310818,0.0851703405960217,0.2032854207358466,0.09302325554353705,0.06403940876184006,0.03927986900281527,0.034782608620037805,0.020512820407626562,0.04048582979560393,0.025495750635989377,0.050209204810840145,0.02928870280632342,0.02298850565904787,0.015873015810027716,0.026490066049734664,0.026490066049734664,0.01898734165197885,0.02515723254618093,0.014598540092706058,0.008379888244748916,0.012711864352915828,0.0068493150215800346,0.0,0.011363636331353306,0.006060606023875115,0.007092198531261003,0.0068493150215800346,0.008064516096514047,0.02040816312647508,0.0,0.015037593928430099,0.0,0.0,0.006289308136545232,0.0,0.0,0.012345678936137784,0.00386100384609651,0.0,0.002941176461937716,0.006756756711102995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005405405376186998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,57.227142333984375,117.17744135856628,189.90917468070984,212.8906955718994,253.91266250610352,292.9443008899689,320.77896332740784,332.6619493961334,348.33933424949646,369.17188119888306,384.2645740509033,398.5892286300659,413.906644821167,428.43136072158813,437.4923412799835,446.8499836921692,457.27651619911194,468.0903525352478,487.5552022457123,508.84657979011536,522.1644172668457,530.7490537166595,540.0997517108917,559.9437563419342,569.4605240821838,577.7924287319183,586.508768081665,600.7875347137451,609.6013126373291,623.0114336013794,638.1954922676086,646.8458030223846,659.5585250854492,668.7667315006256,677.631706237793,692.6730446815491,702.2427132129669,716.711323261261,733.4196465015411,752.2591304779053,760.9168610572815,773.7739691734314,789.6808984279633,802.9579305648804,821.2418956756592,834.6491491794586,849.2971229553223,858.3750741481781,872.6162557601929,885.9245693683624,899.4634900093079,913.3314936161041,922.1218829154968,932.6930887699127,941.8528997898102,950.4682197570801,964.4060416221619,975.4994328022003,990.4828712940216,999.29296875,1013.9988293647766,1023.0081498622894,1037.1388268470764,1052.107172012329,1066.6144144535065,1075.5605382919312,1088.7616205215454,1097.8750278949738,1111.9833464622498,1126.3888013362885,1139.5835800170898,1148.2765276432037,1174.6190731525421,1188.5512187480927
total minutes,0.0,0.9537857055664063,1.9529573559761046,3.165152911345164,3.548178259531657,4.231877708435059,4.882405014832814,5.346316055456797,5.54436582326889,5.805655570824941,6.1528646866480505,6.404409567515056,6.643153810501099,6.898444080352784,7.140522678693135,7.291539021333059,7.4474997282028195,7.621275269985199,7.801505875587464,8.125920037428537,8.480776329835257,8.702740287780761,8.845817561944326,9.001662528514862,9.332395939032237,9.491008734703064,9.629873812198639,9.775146134694417,10.013125578562418,10.160021877288818,10.383523893356323,10.636591537793477,10.780763383706411,10.992642084757486,11.146112191677094,11.293861770629883,11.544550744692485,11.704045220216114,11.945188721021017,12.223660775025685,12.537652174631754,12.681947684288025,12.89623281955719,13.161348307132721,13.382632176081339,13.687364927927653,13.910819152990976,14.154952049255371,14.306251235802968,14.54360426266988,14.765409489472708,14.991058166821798,15.222191560268403,15.368698048591614,15.544884812831878,15.69754832983017,15.841136995951334,16.073434027036033,16.258323880036674,16.50804785490036,16.6548828125,16.899980489412943,17.05013583103816,17.28564711411794,17.53511953353882,17.77690690755844,17.926008971532188,18.146027008692425,18.297917131582896,18.53305577437083,18.77314668893814,18.9930596669515,19.13794212738673,19.576984552542367,19.80918697913488
cummulative feedback,0.0,90.0,175.0,373.0,405.0,444.0,468.0,484.0,488.0,498.0,507.0,519.0,526.0,532.0,536.0,540.0,544.0,547.0,551.0,555.0,558.0,561.0,562.0,562.0,566.0,567.0,568.0,569.0,571.0,574.0,574.0,578.0,578.0,578.0,579.0,579.0,579.0,581.0,582.0,582.0,583.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,974.0,344.0,609.0,611.0,460.0,195.0,247.0,353.0,239.0,239.0,261.0,252.0,151.0,151.0,158.0,159.0,274.0,358.0,236.0,146.0,163.0,352.0,165.0,141.0,146.0,248.0,147.0,243.0,266.0,145.0,231.0,159.0,151.0,278.0,162.0,259.0,306.0,340.0,148.0,229.0,286.0,243.0,336.0,246.0,267.0,159.0,253.0,235.0,244.0,252.0,152.0,185.0,160.0,146.0,256.0,191.0,273.0,152.0,267.0,155.0,259.0,273.0,264.0,155.0,239.0,154.0,257.0,262.0,241.0,149.0,493.0,252.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
