,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11899.0,12898.0,13897.0,14896.0,15895.0,16752.0,17751.0,18750.0,19749.0
Episode reward,0.0,-45.128654664267884,-4.001369958766541,-39.595933795510774,-61.49372682753713,-14.25884337081495,-64.06803407942049,-64.36910139473511,-53.591849649373515,-57.96703321011456,-56.1470900323995,-55.30982465062835,49.70341553433403,-50.63971607565942,-62.8202098003928,-52.82688781736766,-49.10569364459437,55.23601745568796,-49.60978181513464,-53.88081401470764,-52.23885127235603
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.973774671554565,86.6514744758606,130.93913912773132,175.48893666267395,220.49094200134277,264.07453536987305,308.9459812641144,352.79771518707275,397.28236413002014,441.46448945999146,486.1898317337036,525.9000980854034,570.2690999507904,614.7761254310608,658.7574751377106,703.0359618663788,739.8959224224091,783.3499264717102,826.0247557163239,872.3536548614502
total minutes,0.0,0.7162295778592428,1.4441912412643432,2.1823189854621887,2.9248156110445658,3.674849033355713,4.401242256164551,5.14909968773524,5.879961919784546,6.621372735500335,7.3577414909998575,8.103163862228394,8.765001634756723,9.50448499917984,10.246268757184346,10.979291252295177,11.717266031106313,12.33159870704015,13.055832107861837,13.767079261938731,14.53922758102417
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,908.0,998.0,998.0,998.0,998.0,856.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
