,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
Accumulated time steps,0.0,1000.0,1281.0,1544.0,1813.0,2074.0,2332.0,2496.0,2756.0,3003.0,3270.0,3530.0,3880.0,4130.0,4281.0,4538.0,4782.0,4935.0,5086.0,5352.0,5706.0,5863.0,6234.0,6572.0,6719.0,6985.0,7219.0,7735.0,8103.0,8433.0,8797.0,8952.0,9282.0,9540.0,9694.0,9847.0,10273.0,10540.0,10701.0,11002.0,11185.0,11525.0,11776.0,12034.0,12290.0,12444.0,12681.0,12950.0,13208.0,13365.0,13517.0,13667.0,13927.0,14182.0,14447.0,14596.0,14865.0,15082.0,15247.0,15395.0,15551.0,15808.0,16083.0,16242.0,16588.0,16844.0,16991.0,17152.0,17411.0,17565.0,17810.0,17959.0,18123.0,18390.0,18541.0,18708.0,18964.0,19117.0,19384.0,19570.0,19723.0,19875.0,20032.0
Episode reward,0.0,53.92518653942518,83.835965160886,85.79618421889599,87.0201674685055,86.91295165454433,86.96062484636268,91.32518304620133,86.88077824504043,88.11043332796773,87.18946599789521,86.62600318356357,82.83758800165836,88.53727891508676,92.41550268122188,86.22829947300067,88.83030594287465,92.68683574016312,92.63134799322755,86.64478357588453,84.50826745505371,92.14331839074724,82.90784399596991,84.85882156927093,93.32097185283813,88.51302655931478,89.34486069228308,81.16318201807607,85.8405837702757,85.77161677923151,85.92648446288058,92.69651976587332,85.92880739770735,90.01339754665534,94.00281819748805,92.82450010856505,85.54777210036067,86.89666646098442,93.27492466237692,88.10606836806664,90.22545925670143,87.58297928138353,88.07811351556325,86.95928130037419,88.211686148982,92.91033666606914,89.66516635028653,86.43442662088226,88.11053409892997,91.38233852768658,92.65625764966062,92.41939565289636,86.2837661748652,82.61623508357704,85.55869475978243,92.37008384471514,86.88400721326293,91.40623114079172,91.5760130190945,91.77898259508238,90.83633846639418,86.71226745942484,86.31674314575781,91.27166670336207,82.3197214815402,85.89006434209425,91.41075717505309,90.43233658464699,84.15066285041607,91.39710761558774,85.87446191043264,91.55123886806297,90.66730466252707,85.38644657135029,91.90270808108343,90.18007434512371,86.0039583061569,91.43177647576366,85.69408083469875,87.73287596663526,91.17792884184072,91.69139068883169,91.27142697910583
Episode feedback,0.8,0.3236472942648825,0.22499999919642857,0.12213740411397937,0.156716417325685,0.14999999942307693,0.10505836534996744,0.10429447788776394,0.05405405384535114,0.09756097521316677,0.09774436053479564,0.09266409230631625,0.09169054414988383,0.052208835131691424,0.059999999600000006,0.050781249801635744,0.05349794216667514,0.03947368395083103,0.04666666635555556,0.04150943380562478,0.03116147299954257,0.012820512738330047,0.027027026953981008,0.02077151329147919,0.013698630043160069,0.045283018697045214,0.012875536425426883,0.009708737845225753,0.008174386898707392,0.01823708201143744,0.01928374650335056,0.006493506451340867,0.006079027337145814,0.003891050568517313,0.0,0.0,0.007058823512802769,0.0,0.0,0.0033333333222222224,0.0,0.0,0.003999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00772200769219302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002898550716236085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,87.63522219657898,110.33328747749329,128.87512755393982,148.36599373817444,167.55458188056946,185.09054327011108,196.7073209285736,213.1591510772705,230.31022834777832,248.74561381340027,266.54260063171387,290.2133479118347,306.56051802635193,317.1721658706665,334.9684405326843,351.88453364372253,362.0385932922363,372.2786898612976,389.83647203445435,411.6756520271301,421.43553471565247,443.4293463230133,463.31473755836487,472.4876992702484,488.9550983905792,503.0146703720093,532.5418910980225,553.4484620094299,572.3868727684021,592.98792719841,602.4227032661438,621.0214357376099,635.5150690078735,644.4649639129639,653.529798746109,677.0429830551147,692.1383411884308,701.7532467842102,718.5388855934143,729.0236611366272,747.8721189498901,761.9202733039856,776.465628862381,790.6473491191864,799.7795760631561,813.0814538002014,828.1491644382477,842.6198978424072,851.8025476932526,860.9330139160156,869.823456287384,884.6359503269196,899.0053400993347,913.7597951889038,922.5913705825806,937.8868689537048,950.2428476810455,959.8816518783569,968.6149616241455,977.8116087913513,992.1592950820923,1007.6356110572815,1016.934582233429,1036.1469695568085,1050.2860481739044,1059.122089624405,1068.5984852313995,1083.5041012763977,1092.7412559986115,1106.93492770195,1115.855164527893,1125.4229300022125,1140.4295506477356,1149.5798180103302,1159.6817767620087,1174.6578674316406,1183.7702102661133,1198.8473858833313,1209.7842531204224,1219.0456328392029,1228.0917496681213,1237.6686217784882
total minutes,0.0,1.4605870366096496,1.838888124624888,2.1479187925656635,2.4727665623029074,2.7925763646761577,3.084842387835185,3.27845534880956,3.5526525179545083,3.8385038057963055,4.145760230223337,4.442376677195231,4.836889131863912,5.109341967105865,5.286202764511108,5.582807342211406,5.864742227395376,6.0339765548706055,6.204644831021627,6.497274533907572,6.861260867118835,7.023925578594207,7.390489105383555,7.721912292639415,7.874794987837474,8.149251639842987,8.383577839533489,8.87569818496704,9.224141033490499,9.539781212806702,9.883132119973501,10.040378387769064,10.350357262293498,10.591917816797892,10.74108273188273,10.89216331243515,11.284049717585246,11.53563901980718,11.695887446403503,11.975648093223572,12.15039435227712,12.464535315831503,12.698671221733093,12.941093814373016,13.177455818653106,13.329659601052603,13.55135756333669,13.802486073970794,14.04366496404012,14.196709128220876,14.348883565266927,14.497057604789735,14.74393250544866,14.983422334988912,15.229329919815063,15.37652284304301,15.631447815895081,15.837380794684092,15.998027531305949,16.14358269373576,16.296860146522523,16.535988251368206,16.79392685095469,16.948909703890482,17.26911615928014,17.504767469565074,17.652034827073415,17.809974753856658,18.058401687939963,18.212354266643523,18.44891546169917,18.597586075464886,18.75704883337021,19.00715917746226,19.159663633505502,19.328029612700146,19.577631123860677,19.729503504435222,19.98078976472219,20.16307088534037,20.317427213986715,20.468195827802024,20.627810362974802
cummulative feedback,0.0,323.0,386.0,418.0,460.0,499.0,526.0,543.0,557.0,581.0,607.0,631.0,663.0,676.0,685.0,698.0,711.0,717.0,724.0,735.0,746.0,748.0,758.0,765.0,767.0,779.0,782.0,787.0,790.0,796.0,803.0,804.0,806.0,807.0,807.0,807.0,810.0,810.0,810.0,811.0,811.0,811.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,814.0,814.0,814.0,814.0,814.0,814.0,814.0,814.0,814.0,814.0,814.0,814.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0,815.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,280.0,262.0,268.0,260.0,257.0,163.0,259.0,246.0,266.0,259.0,349.0,249.0,150.0,256.0,243.0,152.0,150.0,265.0,353.0,156.0,370.0,337.0,146.0,265.0,233.0,515.0,367.0,329.0,363.0,154.0,329.0,257.0,153.0,152.0,425.0,266.0,160.0,300.0,182.0,339.0,250.0,257.0,255.0,153.0,236.0,268.0,257.0,156.0,151.0,149.0,259.0,254.0,264.0,148.0,268.0,216.0,164.0,147.0,155.0,256.0,274.0,158.0,345.0,255.0,146.0,160.0,258.0,153.0,244.0,148.0,163.0,266.0,150.0,166.0,255.0,152.0,266.0,185.0,152.0,151.0,156.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
