,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
Accumulated time steps,0.0,881.0,1492.0,1737.0,1992.0,2426.0,2913.0,3151.0,3559.0,3807.0,4282.0,4520.0,4845.0,5102.0,5372.0,5619.0,5780.0,6136.0,6496.0,6664.0,6912.0,7245.0,7449.0,7602.0,8149.0,8322.0,8738.0,9179.0,9707.0,10058.0,10562.0,11007.0,11519.0,11675.0,11920.0,12166.0,12497.0,12738.0,12893.0,13222.0,13375.0,13724.0,13969.0,14299.0,14628.0,14879.0,15297.0,15465.0,16138.0,16389.0,16842.0,17109.0,17375.0,17722.0,17886.0,18135.0,18683.0,18841.0,19090.0,19538.0,19804.0,19963.0
Episode reward,0.0,33.53768034257783,89.7269504937076,84.0770450640343,87.72636755438015,90.35219597312737,73.85151589015138,85.34645733316987,90.28752114460454,86.36389473606603,73.51644048382403,85.9589195794586,81.55297496600737,84.20171944364046,83.39608433849975,85.06476051353792,90.35458383878513,80.67358944319326,87.37146849169392,90.58981143062088,88.0294620076304,79.60786477142219,83.62110225327427,91.40492222562827,69.63413563150164,91.81856969425891,75.61300098805162,73.95605954181053,77.72204747787745,79.2576125551426,70.13597419490722,80.33569139045744,70.05331626298187,90.29498190131879,85.95830460695407,85.89542550091775,80.400030180394,86.12662494315344,90.40609289190816,80.96978491734981,90.64027774442685,79.57279923755569,85.96335165707607,80.57618570857792,80.82198338870086,84.6247359362828,75.7089048967421,89.03556239117134,68.68712172826622,88.62671448238073,79.6469728981284,86.50608972424193,86.48957558923965,85.26835900382646,91.76333173322229,88.95206154991064,76.04854683838624,92.25952761455098,89.03330619909337,80.34721215621695,86.43280239835323,92.19728713133061
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,40.67091965675354,69.59050822257996,81.73114967346191,94.5456006526947,115.54175019264221,138.8470799922943,150.94677329063416,170.67693257331848,182.89938473701477,205.25919604301453,217.1301393508911,232.7985246181488,245.7115137577057,259.0999946594238,271.2985339164734,279.70027327537537,297.054913520813,314.6851041316986,323.4451026916504,335.8662521839142,351.4867329597473,361.69685649871826,369.70508432388306,395.42495250701904,404.26687240600586,424.32553458213806,445.5383219718933,470.94837522506714,488.0336563587189,512.1794717311859,533.478598356247,557.9651417732239,566.1562097072601,578.4200012683868,590.6238362789154,606.703013420105,618.7350337505341,626.896253824234,642.9857139587402,650.8972923755646,667.8932318687439,680.242089509964,696.3819968700409,712.5294256210327,725.037369966507,745.2849533557892,753.947163105011,785.9797472953796,798.5550816059113,820.6463847160339,833.8131065368652,846.9092257022858,863.9271275997162,872.4668216705322,884.9983096122742,911.1698894500732,919.3304588794708,931.8665285110474,953.402704000473,965.5167143344879,973.1238119602203
total minutes,0.0,0.6778486609458924,1.1598418037096658,1.362185827891032,1.575760010878245,1.9256958365440369,2.3141179998715717,2.5157795548439026,2.8446155428886413,3.0483230789502462,3.4209866007169087,3.6188356558481853,3.87997541030248,4.0951918959617615,4.31833324432373,4.5216422319412235,4.661671221256256,4.9509152253468836,5.24475173552831,5.390751711527506,5.597770869731903,5.858112215995789,6.0282809416453045,6.161751405398051,6.590415875116984,6.737781206766765,7.072092243035635,7.4256386995315555,7.849139587084452,8.133894272645314,8.536324528853099,8.891309972604116,9.29941902955373,9.435936828454336,9.640333354473114,9.84373060464859,10.111716890335083,10.3122505625089,10.448270897070566,10.716428565979005,10.84828820625941,11.131553864479065,11.3373681584994,11.606366614500681,11.875490427017212,12.083956166108448,12.421415889263153,12.565786051750184,13.099662454922994,13.309251360098521,13.677439745267232,13.896885108947753,14.115153761704763,14.39878545999527,14.541113694508871,14.749971826871237,15.186164824167887,15.322174314657847,15.531108808517455,15.890045066674551,16.09194523890813,16.218730199337006
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,879.0,610.0,244.0,254.0,433.0,486.0,237.0,407.0,247.0,474.0,237.0,324.0,256.0,269.0,246.0,160.0,355.0,359.0,167.0,247.0,332.0,203.0,152.0,546.0,172.0,415.0,440.0,527.0,350.0,503.0,444.0,511.0,155.0,244.0,245.0,330.0,240.0,154.0,328.0,152.0,348.0,244.0,329.0,328.0,250.0,417.0,167.0,672.0,250.0,452.0,266.0,265.0,346.0,163.0,248.0,547.0,157.0,248.0,447.0,265.0,158.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
