,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Accumulated time steps,0.0,1000.0,1267.0,1642.0,1806.0,2083.0,2348.0,2611.0,3506.0,3859.0,4458.0,4810.0,5443.0,5710.0,6709.0,6971.0,7317.0,7590.0,7941.0,8121.0,8371.0,8624.0,9007.0,9279.0,9449.0,9705.0,10231.0,10663.0,10938.0,11103.0,11472.0,11815.0,12092.0,12552.0,13006.0,13488.0,13768.0,14032.0,14197.0,14355.0,14614.0,14776.0,15052.0,15411.0,15576.0,16037.0,16305.0,16463.0,16816.0,17096.0,17555.0,17918.0,18201.0,18849.0,19115.0,19287.0,19447.0,19607.0,19767.0,19936.0
Episode reward,0.0,-59.70147603785111,86.33685207929796,81.05656588361396,90.05091053088086,84.09967074988717,86.03772870806257,86.14916478637876,50.688028004109,80.81427940125376,64.71444410602425,82.51010860557906,63.2192613227028,85.5777608495641,-61.72322643875477,85.48928208423847,81.23664092876174,85.48288842975231,82.47415319041725,89.14319418164695,87.04437034787911,86.66563408019627,78.92471226271243,83.21196677696935,90.51663888293085,89.52960733253443,74.13404960214783,73.48861697389917,84.59361326824498,90.72645922620217,80.20725074202741,82.02622709367618,83.56263900232976,74.75006778091668,77.30963351708091,80.27492730990927,83.30408702209402,84.75206230125396,90.4370010160595,91.07161191744292,85.35279669847166,90.7346410168945,83.28098886703751,79.55284981823945,90.43648756420502,73.11802916290824,84.29654521311781,91.04172220223754,80.18585775309761,82.73808315448386,73.49479710582628,80.21260236713753,84.68513525939422,73.07174631344152,85.90582561765737,89.74753009587222,90.70872453066427,90.74105789321807,90.61856262503234,90.04502703822996
Episode feedback,0.8,0.22244488955666844,0.11654135294533326,0.18181818133203695,0.055214723587639736,0.05434782589004411,0.06818181792355373,0.05725190817842783,0.04921700218208389,0.03409090899405992,0.02173913039842955,0.028490028408860318,0.012658227828072424,0.026315789374752672,0.00901803606310818,0.019157088049206558,0.01159420286494434,0.0036764705747188583,0.002857142848979592,0.0,0.0,0.0,0.01570680624160522,0.007380073773505263,0.00591715972830083,0.00392156861207228,0.0,0.0046403712189318535,0.0,0.0,0.005434782593927222,0.0,0.0,0.0021786492327262545,0.0044150110277814325,0.0,0.0035842293778343033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027624309315954945,0.0,0.0,0.0037735848914204344,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,69.25451731681824,84.3051974773407,108.69433689117432,117.21032071113586,131.23499846458435,144.81586050987244,158.34161043167114,203.7876901626587,221.37365746498108,251.03410696983337,268.6239631175995,300.2990207672119,314.22107887268066,363.45770168304443,377.1821377277374,395.08413195610046,409.4342370033264,427.42430448532104,437.2883765697479,450.6409010887146,463.89663219451904,483.4814763069153,497.61176085472107,506.9661011695862,520.4609522819519,547.1660792827606,569.2137145996094,583.7138106822968,592.6502397060394,611.4142165184021,629.3260371685028,643.7597315311432,667.2710723876953,690.8426342010498,715.4523401260376,730.2944436073303,744.1021394729614,753.2997238636017,761.7935433387756,775.1744990348816,783.8411071300507,798.0604290962219,816.2194213867188,825.0713758468628,848.414794921875,862.3197221755981,871.0350465774536,889.312014579773,904.021281003952,927.0476350784302,944.9559919834137,959.1906168460846,991.1927256584167,1004.6928691864014,1013.9202809333801,1022.4012894630432,1031.0636913776398,1039.6685903072357,1048.944617509842
total minutes,0.0,1.154241955280304,1.405086624622345,1.8115722815195718,1.9535053451855977,2.187249974409739,2.4135976751645405,2.6390268405278525,3.396461502710978,3.6895609577496846,4.1839017828305565,4.477066051959992,5.004983679453532,5.237017981211344,6.057628361384074,6.286368962128957,6.584735532601674,6.82390395005544,7.123738408088684,7.288139609495799,7.51068168481191,7.731610536575317,8.058024605115255,8.293529347578685,8.449435019493103,8.6743492046992,9.119434654712677,9.486895243326822,9.728563511371613,9.877503995100657,10.19023694197337,10.488767286141714,10.729328858852387,11.121184539794921,11.51404390335083,11.924205668767293,12.171574060122172,12.401702324549357,12.554995397726694,12.69655905564626,12.919574983914693,13.064018452167511,13.301007151603699,13.60365702311198,13.751189597447713,14.14024658203125,14.371995369593302,14.517250776290894,14.821866909662882,15.067021350065867,15.450793917973836,15.749266533056895,15.986510280768076,16.51987876097361,16.74488115310669,16.898671348889668,17.04002149105072,17.184394856293995,17.327809838453927,17.4824102918307
cummulative feedback,0.0,222.0,253.0,321.0,330.0,345.0,363.0,378.0,422.0,434.0,447.0,457.0,465.0,472.0,481.0,486.0,490.0,491.0,492.0,492.0,492.0,492.0,498.0,500.0,501.0,502.0,502.0,504.0,504.0,504.0,506.0,506.0,506.0,507.0,509.0,509.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,511.0,511.0,511.0,512.0,512.0,512.0,512.0,512.0,512.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,266.0,374.0,163.0,276.0,264.0,262.0,894.0,352.0,598.0,351.0,632.0,266.0,998.0,261.0,345.0,272.0,350.0,179.0,249.0,252.0,382.0,271.0,169.0,255.0,525.0,431.0,274.0,164.0,368.0,342.0,276.0,459.0,453.0,481.0,279.0,263.0,164.0,157.0,258.0,161.0,275.0,358.0,164.0,460.0,267.0,157.0,352.0,279.0,458.0,362.0,282.0,647.0,265.0,171.0,159.0,159.0,159.0,168.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
