,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Accumulated time steps,0.0,629.0,1084.0,1695.0,1963.0,2962.0,3961.0,4960.0,5214.0,5736.0,6014.0,6219.0,6388.0,6546.0,6792.0,7040.0,7224.0,7602.0,7876.0,8156.0,8302.0,8541.0,8694.0,9118.0,9657.0,10208.0,10477.0,10814.0,11085.0,11351.0,11715.0,11986.0,12256.0,12615.0,12770.0,13029.0,13188.0,13337.0,13486.0,13729.0,13878.0,14209.0,14556.0,14797.0,15049.0,15391.0,15643.0,15807.0,16056.0,16389.0,16539.0,16964.0,17301.0,17663.0,17999.0,18249.0,18398.0,18639.0,18905.0,19154.0,19304.0,19644.0,19802.0
Episode reward,0.0,69.73198732850685,76.87123125198589,65.45620676067355,86.87636264125314,-60.9860666389394,-65.5833761414224,-59.21207454304915,86.83790321281307,70.1189213611884,86.36787782433245,90.69647526116991,90.49151382789181,91.45467374071177,87.3252091072083,85.79950577641766,89.39091852453281,77.98818704821001,81.64321443546646,80.89042335100945,91.53516718670843,84.9108497735531,89.95131645666635,73.21790128193791,65.63237965919512,66.66986716469583,85.29889120871823,78.66321406188952,82.33984894623069,86.15028243819154,82.61115736528659,84.74541140043773,85.56077097776176,82.74349751092909,89.7130639889201,83.44785669615482,90.27633041084404,90.74205833462399,90.60677767863965,84.19826003534062,90.61743698018759,78.93342371366018,77.58247133164463,84.95334926266045,84.06505232673956,78.04759965010953,84.06747097556725,88.72128163297077,83.41456857862245,77.90470270793462,90.43380739941226,72.38620496585386,77.38325891871864,75.995733991663,78.58050081041728,83.28763486490229,90.61414229896293,84.53716015125383,82.7204262897493,84.35401439033272,90.45611551067108,78.22521071735966,89.40184585281078
Episode feedback,0.8,0.3700159483731803,0.20925110086068038,0.09180327853802742,0.12734082349310552,0.0400801602804808,0.01903807613322838,0.03406813623840868,0.043478260697714384,0.023032629514332766,0.028880866321729724,0.02450980380142253,0.011904761833900228,0.0,0.004081632636401499,0.004048582979560393,0.0,0.007957559660590028,0.0,0.0,0.013793103353151011,0.0,0.0,0.002364066188264619,0.0037174721120493085,0.003636363629752066,0.0,0.0029761904673327663,0.0037037036899862825,0.0,0.0,0.0,0.0,0.002793296081582972,0.0,0.0038759689772249264,0.00632911388399295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,40.19312047958374,66.24648809432983,97.67013168334961,112.25591683387756,161.4443302154541,209.90599179267883,260.0883264541626,273.36587619781494,299.89824891090393,314.44003033638,325.54340648651123,334.923419713974,343.58176708221436,356.64118337631226,369.85279846191406,379.81011152267456,399.5632152557373,414.1531479358673,428.95268511772156,437.14123153686523,449.84228324890137,458.26719665527344,480.2235572338104,507.5968747138977,535.7309565544128,549.832364320755,567.3567109107971,581.6219961643219,595.7724432945251,614.5121104717255,628.6668999195099,642.9502227306366,661.1850655078888,669.6588439941406,683.1089370250702,691.6854531764984,699.8402316570282,708.0321969985962,720.1858310699463,728.1187324523926,744.6567401885986,762.1035187244415,774.8515756130219,788.3182947635651,806.2138955593109,819.4730503559113,828.4038846492767,841.3363056182861,858.0053408145905,866.1303567886353,887.5965518951416,904.3645253181458,921.9638276100159,938.6530282497406,951.0141444206238,958.9365775585175,970.7204697132111,983.9281396865845,996.716817855835,1004.5789036750793,1021.1115128993988,1029.2411978244781
total minutes,0.0,0.6698853413263957,1.1041081349054973,1.6278355280558268,1.8709319472312926,2.690738836924235,3.498433196544647,4.33480544090271,4.556097936630249,4.998304148515065,5.2406671722730005,5.425723441441854,5.5820569952329,5.726362784703572,5.944019722938537,6.164213307698568,6.33016852537791,6.659386920928955,6.902552465597789,7.149211418628693,7.285687192281087,7.49737138748169,7.637786610921224,8.00372595389684,8.459947911898295,8.928849275906881,9.16387273867925,9.45594518184662,9.693699936072031,9.92954072157542,10.24186850786209,10.477781665325164,10.71583704551061,11.019751091798147,11.160980733235677,11.385148950417836,11.528090886274974,11.66400386095047,11.800536616643269,12.003097184499104,12.135312207539876,12.410945669809978,12.701725312074025,12.914192926883697,13.138638246059418,13.436898259321849,13.657884172598521,13.806731410821278,14.022271760304768,14.300089013576507,14.435505946477255,14.793275864919027,15.072742088635762,15.366063793500265,15.644217137495676,15.850235740343729,15.982276292641957,16.178674495220186,16.398802328109742,16.611946964263915,16.74298172791799,17.01852521498998,17.154019963741302
cummulative feedback,0.0,232.0,327.0,383.0,417.0,457.0,476.0,510.0,521.0,533.0,541.0,546.0,548.0,548.0,549.0,550.0,550.0,553.0,553.0,553.0,555.0,555.0,555.0,556.0,558.0,560.0,560.0,561.0,562.0,562.0,562.0,562.0,562.0,563.0,563.0,564.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,627.0,454.0,610.0,267.0,998.0,998.0,998.0,253.0,521.0,277.0,204.0,168.0,157.0,245.0,247.0,183.0,377.0,273.0,279.0,145.0,238.0,152.0,423.0,538.0,550.0,268.0,336.0,270.0,265.0,363.0,270.0,269.0,358.0,154.0,258.0,158.0,148.0,148.0,242.0,148.0,330.0,346.0,240.0,251.0,341.0,251.0,163.0,248.0,332.0,149.0,424.0,336.0,361.0,335.0,249.0,148.0,240.0,265.0,248.0,149.0,339.0,157.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
